Camera_0000,Camera_0001,Camera_0002,Camera_0003,Camera_0004,Camera_0005,Camera_0006,Camera_0007,Camera_0008,Camera_0009,Camera_0010,Camera_0011,Camera_0012,Camera_0013,Camera_0014,Camera_0015,Camera_0016,Camera_0017,Camera_0018,Camera_0019,Camera_0020,Camera_0021,Camera_0022,Camera_0023,Camera_0024,Camera_0025,Camera_0026,Camera_0027,Camera_0028,Camera_0029,Camera_0030,Camera_0031,Camera_0032,Camera_0033,Camera_0034,Camera_0035,Camera_0036,Camera_0037,Camera_0038,Camera_0039,Camera_0040,Camera_0041,Camera_0042,Camera_0043,Camera_0044,Camera_0045,x_position,y_position,z_position,unit_distance_from_origin,unit_id
0,432,3139,0,0,1170,1288,0,0,0,0,5400,1092,0,2860,5,0,3172,0,0,0,0,0,0,0,0,0,0,0,24650,2464,0,0,0,133,0,0,4982,0,0,0,0,0,0,0,0,-3.346481,-9.413229,0.314783,9,22
0,48,3139,0,0,1344,1316,0,0,0,0,5829,1260,0,2254,0,0,2688,0,0,0,0,0,0,0,0,0,0,0,14070,2928,0,0,0,0,0,0,5871,0,0,0,0,0,0,0,0,-3.72543,-8.192747,0.314786,8,22
0,0,2747,0,0,1320,1215,7462,0,0,0,3569,1376,0,2288,1247,0,2790,0,0,0,0,0,240,0,0,0,0,0,0,3224,0,0,0,0,0,0,1512,0,0,0,0,0,0,0,0,-3.913681,-6.967942,0.314786,7,22
0,0,2400,0,0,1548,1215,9044,0,0,0,4070,1716,0,540,0,1287,2150,0,0,0,0,0,1932,0,0,0,0,0,0,3808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.060354,-5.69692,0.314785,6,22
0,0,300,0,0,1184,1188,6700,0,0,0,3234,0,0,493,0,4845,0,0,0,0,0,0,3760,0,0,0,0,0,0,4788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.241966,-4.238627,0.314795,5,22
0,0,0,8000,0,0,1118,4503,0,0,0,2420,6,0,690,0,5520,0,0,0,0,0,0,3256,0,0,0,0,0,0,7575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.456987,-2.260053,0.314782,4,22
0,0,0,0,0,0,0,0,0,0,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,-6.684387,15.639938,0.314783,17,22
0,0,0,0,0,0,0,0,0,0,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.686886,16.71859,0.314786,18,22
0,0,0,0,0,0,0,0,0,0,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.670457,17.802034,0.314794,19,22
0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.681916,18.857932,0.314785,20,22
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,770,0,0,9605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.681908,19.911336,0.314801,21,22
0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.682713,20.966284,0.314783,22,22
0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,5440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.68831,22.006587,0.316737,23,22
0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,4104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.688298,23.059042,0.314785,24,22
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0,0,0,1224,0,0,0,4745,0,0,3519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.6838,24.093109,0.314783,25,22
0,0,0,0,0,0,0,0,0,0,2,0,0,25025,0,0,0,0,0,4818,0,0,0,0,2496,0,0,0,6240,0,0,4514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.585373,25.153628,0.314774,26,22
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5250,-2.742178,16.747749,0.128892,16,43
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6498,-2.446292,16.828345,0.128892,17,43
0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5304,-2.671592,17.800723,0.12958,18,43
0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,5356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4794,-2.888079,18.78772,0.1289,19,43
0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,6758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4128,-3.122785,19.763765,0.128896,20,43
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3485,-3.378435,20.740846,0.128892,21,43
0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,6300,0,0,0,0,0,0,0,0,6405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2923,-3.60684,21.714963,0.128892,22,43
0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,11136,0,0,0,0,0,0,0,0,17550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2660,-3.833876,22.67962,0.128892,23,43
0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,11450,0,0,0,0,0,0,0,0,19338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2343,-4.0689,23.653738,0.128893,24,43
0,0,0,0,0,0,0,0,0,0,0,8,0,0,80,0,0,0,0,11466,0,0,0,0,902,0,0,25604,19136,0,0,0,0,3150,0,0,0,0,0,0,0,0,0,0,0,1710,-4.292134,24.633016,0.129184,25,43
0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,7194,0,0,0,0,2349,0,0,36708,11270,0,0,0,0,25415,0,0,0,0,0,0,0,0,0,0,0,680,-4.747603,25.567144,0.12895,26,43
0,0,0,0,0,0,0,912,0,12546,1395,975,41760,0,720,17225,1197,690,11648,0,11067,10437,38794,0,0,0,0,0,0,0,0,0,0,0,0,0,10353,0,0,0,6600,0,0,0,2525,0,-20.496227,3.429083,0.128895,20,3
0,0,0,0,0,0,0,0,30996,1541,1219,742,11640,0,1425,5248,1410,744,608,0,1107,2739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27136,0,0,0,28634,0,0,0,4556,0,-20.88609,-2.209152,0.128895,21,3
0,738,0,0,14960,0,0,0,4625,1113,4920,0,2997,0,0,1518,1320,1584,1071,0,1020,1008,0,0,0,0,0,0,0,0,0,0,3066,0,0,0,0,0,0,0,0,0,0,0,18480,0,-17.732601,-9.236153,0.128894,19,3
0,620,0,0,25960,0,0,0,1519,1200,3465,0,4030,0,2310,2178,1408,1520,1869,0,1827,1806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13601,0,-17.494653,-7.399634,0.128894,18,3
0,1242,0,0,0,0,0,0,8748,2001,2407,0,4704,0,2147,2997,1649,1365,2376,0,2328,2185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23698,0,0,0,9912,0,-17.215696,-5.234324,0.128894,17,3
0,1479,0,0,0,0,0,0,20475,1628,1610,2604,7876,0,1568,2178,2014,1131,1102,0,1131,2646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43472,0,0,0,6705,0,-16.835704,-2.353901,0.129183,16,3
0,1118,0,1449,0,0,0,1425,0,14276,598,645,1824,0,403,396,2835,286,0,0,0,0,17550,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10206,0,0,0,2013,0,-15.487619,3.986747,0.128894,15,3
0,7869,0,352,0,0,0,1680,0,2695,1536,944,10335,0,377,1320,2793,272,0,0,0,0,15458,16632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14136,0,0,0,4,0,-14.718832,2.871367,0.128894,14,3
0,7335,0,0,0,0,0,1188,0,4235,1666,1134,9699,0,555,286,2772,645,0,0,0,0,6760,18744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18048,0,0,0,0,0,-13.893025,1.659287,0.128894,13,3
0,5499,0,0,0,0,0,2675,0,5084,1980,1160,7040,0,800,546,2688,750,0,0,0,0,0,16315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26208,0,0,0,0,0,-12.990411,0.376517,0.128894,12,3
0,1674,0,0,0,0,756,3276,0,4674,704,1386,4480,0,5,1176,2794,0,0,0,0,0,0,8640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.939058,-1.198897,0.128893,11,3
0,2610,0,0,0,0,1575,3306,0,4403,2121,1898,4805,0,1820,416,3432,1224,0,0,0,0,0,17885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.659075,-2.703301,0.128904,10,3
24846,0,0,0,7938,0,7068,0,3726,1530,9513,0,2646,0,0,1768,644,1590,1584,0,1520,1440,0,0,0,0,0,0,0,0,0,0,2544,0,0,0,0,0,0,0,0,0,0,0,24354,0,-18.162906,-12.41705,0.128894,22,3
21204,434,0,0,7320,0,9017,0,2175,1458,12191,0,2625,0,0,1648,644,1696,1470,0,1504,1440,0,0,0,0,0,0,0,0,0,0,171,0,0,0,0,0,0,0,0,0,0,0,26643,0,-18.815512,-13.242459,0.128895,23,3
18886,135,0,0,6942,0,11869,0,2926,1326,16150,0,2280,0,0,1616,644,1335,1455,0,1395,1425,0,0,0,0,0,0,0,0,0,0,1720,0,0,0,0,0,20116,0,0,0,0,0,12300,0,-19.46197,-14.056384,0.128894,24,3
0,0,0,7820,0,28994,2212,8400,0,0,0,5720,0,0,4280,0,0,0,0,0,0,0,2184,3420,0,0,0,0,0,0,0,0,0,0,189240,0,0,0,0,0,0,17775,0,0,0,0,1.818483,9.262599,0.900877,9,37
0,0,0,12075,0,65875,2304,7946,0,0,2520,6240,0,0,4257,0,0,0,0,0,0,0,60,1925,0,0,0,0,0,0,0,0,0,0,241956,0,0,0,0,0,0,22504,0,0,0,6270,1.00356,9.969496,0.878893,10,37
0,0,0,6161,0,87840,216,6075,0,0,1066,5236,0,0,3663,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,273504,0,0,0,0,0,0,525,0,0,0,19314,0.842842,11.009033,0.897541,11,37
0,0,0,9462,0,96000,120,6016,0,0,161,5336,0,0,3686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1012,0.89559,11.977788,0.894087,12,37
0,0,0,8370,0,71064,150,5332,0,0,27,3410,0,0,2944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.818215,12.999943,0.888374,13,37
0,0,0,8250,0,0,0,5203,0,0,27,3996,0,0,2366,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.718654,13.999721,0.896637,14,37
0,0,0,3306,0,0,484,5428,0,0,154,4095,0,0,2144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.778907,15.017437,0.889341,15,37
0,0,0,2193,0,0,504,4180,0,0,572,3465,0,0,2666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.772994,16.005647,0.890766,16,37
0,0,0,3744,0,0,588,3471,0,0,504,3564,0,0,2550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.709883,17.049353,0.893343,17,37
0,0,0,3619,0,0,0,2418,0,0,96,2088,0,0,2320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.752893,18.005554,0.886698,18,37
0,0,0,3901,0,0,0,2356,0,0,0,1855,0,0,1040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.805197,19.042258,0.891155,19,37
0,0,0,3444,0,0,0,2205,0,0,0,952,0,0,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.724676,19.996052,0.881219,20,37
0,0,0,2814,0,0,0,2108,0,0,0,1674,0,0,1196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351,0,0,0,0,0,0,0,0,0,0,0,0,0.683815,21.054,0.896492,21,37
0,0,0,3528,0,0,0,2211,0,0,0,1815,0,0,1196,0,0,0,0,2343,0,0,0,0,19,0,0,0,0,0,0,0,0,780,0,0,0,0,0,0,0,0,0,0,0,0,0.73147,22.040832,0.887764,22,37
0,0,0,3034,0,0,0,2278,0,0,0,1815,0,0,1196,0,0,0,0,63176,0,0,0,0,189,0,0,0,0,0,0,0,0,680,0,0,0,0,0,0,0,0,0,0,0,0,0.676182,22.991407,0.885733,23,37
0,0,0,2926,0,0,0,2144,0,0,0,1653,0,0,1128,0,0,0,0,71001,0,0,0,0,990,0,0,0,0,0,0,598,0,4620,0,0,0,0,0,0,0,0,0,0,0,0,0.561021,23.997167,0.896808,24,37
0,0,0,870,0,0,0,1593,0,0,11,1200,0,0,1050,0,0,0,0,105200,0,0,0,0,4704,0,0,40524,0,0,0,1160,0,29601,0,0,0,0,0,0,0,0,0,0,0,0,0.946777,24.988205,0.874218,25,37
0,0,0,0,0,0,0,72,0,0,12,702,0,0,768,0,0,0,0,20367,0,0,0,0,7450,0,0,156792,26892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.222685,25.471762,0.89691,26,37
0,0,0,9295,0,0,3136,6486,0,0,2425,4961,0,0,3500,0,25632,0,0,0,0,0,7020,6880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34760,-6.018335,6.650167,0.893713,8,37
0,0,0,2695,0,0,4410,6106,0,0,3600,5500,0,0,3914,0,37700,0,0,0,0,0,10318,10251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18020,-5.523484,5.74674,0.887469,7,37
0,0,0,8456,0,0,3332,6622,0,0,4160,6072,0,0,4142,0,27740,0,0,0,0,0,6992,8745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.060589,4.798142,0.897722,6,37
0,0,0,9250,0,0,1400,8855,0,0,3780,5304,0,0,3379,0,22854,0,0,0,0,3720,6364,6908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62310,0,0,0,0,-4.504328,3.899588,0.891319,5,37
0,0,0,9699,0,0,2910,9633,0,0,1914,5148,0,0,3220,0,33744,0,0,0,0,4823,4335,8164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62878,0,0,0,0,-3.8524,3.174987,0.890665,4,37
0,0,0,21070,0,2720,3515,11222,0,0,0,5145,0,0,4840,0,37884,0,0,0,0,3038,8460,9211,0,0,0,0,0,0,30705,0,0,0,0,0,0,0,0,0,0,88555,0,0,0,0,-3.098798,2.487198,0.884806,3,37
0,0,0,24115,0,13930,2112,12797,0,0,0,2915,0,0,5418,0,25520,0,0,0,0,1272,5740,6273,0,0,0,0,0,0,61160,0,0,0,0,0,0,0,0,0,0,63648,0,0,0,0,-2.411099,1.65034,0.898007,2,37
0,0,3100,30396,0,13359,3948,14839,0,0,0,5120,0,0,5375,0,44480,0,0,0,0,0,6800,8642,0,0,0,0,0,0,59408,0,0,0,3475,0,0,0,0,0,0,88548,0,0,0,0,-1.859605,0.722322,0.89233,1,37
0,0,0,0,0,0,0,0,0,0,570,0,0,20898,0,0,0,0,0,5895,0,0,0,0,17082,0,0,0,3097,0,0,0,0,0,0,27930,0,0,0,0,4160,0,0,0,0,0,-12.171273,24.105357,0.895513,27,37
0,0,0,0,0,0,0,0,0,0,840,0,0,37145,0,0,0,0,0,3024,0,0,0,0,18275,0,0,0,13790,0,0,0,0,0,0,20169,0,0,0,0,483,0,0,0,0,0,-11.319894,25.618016,0.882015,28,37
0,0,0,0,0,0,0,0,194786,15680,5500,3069,105271,0,2175,46368,2782,1680,11844,0,29590,9761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16863,0,0,0,12120,0,0,0,5160,0,-24.293347,2.062061,0.890209,24,18
0,0,0,0,0,0,0,0,188466,16614,5544,3400,86742,0,2640,38376,3150,2106,26300,0,25400,23250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19068,0,0,0,15466,0,0,0,6157,0,-23.918356,1.484943,0.891269,23,18
0,0,0,0,0,0,0,0,98394,12915,5617,4320,46112,0,3290,23114,4452,2465,17600,0,16188,16247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24934,0,0,0,22320,0,0,0,7300,0,-22.9868,-0.207595,0.892746,22,18
0,3680,0,0,0,0,0,0,56420,17112,7776,0,29593,0,3564,18920,5512,2403,15520,0,14364,14322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35738,0,0,0,33744,0,0,0,9120,0,-21.914772,-1.851436,0.873062,21,18
0,3720,0,0,0,0,0,0,32849,7896,7406,0,20382,0,3605,12529,5136,713,10248,0,9570,9617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66304,0,0,0,54340,0,0,0,11346,0,-20.657039,-3.774503,0.890263,20,18
0,6120,0,0,60912,0,0,0,19270,7897,11712,0,12672,0,5904,8960,3815,3745,7830,0,7384,7332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18387,0,-18.861487,-6.641699,0.889968,19,18
29601,1380,0,0,14210,0,52785,0,8208,4134,50384,0,6576,0,0,4988,1932,4960,4620,0,4280,4280,0,0,0,0,0,0,0,0,0,0,7400,0,0,0,0,0,67932,0,0,0,0,0,0,0,-19.954833,-15.075911,0.892905,25,18
21951,2024,0,0,11210,0,59192,0,6960,3535,71604,0,5940,0,0,4407,319,4588,4028,0,3708,3848,0,0,0,0,0,0,0,0,0,0,5256,0,0,0,0,0,47320,0,0,0,0,0,0,0,-20.351874,-16.226485,0.894991,26,18
0,7904,0,0,0,0,0,0,32450,6042,9164,0,16848,0,5712,11616,3795,3800,9480,0,8835,9027,0,37164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74753,0,0,0,15714,0,-18.576063,-3.854959,0.881769,18,18
0,8085,0,0,0,0,0,0,36162,10304,5960,7611,18509,0,5060,12328,4356,3900,10106,0,9558,9480,0,94037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55008,0,0,0,13561,0,-17.798543,-2.657421,0.885546,17,18
0,10919,0,0,0,0,0,0,42568,16443,6439,5160,28536,0,5775,19107,6063,4600,14790,0,14534,13776,0,93465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55094,0,0,0,18130,0,-16.926637,-1.364357,0.880078,16,18
0,11895,0,0,0,0,0,0,0,17472,5160,1474,27702,0,5304,18879,6210,4600,11418,0,10773,10716,0,72652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39060,0,0,0,13680,0,-15.9985,-0.165688,0.888152,15,18
0,16340,0,0,0,0,0,5396,0,19076,5289,4200,17353,0,2754,11501,6424,2550,0,0,0,0,0,45824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31200,0,0,0,11712,0,-14.910333,1.306358,0.894024,14,18
