MIN_LOC_X,MIN_LOC_Y,MIN_DIST_ORIGIN,MAX_LOC_X,MAX_LOC_Y,MAX_DIST_ORIGIN,MEAN_LOC_X,MEAN_LOC_Y,MEAN_DIST_ORIGIN,STD_LOC_X,STD_LOC_Y,STD_DIST_ORIGIN,MEDIAN_LOC_X,MEDIAN_LOC_Y,MEDIAN_DIST_ORIGIN,RANGE_LOC_X,RANGE_LOC_Y,RANGE_DIST_ORIGIN,TOTAL_DIST_TRAVELED_X,TOTAL_DIST_TRAVELED_Y,TOTAL_DIST_TRAVELED_EUCLIDEAN,TOTAL_DIRECTION_CHANGES,TIME_SPENT_WALKING_SEC,TIME_SPENT_STANDING_SEC,RATIO_OF_CAMERA_CAPTURES,UNIT_ID,UNIT_TYPE,WAREHOUSE
-21.67897,-19.101161,1.988415178,-0.456111,-1.935396,28.89346106,-12.25749568,-9.08285525,15.46967228,6.76647787,5.092725871,8.071851012,-14.081773,-7.767595,15.46138898,21.222859,17.165765,26.90504588,21.222859,26.431693,34.35423568,1,20.86666667,279.1333333,0.666666667,51,Person,Warehouse_000
-23.259801,-20.601976,6.978554432,-3.679649,7.678644,31.03627528,-15.30740981,-8.844566346,19.15769068,5.961904056,8.355516404,7.133371655,-14.8353285,-9.6401855,19.45744061,19.580152,28.28062,24.05772084,45.793106,79.933789,100.7826344,1,12.53333333,287.4666667,0.725490196,66,Person,Warehouse_000
-14.48749,-2.047454,3.983904788,3.252876,26.441336,30.00132583,-3.713765643,14.06123129,16.8861885,5.891687801,9.901231903,7.688517201,-2.896305,16.3677835,16.53785445,17.740366,28.48879,26.01742104,37.99123,76.976076,95.5867317,1,18.3,281.7,0.62745098,60,Person,Warehouse_000
-22.43447,-18.911189,5.959605592,-5.959574,5.125872,29.03938205,-15.53665628,-6.108939,17.57048003,5.246285555,6.99495651,6.814542106,-16.039439,-5.154267,17.97271124,16.474896,24.037061,23.07977646,35.485233,46.128231,59.59763459,1,22.6,277.4,0.62745098,20,Person,Warehouse_000
-7.842664,-2.572088,4.823287388,-4.080253,25.118272,26.00500474,-6.984472217,12.55117765,15.05472391,0.968944845,7.916595047,6.578870108,-7.509779,12.905421,15.01666641,3.762411,27.69036,21.18171735,6.673638,27.69036,29.13531651,1,16.36666667,283.6333333,0.490196078,59,Person,Warehouse_000
-9.398053,4.015874,4.746689787,2.530577,25.361351,27.04665459,-6.186378458,14.06202383,15.55392687,3.131095286,6.588172627,6.877130783,-7.304927,13.6943695,15.52203044,11.92863,21.345477,22.29996481,11.92863,21.345477,27.36300192,1,16.96666667,283.0333333,0.450980392,64,Person,Warehouse_000
-14.14668,-8.352778,9.987551416,-5.475608,26.907721,29.00508216,-11.5148161,13.37127467,19.13307127,2.28684297,9.166009052,5.87817423,-12.270557,13.562868,19.00149418,8.671072,35.260499,19.01753075,14.716179,53.956557,59.87167453,1,17.9,282.1,0.588235294,63,Person,Warehouse_000
-22.537097,3.634249,9.990491125,-8.78047,26.780378,35.00156264,-13.40834763,17.55576226,22.35812664,4.475928764,6.847118833,7.417528044,-11.662301,18.721693,22.06027858,13.756627,23.146129,25.01107151,22.878145,54.080459,62.03908225,4,19.33333333,280.6666667,0.431372549,46,Person,Warehouse_000
-21.73688,-15.117699,4.973415535,-4.070779,28.878324,30.03508482,-10.17196041,5.128033333,17.6020131,4.78155939,14.55697846,7.396186252,-9.131304,4.760468,17.94659676,17.666101,43.996023,25.06166929,50.762101,92.935405,113.7928906,1,16,284,0.666666667,43,Person,Warehouse_000
-25.638005,-20.917044,1.980596407,2.745951,1.80617,31.0213324,-13.61807648,-7.525099032,16.84732993,8.907830488,6.252382542,8.757187237,-16.962536,-6.327301,16.98569687,28.383956,22.723214,29.040736,86.139307,73.745213,117.182747,2,23.86666667,276.1333333,0.745098039,29,Person,Warehouse_000
-20.664837,3.581756,6.309855698,1.180783,27.73514,33.0012498,-2.824622,18.57571111,19.53174302,6.477963506,7.169056457,8.056421586,0.7256455,19.5070665,19.53054073,21.84562,24.153384,26.6913941,29.047207,26.15825,46.60217184,1,18.16666667,281.8333333,0.529411765,32,Person,Warehouse_000
-22.724232,-21.92143,2.994136938,1.687444,19.63254,30.03044034,-11.3277441,0.982547138,16.09751803,6.779834045,12.32014219,8.240458233,-10.446295,1.83474,16.0199771,24.411676,41.55397,27.0363034,60.617604,100.491152,124.744945,1,18.73333333,281.2666667,0.784313725,33,Person,Warehouse_000
-18.198196,-12.626673,0.965934018,0.550209,29.126041,32.00907709,-8.318938606,8.091322333,16.20857251,5.609273157,13.50835512,9.268010435,-8.051001,7.143965,16.02886047,18.748405,41.752714,31.04314307,36.093382,85.057897,94.06868186,4,20.86666667,279.1333333,0.725490196,57,Person,Warehouse_000
-20.49625,-10.485801,0.956418212,-0.935692,28.572008,33.00786585,-10.53401559,8.933107588,17.1263864,5.165496367,12.8319088,9.423004867,-9.67196,3.725826,17.49084548,19.560558,39.057809,32.05144764,48.550794,92.640318,113.0780498,1,20.1,279.9,0.725490196,13,Person,Warehouse_000
-24.316038,-20.94447,1.986563734,1.71525,5.875408,25.01579747,-7.47461608,-8.08046536,13.26426016,7.612064149,6.659488243,6.89314969,-6.864583,-6.156023,13.00825231,26.031288,26.819878,23.02923374,89.550054,54.605885,115.1597823,1,18,282,0.784313725,25,Person,Warehouse_000
-10.250253,-20.985885,2.995070699,-0.514102,-2.126254,21.00417295,-6.10007835,-10.4910315,12.36314933,2.97256585,5.286598202,5.586546764,-7.929121,-9.298097,12.47691289,9.736151,18.859631,18.00910225,27.48843,60.884727,70.73752417,1,15.7,284.3,0.647058824,53,Person,Warehouse_000
-24.882868,-19.76555,3.985113127,0.426144,25.262822,28.00451879,-6.695159,-0.234356615,16.14784345,4.734955063,15.62615122,7.122052381,-6.5105235,-8.2442415,16.49700373,25.309012,45.028372,24.01940567,55.459643,84.301569,110.0037259,1,21.63333333,278.3666667,0.764705882,62,Person,Warehouse_000
-15.449222,-20.237398,3.992006174,4.082845,27.72742,31.00917786,-9.707654,-3.113871448,17.76368769,5.073369278,15.84819114,8.080246246,-11.775355,-7.299431,17.98582037,19.532067,47.964818,27.01717168,42.819614,56.552742,75.89501209,1,18.53333333,281.4666667,0.725490196,55,Person,Warehouse_000
-23.310028,-17.863873,0.974175161,0.61653,15.576431,28.0001519,-10.65559155,-3.575946207,14.45889598,6.979401708,9.862968806,7.953587344,-10.21579,-3.344706,14.01354308,23.926558,33.440304,27.02597674,67.805384,85.024755,117.7595919,1,20.1,279.9,0.764705882,24,Person,Warehouse_000
-24.43628,0.6366,12.99852816,-9.446475,25.677279,31.00189036,-18.07626235,11.09604465,22.17588053,3.492227426,7.677667093,5.407958446,-17.510892,8.2553205,22.47044227,14.989805,25.040679,18.00336219,22.048115,63.876605,69.05505588,1,12.86666667,287.1333333,0.490196078,35,Person,Warehouse_000
-20.142435,-16.679571,0.973868497,1.624498,26.406659,28.02426865,-11.45095352,-3.46513131,14.81632548,6.4032686,10.08250102,8.140432817,-12.076386,-1.557632,14.94710377,21.766933,43.08623,27.05040015,50.823931,70.823405,96.44359244,1,17.4,282.6,0.843137255,28,Person,Warehouse_000
-23.381646,-22.155298,2.977305414,2.963436,27.605276,30.0144918,-3.992272103,7.408687897,16.87068849,6.963029489,15.25206835,8.204640832,-2.06908,11.098787,16.9918512,26.345082,49.760574,27.03718639,42.137972,68.905213,86.81680003,1,19.2,280.8,0.843137255,5,Person,Warehouse_000
-22.674666,-4.363405,0.971637237,0.666545,28.75817,31.02825082,-11.50661488,6.593499438,15.66319308,6.015924985,10.71953626,9.035519598,-11.9574195,2.075151,15.5267209,23.341211,33.121575,30.05661358,57.464235,44.328177,79.8729359,1,25.7,274.3,0.666666667,4,Person,Warehouse_000
-19.546246,-17.319414,0.993595375,1.930704,28.097279,33.00062881,-11.98575632,5.554827206,17.02648378,6.764317672,12.56870072,9.399018105,-13.216142,1.2574275,17.48762602,21.47695,45.416693,32.00703343,43.763798,83.221429,100.8079115,2,25.96666667,274.0333333,0.784313725,15,Person,Warehouse_000
-23.768783,-7.33094,4.99654272,-4.982245,20.5307,30.0996323,-15.44780893,6.571055741,17.95093406,6.489976204,7.624189445,7.734700794,-16.140504,7.964124,17.9984205,18.786538,27.86164,25.10308958,24.598759,37.145092,52.06833427,1,17,283,0.568627451,47,Person,Warehouse_000
-15.029276,2.734498,3.969724351,-2.877713,28.620321,30.00477003,-6.852197321,15.40277836,17.19608777,2.395746189,8.104583025,7.740582703,-7.140664,15.458093,17.49368819,12.151563,25.885823,26.03504568,21.256005,80.888556,90.75927238,7,21.16666667,278.8333333,0.490196078,22,Person,Warehouse_000
-21.600358,2.53988,4.990454779,1.102859,29.63622,35.01820526,-6.05323375,18.22457903,19.96849673,5.565461773,8.762842835,8.820308228,-6.2802425,19.514105,19.53813462,22.703217,27.09634,30.02775048,48.358518,37.701565,68.80914159,7,22.2,277.8,0.490196078,3,Person,Warehouse_000
-24.173176,-17.78076,3.973617651,-1.452864,21.156105,30.00829659,-13.7903525,5.410536786,17.36668564,6.080218208,10.38259016,7.912849806,-15.362203,6.147964,17.4466017,22.720312,38.936865,26.03467894,37.997083,75.904196,87.78229029,1,23.1,276.9,0.68627451,9,Person,Warehouse_000
-23.51761,-8.333176,10.98048703,-10.642472,25.103167,33.02129803,-18.76197475,9.54506625,22.00126109,4.038285772,8.183608231,6.507203103,-19.711414,8.864016,22.02349924,12.875138,33.436343,22.040811,15.95687,62.364569,65.98725661,1,18.06666667,281.9333333,0.568627451,17,Person,Warehouse_000
-17.859571,6.223974,11.99576447,-6.164435,27.900222,32.01088484,-12.63632391,16.58254573,22.03970935,3.749824048,8.500097065,5.934774399,-13.0354225,13.831556,22.46621097,11.695136,21.676248,20.01512037,26.735687,50.461842,63.76234559,1,19.36666667,280.6333333,0.450980392,40,Person,Warehouse_000
-22.389539,-18.451161,12.9856557,-7.073977,3.450563,29.01270065,-17.43430461,-9.743401611,21.05025822,5.895557245,5.682398309,4.77731376,-20.9408085,-10.5694585,21.44581191,15.315562,21.901724,16.02704495,16.713809,56.146967,62.28339073,1,10.63333333,289.3666667,0.666666667,31,Person,Warehouse_000
-22.274883,-7.354333,3.979613819,0.839907,28.304804,36.0185,-13.83064724,11.29546624,20.26277445,6.378089153,11.90397272,9.522547974,-16.4703085,9.923187,20.48926687,23.11479,35.659137,32.03888618,50.824823,92.764212,112.3490773,1,23,277,0.705882353,23,Person,Warehouse_000
-15.545687,-15.329298,2.991000731,-2.324499,26.904564,31.07288124,-9.261594167,10.81240993,16.99983436,3.86686239,11.80512906,8.246494022,-8.342613,6.943842,16.9879395,13.221188,42.233862,28.08188051,37.722764,82.268135,95.72674445,1,18.4,281.6,0.745098039,30,Person,Warehouse_000
-25.298339,-20.944961,6.990112236,-3.452822,-0.424965,30.06492392,-16.9050272,-5.96567672,18.52410153,5.90933301,5.755623031,6.802522992,-18.894011,-4.132372,18.99055601,21.845517,20.519996,23.07481168,46.36571,36.866538,60.48761153,1,19.26666667,280.7333333,0.68627451,6,Person,Warehouse_000
-25.324856,-22.188778,1.994649936,0.668193,5.273288,32.03054192,-13.07837447,-8.347932188,16.78990873,6.899435782,8.532631803,8.901619801,-14.508093,-7.987427,16.56153827,25.993049,27.462066,30.03589199,53.760652,66.604014,88.63632257,1,25.5,274.5,0.705882353,26,Person,Warehouse_000
-24.274716,-22.366636,1.992083953,-1.874632,-0.673909,33.00800271,-14.77642761,-9.677197091,17.81966744,6.98104351,6.588704018,9.305718553,-16.491716,-7.209079,17.99854207,22.400084,21.692727,31.01591876,43.881282,39.232715,60.90824377,3,24.43333333,275.5666667,0.666666667,19,Person,Warehouse_000
-22.234503,-22.34369,10.99503906,-6.315191,28.350026,36.02911459,-13.78591137,-5.099492,23.70794322,4.764617141,19.46745754,7.46143946,-14.448193,-14.623681,23.98685925,15.919312,50.693716,25.03407552,28.864509,50.693716,63.73813676,1,20.83333333,279.1666667,0.784313725,50,Person,Warehouse_000
-22.912683,1.881871,2.995947712,0.894624,26.506077,35.03659744,-8.646599412,16.23377774,18.945381,6.877414005,7.856029566,9.401477728,-6.2098085,18.2168055,18.54845117,23.807307,24.624206,32.04064973,58.299074,81.590146,106.3043979,1,25.2,274.8,0.568627451,44,Person,Warehouse_000
-15.686986,-22.015118,8.998189799,1.829548,25.575934,27.03233157,-3.2718557,14.0603282,17.91195345,5.137033334,10.71919182,5.371217476,-1.960539,16.5325745,17.51729369,17.516534,47.591052,18.03414177,25.344039,78.28475,86.05209349,2,10.16666667,289.8333333,0.705882353,45,Person,Warehouse_000
-18.179741,-21.299816,1.99746626,-0.07605,19.455439,28.00330596,-11.88600532,-4.514787857,15.16317114,5.275547589,9.996704032,7.7138944,-13.14478,-2.2698015,15.48471096,18.103691,40.755255,26.0058397,48.000725,77.996343,95.80667231,1,17.96666667,282.0333333,0.666666667,7,Person,Warehouse_000
-23.550683,-20.285282,2.940643628,-1.196848,26.482192,34.02522292,-12.96589312,0.521254939,18.64027592,6.146009439,15.0011997,9.150717414,-12.997049,-5.057751,18.96814475,22.353835,46.767474,31.08457929,48.560413,46.767474,72.2207812,1,24.1,275.9,0.764705882,18,Person,Warehouse_000
-12.40756,-19.137605,1.997570012,-1.59144,26.221709,27.0174883,-6.507305741,4.290125185,14.2723829,2.382971449,13.89827256,7.475949541,-6.779584,6.116875,14.01672228,10.81612,45.359314,25.01991829,31.11939,100.757944,107.9841755,4,15.2,284.8,0.764705882,49,Person,Warehouse_000
-23.05751,3.540847,8.980675364,-5.782232,26.403494,35.05414758,-16.0851285,13.866954,21.67164079,4.167659568,7.948591033,7.868496872,-17.519226,12.457989,21.50409406,17.275278,22.862647,26.07347222,28.478398,43.084528,55.87089533,1,23.06666667,276.9333333,0.431372549,12,Person,Warehouse_000
-24.884603,-2.018133,5.999151122,-5.769408,14.550569,25.00463007,-14.07412243,3.909149571,15.2949136,4.641277091,5.63458888,5.719968123,-14.922186,0.958501,15.01029056,19.115195,16.568702,19.00547895,40.214114,55.749242,72.75698315,6,13.9,286.1,0.529411765,27,Person,Warehouse_000
-16.540571,-20.974039,2.990416969,1.912749,29.51337,31.02003542,-6.7987856,4.187980467,16.99092637,5.753367196,16.12100323,8.249791901,-8.2091545,1.097337,16.90225595,18.45332,50.487409,28.02961845,38.44293,74.385002,92.04773631,1,23.03333333,276.9666667,0.862745098,34,Person,Warehouse_000
-22.305124,-16.764465,1.886768184,0.713483,25.036487,33.00342504,-11.22071933,1.611791636,17.04850252,8.604549602,13.334868,9.471428348,-11.763887,2.96935,17.05972515,23.018607,41.800952,31.11665686,25.829576,79.087328,87.02946483,6,25.43333333,274.5666667,0.803921569,54,Person,Warehouse_000
4.141340581,-1.678615078,4.468607209,4.141340581,-1.678615078,4.468607209,4.141340581,-1.678615078,4.468607209,0,0,0,4.141340581,-1.678615078,4.468607209,0,0,0,0,0,0,1,0,300,0.380952381,11,Forklift,Warehouse_001
-7.253448557,-2.840932816,7.789956048,-7.253448557,-2.840932816,7.789956048,-7.253448557,-2.840932816,7.789956048,0,0,0,-7.253448557,-2.840932816,7.789956048,0,0,0,0,0,0,1,0,300,0.285714286,19,Forklift,Warehouse_001
-1.288019282,-9.315788097,0.994452538,5.853516243,15.07851052,16.01135593,3.326565888,-0.077522516,8.635891797,2.216173195,8.884680638,4.510254637,4.403814538,-3.942519177,8.997078877,7.141535525,24.39429862,15.0169034,18.28848916,39.82801568,44.64176699,17,0,300,0.69047619,4,NovaCarter,Warehouse_001
-6.965533933,-11.57652295,0.993169998,7.879259918,7.176266609,14.00352172,-0.690197467,-0.00958804,7.243066936,5.160344626,6.442830798,4.019162996,-3.248312346,2.191914699,7.015006632,14.84479385,18.75278956,13.01035172,18.56201544,24.40075757,31.52638075,15,0,300,0.714285714,26,Transporter,Warehouse_001
-4.558960895,-10.03042523,0.999487078,2.489239612,16.89381205,17.03285803,0.529006119,2.309258593,8.831977848,2.186760473,9.5369582,4.831581842,1.192329188,-2.25069749,8.51254073,7.048200507,26.92423729,16.03337095,9.200760659,33.2855221,35.30479234,13,12.43333333,287.5666667,0.833333333,23,Person,Warehouse_001
-7.617083473,-5.987782518,0.992044379,7.107061171,17.63118029,19.00970376,-2.493955873,5.974455933,9.904631132,4.468861566,8.07062871,5.377545277,-3.394170016,6.170419423,9.529439435,14.72414464,23.61896281,18.01765938,30.63731455,41.16838558,56.97020554,14,14.2,285.8,0.80952381,20,Person,Warehouse_001
-6.068054418,-0.260668802,0.996556058,4.138726097,15.4593417,16.00375892,-1.959231704,7.190844798,8.384532111,3.000633904,5.107623937,4.50977662,-2.318770966,7.272339486,8.031654903,10.20678051,15.7200105,15.00720286,24.8697209,51.08517261,59.29558084,5,10,290,0.738095238,36,Person,Warehouse_001
-9.529381363,-0.475786162,0.985731345,0.227495899,16.6310187,19.16767832,-6.538322421,7.323121074,10.43347045,2.530517051,6.210156463,5.70000146,-7.222778524,7.579364535,10.4773511,9.756877262,17.10680486,18.18194698,9.772345095,18.77961199,24.94332665,1,14.06666667,285.9333333,0.619047619,15,Person,Warehouse_001
-3.64072944,-8.522534496,0.969143531,5.745956113,13.99236276,15.01876741,-0.489279113,1.362704104,8.076847664,2.028186431,8.761285009,4.211240143,-0.542413488,-2.481286957,8.493704738,9.386685553,22.51489726,14.04962388,12.34193011,22.63111636,31.26095341,11,10.6,289.4,0.857142857,49,Person,Warehouse_001
-7.698305971,-9.198574778,0.968265492,7.983099815,16.38075754,18.01183485,0.030106554,3.021386222,9.300223155,4.613746165,9.081374382,5.137464815,-1.402137755,0.449413741,9.001698715,15.68140579,25.57933232,17.04356936,39.20138083,37.62611939,60.06977891,3,10.56666667,289.4333333,0.928571429,37,Person,Warehouse_001
-4.668803524,0.949714531,0.997799763,6.632362939,16.24222612,17.00637765,-2.249443707,8.597435018,9.366188494,3.170120386,4.876492839,5.008018035,-3.508805139,8.694550916,9.484647893,11.30116646,15.29251159,16.00857788,12.93133757,29.41270591,33.36520297,18,13.46666667,286.5333333,0.69047619,12,Person,Warehouse_001
-8.515861381,-10.808867,0.980579915,4.715454997,14.29360385,15.02428361,-3.379613916,-2.233052583,8.241926387,3.835715119,7.437172718,4.301536006,-4.187985419,-4.936845804,8.469277026,13.23131638,25.10247085,14.0437037,16.82981274,38.36907422,43.14156592,4,7.333333333,292.6666667,0.833333333,31,Person,Warehouse_001
-3.275995582,-1.654617203,0.992741864,6.489492299,16.82450153,18.03248221,2.48806258,8.368522573,9.583150732,3.701457082,5.267649298,5.082790686,4.514630979,8.605754345,9.994674455,9.765487881,18.47911873,17.03974034,14.31901588,26.0385947,33.1763705,8,11.46666667,288.5333333,0.738095238,47,Person,Warehouse_001
-5.156433045,-3.552646404,0.977187226,8.166442425,15.99408765,16.01358614,2.952221928,5.831425376,8.737578278,4.480253341,5.884665366,4.591058543,2.773729594,5.138545395,8.994727371,13.32287547,19.54673405,15.03639892,36.15788841,56.0547829,70.01243276,17,8.733333333,291.2666667,0.761904762,35,Person,Warehouse_001
-0.246630899,-6.461305968,0.985699833,7.754878166,14.76093817,16.00760227,4.373487601,5.163095607,8.499434614,3.124325203,6.067723412,4.485893074,6.239660829,4.985829895,8.486019867,8.001509065,21.22224414,15.02190244,10.90612214,35.08424992,37.41103852,3,10.73333333,289.2666667,0.69047619,16,Person,Warehouse_001
0.276804642,0.636963967,0.997253456,8.684176225,15.11605568,16.01954859,3.211261467,8.194718685,8.87574774,2.332977285,4.299383873,4.755439127,2.614981296,8.518151011,8.910500762,8.407371583,14.47909171,15.02229513,9.843967909,17.0032378,22.02574043,1,9.933333333,290.0666667,0.619047619,6,Person,Warehouse_001
-8.876551785,-10.54454115,0.988884937,-0.569621011,13.84815285,14.00156565,-4.054445844,-4.761023028,7.851991721,2.481376154,5.786989586,4.135042137,-3.739633775,-5.87856924,7.997835636,8.306930774,24.39269401,13.01268071,22.12911645,41.8236998,48.4907714,1,10.1,289.9,0.761904762,30,Person,Warehouse_001
0.467156785,-6.458650145,2.994672232,6.617112935,7.505738082,10.00611252,3.415655861,0.205315412,6.497134381,2.319565772,5.462035361,2.170327134,2.628019001,-2.564099179,6.475522925,6.149956151,13.96438823,7.011440288,8.311833733,13.96438823,16.48989736,1,4.8,295.2,0.642857143,24,Person,Warehouse_001
-7.353522914,-9.542026893,0.99481856,6.635050122,16.81118251,18.00804209,1.028195666,1.298078946,9.500463466,3.934619884,9.880320151,5.058196233,1.269427125,-2.774286747,9.542041163,13.98857304,26.3532094,17.01322353,24.42395873,62.44920278,68.91673779,1,12.46666667,287.5333333,0.928571429,44,Person,Warehouse_001
-8.737501532,-10.50188086,0.9994147,3.404976507,16.89504709,19.0206874,0.514145653,6.557631084,9.942510171,3.445434899,8.508966188,5.356014367,1.716047798,7.171692598,9.507150959,12.14247804,27.39692795,18.0212727,30.79366801,77.51099144,90.93797472,20,12.6,287.4,0.833333333,38,Person,Warehouse_001
-9.474007102,1.59588983,1.976149741,2.739248322,16.64083953,19.04019729,-2.365878333,9.626222007,10.31668776,3.437513003,4.767149452,5.135143007,-2.875574747,9.597932341,10.01944287,12.21325542,15.04494971,17.06404755,12.21325542,19.90294414,24.92602251,1,12.96666667,287.0333333,0.69047619,28,Person,Warehouse_001
-2.562375877,0.79457313,0.995858788,8.456107133,17.14837209,19.00035427,-0.510213171,10.02088877,10.3454256,2.965613929,5.356580858,5.580190214,-1.374298838,10.37290466,10.47910636,11.01848301,16.35379896,18.00449549,19.17852451,46.98745085,51.69553994,20,15.76666667,284.2333333,0.666666667,29,Person,Warehouse_001
-7.936694649,-10.44337705,1.998765873,8.770767523,17.01998851,18.01768819,0.540889384,-0.585769748,10.1772274,4.055820435,10.48112559,4.83357042,-0.054942405,-4.744555074,10.49335243,16.70746217,27.46336555,16.01892232,24.74719171,61.6690728,71.35024837,2,10.93333333,289.0666667,0.857142857,7,Person,Warehouse_001
-5.718850481,-0.663064478,0.988532608,3.736978362,16.65485432,17.00986829,0.173421739,8.075749899,8.780538515,2.5554762,5.377003096,4.857218939,0.72602543,8.324868571,8.535290583,9.455828843,17.3179188,16.02133568,26.86533205,59.61904425,69.2510223,2,12.8,287.2,0.738095238,18,Person,Warehouse_001
1.9538655,-0.204798802,1.980343646,7.888387068,16.38239217,18.18266822,4.446869376,9.083962122,10.43596597,1.660412602,5.483749431,5.11977608,3.640034278,9.843182628,10.49112687,5.934521568,16.58719097,16.20232458,7.404360233,17.11474442,20.44381142,10,14.3,285.7,0.619047619,46,Person,Warehouse_001
-3.298006592,-0.777794653,0.964732034,5.671186892,17.10512076,18.0207524,0.718081122,9.302737867,9.902693851,2.622225619,5.729288898,5.356682302,1.191159586,9.916377327,9.971156366,8.969193484,17.88291541,17.05602036,26.10303633,30.44421699,41.76122827,1,10.33333333,289.6666667,0.714285714,41,Person,Warehouse_001
-8.651195529,-0.416641198,0.986174507,2.931840104,16.9416919,19.0227261,-3.110095655,8.535237869,9.743685568,3.143601659,5.703308269,5.47663479,-3.570520615,7.713990777,9.504628423,11.58303563,17.3583331,18.0365516,40.09703364,61.12176185,79.88609265,8,14.7,285.3,0.69047619,17,Person,Warehouse_001
-4.852756577,-2.616809698,0.995685074,3.137726291,16.92470384,17.02365479,1.509845416,8.37760642,9.414615608,2.039292028,6.164573167,5.098000567,2.718905505,8.999672155,9.435013669,7.990482868,19.54151353,16.02796972,14.22639371,38.47566297,42.60147526,5,12.8,287.2,0.761904762,14,Person,Warehouse_001
