Camera_0000,Camera_0001,Camera_0002,Camera_0003,Camera_0004,Camera_0005,Camera_0006,Camera_0007,Camera_0008,Camera_0009,Camera_0010,Camera_0011,x_position,y_position,z_position,unit_distance_from_origin,unit_id
5856,0,18876,0,0,0,0,5960,0,0,0,20076,8.02096,-10.232331,0.900799,13,237
13286,0,0,1677,0,0,0,7020,0,0,35964,19530,6.449158,-7.592983,0.899653,9,237
24840,37024,0,11696,0,0,0,12432,0,0,42312,40227,3.450683,-8.294659,0.889929,8,237
34028,25056,0,17388,0,42336,0,11786,0,5704,36120,0,0.984736,-7.923693,0.900034,7,237
23213,14986,0,24346,0,29505,0,12410,0,8262,18984,70518,0.876123,-6.938675,0.904217,6,237
1128,6633,0,26624,0,31034,0,5520,0,2241,16100,78200,0.999582,-5.87193,0.899037,5,237
0,0,0,33726,0,22816,0,7198,33125,0,12352,62640,1.085488,-4.85888,0.884828,4,237
0,0,0,0,0,27028,0,8300,34500,0,20010,90972,0.719039,-3.910763,0.88369,3,237
0,0,0,0,0,14630,0,30600,0,8200,9558,0,-3.049428,-0.778812,0.915651,3,2
0,0,0,0,0,17700,0,31500,20748,9360,0,0,-3.186943,-2.434002,0.917786,4,2
0,0,0,0,0,21082,0,0,25650,11446,5320,0,-3.310911,-3.756568,0.91366,5,2
0,0,0,0,0,16380,0,21353,25474,0,6897,0,-5.673944,-2.064017,0.923405,6,2
0,0,0,0,0,25648,0,0,0,0,0,0,-6.814667,-1.654245,0.915779,7,2
0,756,0,0,0,0,0,0,23838,8662,0,0,-7.916366,-1.334399,0.918314,8,2
0,0,0,0,0,23664,0,0,33411,9435,0,0,-8.717621,-2.242993,0.921445,9,2
0,0,0,0,0,11760,0,36722,9125,7245,11960,0,-2.644743,-1.36971,0.916281,2,2
0,0,0,0,0,15111,0,21725,13516,0,13601,3104,-0.326986,-1.922821,0.920707,1,2
28217,18704,17600,21484,30324,9750,0,18240,0,0,0,0,0.48037,-9.997359,0.910489,10,2
10854,19360,7614,1184,10500,0,0,0,0,0,0,0,3.970083,-17.589638,0.829129,18,236
10812,19224,7191,1056,8614,0,0,0,0,0,0,0,3.969616,-17.53913,0.81999,17,236
6952,10752,7344,2070,8253,0,0,0,0,0,0,0,3.673749,-16.522668,0.833788,16,236
7139,13140,7344,1953,10350,0,0,0,0,0,0,0,3.546241,-15.58179,0.83236,15,236
6923,10595,8723,2115,3584,0,0,7812,0,0,0,0,3.651704,-14.495274,0.832845,14,236
5187,10602,9834,5148,0,0,0,10082,0,0,0,0,3.721599,-13.472314,0.830545,13,236
11388,22168,15345,7744,0,0,0,13770,0,0,0,0,4.093118,-12.316251,0.823354,12,236
12166,24024,12852,3936,0,0,0,7802,0,0,0,0,4.24073,-11.184902,0.827919,11,236
12533,26970,17480,5390,0,0,0,6174,0,0,19008,33087,4.513551,-10.016871,0.827849,10,236
12432,0,0,2090,0,0,0,6396,0,0,25620,19208,5.994281,-8.002752,0.830619,9,236
26350,17820,15625,14679,3718,44400,0,0,0,1683,8646,0,0.319563,-8.956353,0.83768,8,236
31872,20096,0,20416,0,35464,0,0,0,0,37800,0,0.227979,-7.944669,0.828598,7,236
10864,16303,0,20500,0,28815,0,9486,0,0,25553,0,0.128283,-6.989095,0.832863,6,236
3042,12561,23290,0,0,0,0,6760,0,0,0,0,7.498966,-14.396798,0.945172,16,238
6431,16290,24174,0,0,0,0,8007,0,0,0,0,7.62308,-14.067038,0.92255,15,238
4324,1281,28688,0,0,0,0,8690,0,0,0,24544,8.04065,-12.635334,0.941772,14,238
4268,14605,19888,0,0,0,0,8296,0,0,0,0,7.717781,-15.182949,0.928884,17,238
5814,12213,16356,0,0,0,0,11297,0,0,0,0,7.910921,-16.180861,0.923329,18,238
6850,36984,15035,0,0,0,0,5375,0,0,0,0,7.055411,-17.649985,0.934959,19,238
5712,44785,34040,0,0,0,0,11152,0,0,0,31616,7.336381,-11.906319,0.938954,13,238
7965,47998,24948,145,0,0,0,8112,0,0,0,28956,6.745216,-11.06188,0.936022,12,238
14670,50806,29400,2448,0,0,0,10855,0,0,5508,36582,6.018577,-10.361427,0.919785,11,238
16932,43560,28830,3721,0,0,0,6750,0,0,28441,35464,5.638165,-9.444268,0.929891,10,238
0,0,0,0,8007,0,17250,0,0,0,0,0,-8.930517,-18.071715,0.808785,20,129
0,0,0,0,5661,0,16692,0,0,0,0,0,-8.878082,-17.90933,0.7923,19,129
0,115,0,0,0,0,0,0,0,0,0,0,-8.360783,-16.919209,0.79747,18,129
0,136,5265,0,0,0,12824,0,0,27552,0,0,-8.320536,-15.958081,0.803053,17,129
0,0,0,0,10974,0,8568,0,0,50274,0,0,-8.886953,-14.449821,0.79646,16,129
0,0,0,0,13943,0,0,0,0,44450,0,0,-9.001502,-13.197523,0.803921,15,129
0,0,0,0,13510,0,0,0,0,33384,0,0,-8.750742,-12.16019,0.797819,14,129
0,0,0,0,19488,0,15308,0,0,27416,0,0,-8.400365,-11.193424,0.78738,13,129
0,595,0,11039,17940,0,10366,0,0,0,0,0,-7.457981,-10.642084,0.783297,12,129
0,2332,0,37995,14630,0,25056,0,0,0,0,0,-6.479948,-10.066273,0.798138,11,129
0,1683,0,17380,11704,27540,21715,0,25758,0,0,0,-6.650274,-8.761696,0.802898,10,129
0,7722,1890,31050,17820,22448,0,0,41003,0,0,0,-4.400718,-8.971687,0.802812,9,129
28800,11661,20253,23184,26555,60,0,1380,0,0,0,0,-1.032419,-11.193635,0.902598,11,234
32589,13520,16383,26675,27864,1600,0,18634,0,0,0,0,-0.632949,-10.97819,0.881415,10,234
27599,20227,16218,20336,22420,0,0,15984,0,0,0,0,0.629103,-9.976854,0.890126,9,234
34300,25842,15576,30480,5850,55728,0,0,0,4509,28997,0,0.300997,-8.982603,0.86318,8,234
23932,11658,16692,19684,22660,0,0,0,0,0,0,0,-0.45307,-11.994135,0.897342,12,234
22620,13120,16791,40089,18063,0,0,0,0,0,0,0,-0.744148,-12.998652,0.875347,13,234
16808,10675,14651,29854,14070,0,0,0,0,0,0,0,-0.492503,-14.001293,0.899484,14,234
19376,14448,11730,31688,13968,0,0,0,0,0,0,0,0.061441,-15.012567,0.880777,15,234
0,0,0,0,0,18744,0,9964,0,12950,0,40018,4.429946,-2.638571,0.940285,5,1
7680,0,0,18685,0,22213,0,7092,0,0,0,29459,3.773858,-4.704064,0.93469,6,1
21352,0,0,13612,0,13937,0,9353,0,0,18334,30086,3.806282,-5.889543,0.929717,7,1
23472,12720,0,17575,0,0,0,0,0,0,35030,59250,3.412222,-7.237227,0.913954,8,1
18810,17170,0,5278,0,0,0,6148,0,0,44114,48773,4.338013,-7.925303,0.908062,9,1
18656,44415,30744,6696,0,0,0,0,0,0,42395,50393,4.412896,-9.014453,0.930836,10,1
12300,37195,21195,3696,0,0,0,6318,0,0,29064,47560,4.61378,-10.048999,0.918332,11,1
14964,34602,17328,6816,0,0,0,13280,0,0,364,0,4.233036,-11.242555,0.918269,12,1
7308,56474,33970,0,0,0,0,8856,0,0,0,25553,7.360302,-10.71722,0.929588,13,1
5451,0,27999,0,0,0,0,9280,0,0,0,26106,8.442849,-11.168525,0.901123,14,1
0,486,12402,0,0,0,18459,0,0,0,0,0,-7.554021,-15.96792,0.983044,17,128
0,0,0,0,18531,0,22015,0,0,54284,0,0,-9.231238,-15.467549,0.978012,18,128
0,0,0,0,14839,0,11895,0,0,8740,0,0,-9.546618,-16.471245,0.970036,19,128
0,0,0,0,14896,0,23856,0,0,0,0,0,-8.90265,-17.923695,0.953321,20,128
0,162,23409,0,0,0,26928,0,0,0,0,0,-8.453795,-19.22913,0.963869,21,128
0,1040,13456,0,13167,0,25032,0,0,0,0,0,-7.013954,-15.439774,0.97459,16,128
0,518,13959,0,16872,0,33528,0,0,0,0,0,-6.990434,-14.383229,0.970234,15,128
0,1632,0,0,14268,0,18955,0,0,0,0,0,-7.298703,-13.078192,0.971071,14,128
0,90,0,0,0,20418,0,2501,21675,10864,17775,10001,-0.752465,-3.726719,0.955869,3,0
0,0,0,0,0,20967,0,22785,24745,9802,18343,39156,0.160634,-2.964358,0.93964,2,0
0,0,0,0,0,0,0,29682,0,0,13593,0,-1.143642,-1.632856,0.933082,1,0
0,0,0,0,0,14356,0,34472,9845,0,20330,0,-0.301216,-0.951955,0.91977,0,0
0,0,0,13780,0,18075,0,7395,28930,2666,19923,82296,0.457001,-3.980748,0.943955,4,0
0,0,0,0,0,23490,0,0,27636,11426,0,0,-3.17455,-3.867734,0.948681,5,0
0,21615,0,56463,15700,29274,0,23496,32724,4160,9653,0,-3.081277,-5.163395,0.949716,6,0
0,11557,0,63650,0,30076,0,39783,40172,13800,0,0,-4.110332,-5.667585,0.945514,7,0
0,5200,0,59616,22288,38936,0,47517,46784,9504,0,0,-4.694944,-6.492139,0.933828,8,0
0,2585,0,53019,41656,40365,0,0,34974,0,0,0,-5.501857,-7.19643,0.947152,9,0
0,2960,0,26316,33180,29400,0,0,71912,0,0,0,-5.800788,-8.163139,0.93731,10,0
0,3484,0,59826,13568,11817,27438,0,38009,0,0,0,-6.145648,-9.140408,0.930721,11,0
22308,35319,0,6688,0,0,0,8976,0,0,28612,42362,3.126606,-7.783001,0.921701,8,235
19936,35280,880,0,0,0,0,7059,0,0,34450,35112,3.365598,-8.381284,0.903007,9,235
21901,36666,23120,11745,0,0,0,4802,0,0,33960,30940,3.687796,-9.310646,0.889275,10,235
16600,30589,22684,13420,0,0,0,16008,0,0,17286,0,3.863288,-10.311552,0.882544,11,235
12180,24003,15040,4995,0,0,0,11904,0,0,0,0,3.830135,-11.401412,0.916359,12,235
7860,29463,28188,0,0,0,0,6975,0,0,0,24153,6.919851,-11.033931,0.907687,13,235
8550,17864,12312,3744,0,0,0,12750,0,0,0,0,4.386686,-13.315678,0.901313,14,235
10200,9660,0,12702,0,0,0,7520,0,0,30555,42350,3.519077,-7.147549,0.903112,7,235
0,0,0,23000,0,15561,0,0,0,0,23452,41875,3.236962,-6.197064,0.90666,6,235
11904,0,0,23328,0,24153,0,6253,0,3689,18864,23655,3.044422,-5.151831,0.903365,5,235
0,0,0,28350,0,14464,0,0,0,0,18316,39449,2.883227,-4.068705,0.914649,4,235
0,0,0,0,0,11715,0,15265,0,0,14430,90354,2.752599,-2.89943,0.885056,3,235
