Camera_0000,Camera_0001,Camera_0002,Camera_0003,Camera_0004,Camera_0005,Camera_0006,Camera_0007,Camera_0008,Camera_0009,Camera_0010,Camera_0011,Camera_0012,Camera_0013,Camera_0014,Camera_0015,Camera_0016,Camera_0017,Camera_0018,Camera_0019,Camera_0020,Camera_0021,Camera_0022,Camera_0023,Camera_0024,Camera_0025,Camera_0026,Camera_0027,Camera_0028,Camera_0029,Camera_0030,Camera_0031,Camera_0032,Camera_0033,Camera_0034,Camera_0035,Camera_0036,Camera_0037,Camera_0038,Camera_0039,Camera_0040,Camera_0041,Camera_0042,Camera_0043,Camera_0044,Camera_0045,x_position,y_position,z_position,unit_distance_from_origin,unit_id
0,42036,0,0,4004,0,0,0,0,19737,0,0,12006,0,735,3692,0,0,308,8140,0,0,10672,0,0,0,0,0,0,0,15194,0,0,0,2030,10787,352,0,0,0,0,0,0,0,8208,0,-1.322025,12.932633,0.314782,13,16
2856,0,1537,8928,0,10246,3425,0,22525,2289,0,0,3213,12544,3000,0,0,0,0,12582,0,0,0,0,0,0,32436,0,3857,32265,0,0,0,0,0,0,7975,0,0,18334,100079,0,0,0,0,0,4.547261,3.436544,0.128891,5,1
2625,0,5216,4770,0,270,2064,0,17152,1862,0,0,2565,15662,1782,0,0,0,0,0,0,0,0,0,0,0,22794,0,4437,42042,0,0,0,0,0,0,9030,0,0,33756,111870,0,0,0,0,0,4.767113,3.646708,0.128891,6,1
1748,0,3132,4074,0,10360,1794,0,14732,2067,0,0,777,30562,660,0,0,0,470,13475,0,0,0,0,0,0,9882,0,2052,0,0,0,0,0,0,0,6920,0,0,15184,84672,0,0,0,0,0,3.795199,5.885993,0.128901,7,1
1860,0,0,3003,0,36,1548,0,12201,1804,0,0,561,53562,697,0,0,0,92434,13727,171,0,0,0,0,0,6100,0,2592,0,0,0,0,0,0,0,6612,0,0,0,5166,0,0,0,0,0,3.175289,7.348317,0.128892,8,1
2034,0,0,2356,0,8008,576,0,4559,7424,0,0,0,63510,2240,0,0,0,35640,14905,5600,0,0,0,0,0,5459,0,3094,0,0,0,0,0,0,0,264,0,0,4712,0,0,0,0,0,0,2.650159,8.608256,0.128903,9,1
2,0,0,1932,0,0,1785,0,0,13064,0,0,4403,1495,1292,13179,0,0,11322,19458,16113,0,13464,0,0,0,144,0,2646,0,0,0,0,0,0,0,2263,0,0,5768,0,0,0,0,6720,0,2.108796,9.787167,0.128892,10,1
104,0,0,1534,0,0,304,0,0,11560,0,0,6426,0,493,23712,0,0,17108,12524,33820,0,31827,0,0,0,1720,0,1704,0,0,0,0,0,0,0,1782,0,0,1080,0,0,0,0,27145,0,1.650668,10.885346,0.128892,11,1
0,0,0,0,0,0,0,0,0,17850,0,0,2345,0,0,17554,0,0,12012,1638,49044,0,25714,0,0,0,560,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9990,0,1.185391,11.954863,0.128892,12,1
0,88,0,810,12150,0,0,0,0,26934,0,0,3922,0,0,19594,0,0,9486,11297,29425,0,22480,0,0,0,2912,0,0,0,0,0,0,0,0,0,0,0,0,5145,0,0,0,0,15120,0,0.760894,12.979326,0.128933,13,1
0,40365,0,0,4158,0,0,0,0,57902,0,0,0,0,2204,7336,0,0,6840,5220,0,0,44191,14880,0,0,3200,0,1100,0,35616,0,0,0,13862,53280,0,0,1537,2486,0,0,0,0,61650,0,-3.775792,12.717082,0.128892,13,28
0,7600,0,0,2626,0,0,0,0,105462,0,0,10647,0,0,2340,0,0,10192,4640,0,0,27454,13593,0,0,3248,0,21,0,34365,0,0,0,9360,64077,0,0,0,3045,0,0,0,0,52299,0,-3.482562,12.513967,0.128892,12,28
0,22999,0,475,0,0,0,0,0,64356,0,0,676,0,462,5762,0,0,1472,11985,0,0,0,13206,0,0,3780,0,0,0,43146,0,0,0,14148,50085,0,0,5461,3915,0,0,0,0,14112,0,-3.62388,11.435262,0.128892,11,28
0,22080,0,2020,0,0,0,0,0,42775,0,0,15048,0,475,5590,0,0,0,1260,0,0,0,1287,0,0,1377,0,2829,0,42028,0,0,0,19008,39720,1320,0,5742,1533,0,0,0,0,0,0,-3.759227,10.336354,0.128892,10,28
0,16112,0,315,0,0,0,0,0,29618,0,0,15760,0,360,6942,0,0,0,5772,0,0,0,24130,0,0,6357,0,4600,0,2516,0,0,0,28392,10290,9828,0,1295,4480,0,0,0,0,0,0,-3.903629,9.19662,0.128892,9,28
0,12328,0,1848,0,0,0,0,0,21364,0,0,13920,0,1863,6786,0,0,0,1922,0,0,0,30240,0,0,6106,0,3120,0,0,0,0,0,24424,820,18795,0,8833,5328,0,0,0,0,0,0,-4.044297,8.03839,0.128892,8,28
0,60,0,2507,0,0,0,0,0,7750,0,1380,13356,0,1363,4884,0,0,0,240,0,0,0,39125,0,1323,8771,0,704,0,0,10082,0,0,416,0,38304,0,16884,6669,0,0,0,0,0,0,-4.195375,6.80735,0.128892,7,28
1404,0,10335,10416,0,0,7515,0,39648,1932,0,0,9152,33170,7285,0,0,0,0,21504,0,0,0,0,0,0,37296,0,9163,116879,0,0,0,0,0,0,16080,0,0,46827,223870,0,0,0,0,0,3.133167,4.84061,0.900877,5,20
6762,0,4641,6678,0,0,7938,0,35750,2600,0,0,9027,27544,6240,0,0,0,0,17286,0,0,0,0,0,0,31137,0,10192,93600,0,0,0,0,0,0,11868,0,0,44247,118638,0,0,0,0,0,2.961538,5.241483,0.879278,6,20
4085,0,12308,3060,0,0,6468,0,28272,4440,0,0,9660,48880,3650,0,0,0,300,20367,0,0,0,0,0,0,25298,0,7482,0,0,0,0,0,0,0,24200,0,0,33674,0,0,0,0,0,0,2.674906,6.497366,0.889522,7,20
1080,0,686,7370,0,0,6885,0,14934,17000,0,0,2120,64200,6006,0,0,0,133431,28320,0,0,0,0,202160,0,22446,0,4250,0,0,0,0,0,0,0,0,0,0,26880,0,0,0,0,0,0,2.401044,7.640617,0.891777,8,20
0,0,0,9750,0,0,5031,0,0,273,0,0,10030,79704,4658,0,0,0,65709,26265,0,0,0,0,199983,0,18942,0,2520,0,0,0,0,0,0,0,9752,0,0,23529,0,0,0,0,0,0,2.1655,8.764719,0.896127,9,20
338,0,0,9387,0,0,8378,0,0,21655,0,0,16732,0,342,54219,0,0,62880,51520,4350,0,57572,0,188454,0,16275,0,6681,0,0,0,0,0,0,0,22866,0,0,21840,0,0,0,0,1820,0,1.903718,9.818726,0.880688,10,20
3168,0,0,8154,0,0,621,0,0,28985,0,0,17248,0,0,35616,0,0,43904,30624,29694,0,18846,0,0,0,13532,0,4030,0,0,0,0,0,0,0,0,0,0,16720,0,0,0,0,15688,0,1.525425,10.895861,0.894574,11,20
780,0,0,6762,0,0,3240,0,0,58254,0,0,31920,0,2482,50585,0,0,14976,24459,75600,0,43665,0,0,0,10980,0,0,0,0,0,0,0,0,0,2508,0,0,14274,0,0,0,0,34008,0,1.146766,11.948189,0.888161,12,20
48,0,0,7840,35952,0,0,0,0,42752,0,0,9860,0,528,47664,0,0,9792,60102,142140,0,36340,0,0,0,10899,0,3190,0,0,0,0,0,0,0,1880,0,0,8064,0,0,0,0,35836,0,0.579086,12.987732,0.875758,13,20
38304,15916,0,4440,0,0,0,0,0,0,28314,18960,5865,0,32736,0,0,66552,0,840,0,0,0,0,0,17139,0,0,77018,0,0,78732,0,0,0,0,0,0,110290,0,0,0,0,0,0,89268,-4.964905,0.167596,0.884643,4,20
25774,8695,0,9800,0,0,2992,0,0,14527,0,5220,3496,0,22244,0,0,70473,0,4650,0,0,0,0,0,21329,0,0,53682,0,0,83050,0,0,0,0,0,0,89595,0,0,0,0,0,0,37120,-3.990379,-0.244415,0.895549,3,20
22428,0,0,12654,0,0,30396,0,0,2600,0,20631,8772,9308,23478,0,0,87084,0,7344,0,0,0,0,0,18326,0,0,50690,0,0,146336,0,0,0,0,0,0,95976,0,0,0,0,0,0,20460,-2.669188,-1.35053,0.893509,2,20
3410,0,5720,0,3575,31886,3712,0,13725,0,0,0,13,0,325,0,0,0,149688,50268,31823,0,0,0,17030,0,26754,0,3072,0,0,0,0,0,0,0,11799,0,0,1036,74580,0,0,0,0,0,6.308316,12.513526,0.898469,14,20
0,0,0,0,0,5074,0,0,0,1166,0,0,2400,5080,0,0,11956,0,0,0,0,26928,0,0,0,3744,0,0,0,7742,0,0,14147,0,0,0,0,0,0,0,0,0,0,0,0,3168,8.688213,-10.310648,0.890378,13,8
0,0,0,0,0,6786,0,0,0,1539,0,0,1974,6642,0,0,13536,0,0,0,0,32004,0,0,0,4524,0,0,0,9300,0,0,10548,0,0,0,0,1,0,0,0,0,0,0,0,3400,8.214074,-10.06549,0.87179,12,8
0,0,0,15544,0,2275,0,0,0,0,0,0,2323,4480,0,0,24472,0,0,0,0,22596,0,0,0,2662,0,0,0,4680,0,0,360,0,0,0,0,196,0,0,0,0,0,0,0,4050,7.157582,-9.555728,0.896801,11,8
0,0,60800,133980,0,0,0,207000,0,0,0,0,2100,5220,0,0,32544,0,0,0,0,34272,0,0,0,4400,0,0,0,11814,0,0,0,0,0,0,0,592,0,0,0,0,0,0,0,8635,6.099187,-9.127165,0.88,10,8
13629,0,74074,154770,0,0,0,107956,0,36,0,0,2346,2346,0,0,36270,0,0,0,0,20294,0,0,0,4277,0,0,0,11210,0,0,0,0,0,0,0,55440,0,0,0,0,0,0,0,9794,4.920895,-8.696556,0.892981,9,8
18031,0,66007,145624,0,0,39690,68667,0,3944,0,0,3990,4288,0,0,38976,0,0,0,0,19448,0,0,0,3901,0,0,0,11165,0,0,0,0,0,0,0,109098,0,0,0,0,0,0,0,7392,3.679465,-8.197695,0.897172,8,8
22528,0,58250,105040,0,0,28600,54981,0,3388,0,0,3081,2960,0,0,36456,0,0,0,0,23305,0,0,0,7008,0,0,0,17876,0,0,0,0,0,0,0,164737,0,0,0,0,0,0,0,10395,2.466476,-7.583675,0.890345,7,8
21320,0,79632,65783,0,0,35532,67200,0,4992,0,0,3600,2916,0,0,55328,0,0,6486,0,28128,0,0,0,8268,0,0,0,10140,0,0,0,0,0,0,0,234134,0,0,0,0,0,0,0,11033,1.506029,-6.79768,0.887325,6,8
21789,0,73839,51408,0,0,34374,42952,0,1085,0,0,3570,6815,48361,0,69264,3936,0,1584,0,40375,0,0,0,6837,0,0,0,0,0,0,0,0,0,0,0,233235,0,0,0,30485,0,0,0,10296,0.535282,-5.965753,0.894559,5,8
21840,0,82093,55332,0,0,34020,0,0,40,0,18816,6200,7038,19305,0,19649,15732,0,1820,0,55008,0,0,0,9520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11440,-0.008846,-4.981743,0.878312,4,8
19992,0,62964,39500,0,0,26299,0,0,7250,0,0,7236,9821,31640,0,14835,0,0,8778,0,64680,0,0,0,11712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15624,0.797176,-3.892878,0.883103,3,8
6720,0,41943,29106,0,0,18300,0,152254,7296,0,0,6480,9804,19760,0,0,0,0,9840,0,0,0,0,0,11446,0,0,24332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24210,0.994862,-2.828938,0.895153,2,8
8643,0,34668,29853,0,0,16750,0,74760,8164,0,0,7844,12194,18056,0,0,0,0,6720,0,0,0,0,0,7168,0,0,35624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30422,1.014842,-1.702954,0.888803,1,8
4884,14196,0,5940,47596,0,0,0,0,65928,0,0,15789,0,2028,44955,0,0,21250,23115,134270,0,33384,0,0,0,8965,0,4572,0,0,0,0,0,0,0,22345,0,0,3060,0,0,0,0,27342,0,0.325939,14.003859,0.880917,14,8
0,208224,0,3978,44540,0,0,0,0,0,0,0,0,0,1250,30674,0,0,18240,0,120246,0,41762,0,0,0,7191,0,0,0,0,0,0,0,29645,112970,19623,0,0,6300,0,0,0,0,37269,0,-0.633725,14.990645,0.886602,15,8
0,190736,0,4329,18928,0,0,0,0,0,0,0,0,0,704,15200,0,0,12696,0,0,0,32445,0,0,0,6624,0,1704,0,33178,0,0,0,20250,148365,0,0,0,9480,0,0,0,0,29472,0,-1.550168,15.935023,0.893678,16,8
0,12,0,3150,101268,0,0,0,0,0,0,0,0,0,2880,17459,0,0,29680,25704,100450,0,38064,0,0,0,10370,0,780,0,0,0,0,0,0,0,6660,0,0,14630,0,0,0,0,33176,0,-4.929002,16.27207,0.88657,17,8
0,15820,0,6278,0,0,0,0,0,0,13065,11968,33900,0,15352,0,0,0,0,810,0,0,0,36260,0,95888,0,0,30056,0,0,13728,0,0,75218,0,0,0,21854,10348,0,0,0,0,0,0,-6.258348,5.371247,0.90174,8,41
0,29252,0,5822,0,0,0,0,0,48735,0,6384,30694,0,9628,13200,0,0,0,9460,0,0,0,35844,0,1261,4134,0,15405,0,57200,6900,0,0,77688,0,43157,0,21567,10640,0,0,0,0,0,0,-4.285918,7.929417,0.886523,9,41
0,52925,0,2665,0,0,0,0,0,58312,0,0,26010,0,8820,11988,0,0,0,17864,0,0,82655,39412,0,0,18,0,0,0,71640,0,0,0,68783,0,46189,0,23460,3360,0,0,0,0,91180,0,-2.816979,9.629501,0.884092,10,41
0,61480,0,4692,0,0,0,0,0,29887,0,0,21520,0,4160,8930,0,0,3256,3382,0,0,84672,4995,0,0,6697,0,0,0,88059,0,0,0,52150,0,31413,0,0,3266,0,0,0,0,85712,0,-2.179473,10.843657,0.883652,11,41
0,104213,0,0,0,0,0,0,0,65052,0,0,35096,0,5805,16116,0,0,8692,11025,0,0,64827,0,0,0,750,0,0,0,82368,0,0,0,33696,7348,25047,0,0,0,0,0,0,0,43566,0,-1.531613,11.941014,0.893478,12,41
0,130416,0,507,34740,0,0,0,0,74448,0,0,38528,0,1764,24112,0,0,16458,40698,0,0,53196,0,0,0,2938,0,0,0,54991,0,0,0,18928,113918,22466,0,0,2142,0,0,0,0,42336,0,-1.358363,12.961994,0.878683,13,41
0,153454,0,2125,17010,0,0,0,0,140192,0,0,63336,0,3960,25017,0,0,16100,0,0,0,45141,0,0,0,3745,0,3026,0,54927,0,0,0,14214,124805,7954,0,0,99,0,0,0,0,41184,0,-1.633433,13.93297,0.89276,14,41
0,213150,0,4200,54621,0,0,0,0,111456,0,0,0,0,672,30210,0,0,17160,0,0,0,40579,0,0,0,5480,0,1264,0,31678,0,0,0,13580,136800,24,0,0,3400,0,0,0,0,36080,0,-1.276426,14.957839,0.881122,15,41
2037,0,0,13475,0,0,8268,0,0,5208,0,0,1890,40160,6480,0,0,0,44863,22599,0,0,0,0,288342,0,22172,0,3404,0,0,0,0,0,0,0,14697,0,0,26728,0,0,0,0,0,0,1.659416,7.803091,0.888752,7,41
5840,0,0,13104,0,0,3840,0,0,3906,0,0,14896,58599,6956,0,0,0,0,25608,0,0,0,0,123359,0,23056,0,7774,0,0,0,0,0,0,0,14136,0,0,29975,0,0,0,0,0,0,1.758189,6.772897,0.876535,6,41
6840,0,2460,12736,0,0,4482,0,28314,1488,0,0,4600,35970,5508,0,0,0,0,20412,0,0,0,0,0,0,30098,0,9333,47840,0,0,0,0,0,0,13821,0,0,33277,0,0,0,0,0,0,2.069316,5.603268,0.896919,5,41
10075,0,16932,14904,0,0,11628,0,41788,7880,0,0,7923,30056,5412,0,0,0,0,22184,0,0,0,0,0,0,32928,0,11252,125200,0,0,0,0,0,0,36096,0,0,34800,20916,0,0,0,0,0,2.288457,4.445009,0.885388,4,41
5440,0,18744,15456,0,0,10740,0,54900,9894,0,0,5390,25632,9460,0,0,0,0,17325,0,0,0,0,0,24564,42130,0,8154,131586,0,0,0,0,0,0,32184,0,0,30942,272425,0,0,0,0,0,2.28633,3.276313,0.880153,3,41
12075,0,15730,27900,0,0,13002,0,51181,345,0,0,4619,8721,15957,0,0,0,0,4416,0,0,0,0,0,17958,145656,0,21432,61045,0,0,0,0,0,0,0,0,0,121197,0,0,0,0,0,33990,2.944465,0.434261,0.887461,2,41
0,239364,0,3876,46002,0,0,0,0,0,0,0,0,0,42,28500,0,0,9802,0,0,0,0,741,0,0,6812,0,0,0,32004,0,0,0,16274,83905,0,0,6480,7965,0,0,247020,0,6549,0,-1.771293,15.904668,0.89309,16,41
0,0,0,1232,164020,0,0,0,0,0,0,546,372,0,6100,15111,0,0,0,0,0,0,0,7693,0,0,0,0,0,0,13629,4884,0,0,9405,43218,0,0,6355,1870,0,0,51847,0,0,0,-6.010152,15.908687,0.885721,17,41
11340,0,20240,15168,0,0,12180,0,71760,0,0,0,133,17520,15288,0,0,0,22770,23220,78822,0,8648,0,0,0,8802,0,0,0,0,0,0,0,0,0,4123,0,0,10064,0,0,0,0,7611,0,1.661348,1.014308,0.881404,1,41
8580,0,27435,10812,0,0,12204,0,50676,6150,0,0,1242,6372,9184,0,0,0,0,6468,0,0,0,0,0,9225,0,0,19783,6000,0,0,0,0,0,0,0,0,0,2125,0,0,0,0,0,19140,1.241943,-1.253055,0.863545,1,4
7350,0,9240,13952,0,0,12672,0,48960,3320,0,0,8320,16133,11092,0,0,0,0,12032,0,0,0,0,0,21648,70980,0,11856,0,0,0,0,0,0,0,51183,0,0,49609,0,0,0,0,0,58435,1.02362,1.756797,0.856446,2,4
7567,0,0,2366,0,0,5632,0,37908,2365,0,0,66,17775,7000,0,0,0,0,11623,0,0,0,0,0,19092,35145,0,14416,0,0,0,0,0,0,0,22862,0,0,25350,0,0,0,0,0,0,1.055164,2.842262,0.856541,3,4
6120,0,0,6890,0,0,6195,0,21294,7400,0,0,1335,12360,4980,0,0,0,0,11774,0,0,0,0,0,34440,31977,0,10854,598,0,0,0,0,0,0,32340,0,0,25830,0,0,0,0,0,0,1.189842,3.874415,0.84569,4,4
3996,0,0,6552,0,0,7776,0,9184,9212,0,0,5080,26280,6622,0,0,0,0,11025,0,0,0,0,0,217,25432,0,8008,48000,0,0,0,0,0,0,25935,0,0,28248,0,0,0,0,0,0,1.465662,4.800013,0.847042,5,4
5772,0,0,8418,0,0,7776,0,0,1540,0,0,8272,31383,5292,0,0,0,0,15232,0,0,0,0,0,0,21372,0,3248,0,0,0,0,0,0,0,1988,0,0,20128,0,0,0,0,0,0,1.478011,5.864641,0.857764,6,4
5781,0,0,9976,0,0,5586,0,0,0,0,0,9639,51324,6674,0,0,0,0,23959,0,0,0,0,0,0,20080,0,705,0,0,0,0,0,0,0,8496,0,0,22092,0,0,0,0,0,0,1.477787,6.845673,0.843426,7,4
2117,0,0,9352,0,0,5850,0,0,3136,0,0,0,31824,294,0,0,0,24805,18156,0,0,0,0,163976,0,16170,0,80,0,0,0,0,0,0,0,9744,0,0,18300,0,0,0,0,0,0,1.392305,7.937532,0.858418,8,4
315,0,0,8216,0,0,0,0,0,0,0,0,2912,0,136,26048,0,0,74391,29224,0,0,0,0,24366,0,13482,0,3956,0,0,0,0,0,0,0,16056,0,0,15276,0,0,0,0,0,0,1.27059,8.921053,0.839417,9,4
2622,0,0,6072,0,0,900,0,0,1380,0,0,6012,0,0,31512,0,0,38477,28336,0,0,8580,0,0,0,11032,0,2091,0,0,0,0,0,0,0,10584,0,0,13975,0,0,0,0,4752,0,1.456309,9.897238,0.849546,10,4
3094,0,0,1652,0,0,900,0,0,24163,0,0,13992,0,0,29256,0,0,35203,28952,41496,0,28900,0,0,0,10640,0,850,0,0,0,0,0,0,0,0,0,0,15120,0,0,0,0,25187,0,1.487876,10.957869,0.853368,11,4
4173,0,0,4896,0,0,928,0,0,62100,0,0,27639,0,0,28380,0,0,39396,24168,106624,0,28644,0,0,0,8096,0,52,0,0,0,0,0,0,0,2784,0,0,17139,0,0,0,0,26488,0,1.80017,11.878187,0.848684,12,4
0,0,0,7965,17160,0,1672,0,0,54483,0,0,23698,0,0,46169,0,0,24738,56322,69795,0,40664,0,0,0,9352,0,2014,0,0,0,0,0,0,0,2940,0,0,9106,0,0,0,0,33174,0,1.164869,12.953654,0.849546,13,4
0,115968,0,420,42256,0,0,0,0,55071,0,0,22678,0,2352,9750,0,0,2849,0,0,0,39098,0,0,0,700,0,1780,0,37714,0,0,0,22050,130277,8580,0,0,1296,0,0,0,0,36079,0,-2.051535,13.877181,0.846316,14,4
2020,0,1216,0,10887,35435,1045,0,8100,0,0,0,0,0,2268,0,0,0,160650,41650,31872,0,0,0,70920,0,26287,0,6027,0,0,0,0,0,0,0,7644,0,0,0,42824,0,0,0,0,0,7.691761,12.944538,0.862871,15,4
8464,0,17490,16100,0,0,12180,0,49063,3861,0,0,6900,11716,1426,0,0,0,0,11330,0,0,0,0,0,20664,30438,0,4944,0,0,0,0,0,0,0,25050,0,0,26240,0,0,0,0,0,0,0.870325,0.476348,0.856807,0,4
15768,9180,0,6724,0,0,0,0,0,19680,0,13872,7521,0,12978,5070,0,0,0,1885,0,0,0,70104,0,38148,0,0,21440,0,0,46182,0,0,0,0,85590,0,52578,14457,0,0,0,0,0,147609,-4.161686,3.156794,0.864446,5,7
16800,16562,0,7216,0,0,0,0,0,17252,0,2584,14840,0,13195,364,0,0,0,6251,0,0,0,92466,0,37948,0,0,19694,0,0,50042,0,0,0,0,151547,0,59064,10561,0,0,0,0,0,150856,-4.049009,2.895448,0.846965,4,7
20332,15170,0,7965,0,0,0,0,0,14003,0,16950,12348,3,14365,0,0,14039,0,3584,0,0,0,8814,0,28301,0,0,41715,0,0,70376,0,0,0,0,213060,0,90888,12502,0,0,0,0,0,98448,-3.645353,1.618865,0.858694,3,7
10199,0,0,7720,0,0,19008,0,0,11781,0,7473,9968,8316,10575,0,0,88250,0,6068,0,0,0,0,0,20800,0,0,14348,0,0,111345,0,0,0,0,0,0,100300,8568,0,0,0,0,0,57420,-2.972561,0.072376,0.853166,2,7
11398,0,96300,30432,0,0,39776,8908,0,3645,0,71724,3584,6576,30444,0,132,9648,0,6157,0,36462,0,0,0,2040,0,0,0,0,0,0,0,0,0,0,0,272480,0,0,0,90636,0,0,0,4935,-0.700829,-5.975482,0.850266,6,7
22074,0,94522,45593,0,0,33397,29756,0,4797,0,138820,2772,3799,0,0,55770,22078,0,2600,0,22923,0,0,0,2448,0,0,0,0,0,0,0,0,0,0,0,188924,0,0,0,22800,0,0,0,495,-0.09097,-7.010945,0.856619,7,7
45276,0,147088,0,0,0,74490,54284,0,2448,0,191646,3720,3937,0,0,62400,18848,0,5166,0,24206,0,0,0,1728,0,0,0,0,0,0,0,0,0,0,0,62192,0,0,0,28391,0,187144,0,936,0.236382,-8.007702,0.845199,8,7
25420,0,125985,0,0,0,61984,24409,0,738,0,249832,264,2736,0,0,45760,10260,0,4375,0,16800,0,0,0,5421,0,0,0,0,0,0,0,0,0,0,0,101325,0,0,0,38307,0,92850,0,4240,0.506346,-9.067434,0.861804,9,7
0,0,153636,0,0,0,0,35334,0,128,0,293724,180,4218,0,0,54115,14060,0,4560,0,17933,0,0,0,5848,0,0,0,0,0,0,0,0,0,0,0,84480,0,0,0,33072,0,144378,0,9020,0.641676,-10.012301,0.855913,10,7
0,0,0,0,0,0,0,18207,0,152,0,169276,117,3472,0,0,49665,5445,0,4046,0,12272,0,0,0,1368,0,0,0,0,0,0,0,25632,0,0,0,39520,0,0,0,12330,0,106379,0,1632,0.849929,-10.96892,0.861458,11,7
0,0,0,148420,0,777,0,0,0,72,0,0,646,3654,0,0,19360,0,0,0,0,19906,0,0,0,3304,0,0,0,5216,0,0,45120,0,0,0,0,0,0,0,0,0,0,0,0,2430,7.683776,-9.218626,0.865424,12,7
0,40338,0,1,0,0,0,0,0,95710,0,0,46625,0,2825,12798,0,0,14560,7467,0,0,45360,0,0,0,0,0,4160,0,46125,0,0,0,22512,83805,0,0,0,1443,0,0,0,0,43248,0,-2.609924,12.762319,0.859225,13,7
0,73164,0,3680,40470,0,0,0,0,140658,0,0,43935,0,4522,7257,0,0,6370,0,0,0,49276,0,0,0,0,0,4700,0,33800,0,0,0,20003,157824,0,0,0,0,0,0,0,0,54166,0,-3.191797,13.631325,0.842172,14,7
0,174636,0,90,46364,0,0,0,0,146415,0,0,0,0,1147,21930,0,0,16926,27180,0,0,22320,0,0,0,2088,0,0,0,0,0,0,0,0,0,12204,0,0,1305,0,0,0,0,26250,0,-1.511652,14.948531,0.837262,15,7
0,238464,0,3186,26700,0,0,0,0,0,0,0,0,0,1155,35964,0,0,16058,27482,0,0,25992,0,0,0,1824,0,0,0,0,0,0,0,0,0,3120,0,0,2520,0,0,0,0,26752,0,0.007943,16.008121,0.849656,16,7
9180,0,25700,16770,0,0,12852,0,62582,2184,0,0,8352,10176,10504,0,16498,0,0,0,0,57722,0,0,0,4872,78030,0,130,6528,0,0,35840,0,0,0,0,0,0,70992,0,0,0,0,0,12644,1.951949,-0.292374,0.84939,1,7
