Camera_0000,Camera_0001,Camera_0002,Camera_0003,Camera_0004,Camera_0005,Camera_0006,Camera_0007,Camera_0008,Camera_0009,Camera_0010,Camera_0011,Camera_0012,Camera_0013,Camera_0014,Camera_0015,Camera_0016,Camera_0017,Camera_0018,Camera_0019,Camera_0020,Camera_0021,Camera_0022,Camera_0023,Camera_0024,Camera_0025,Camera_0026,Camera_0027,Camera_0028,Camera_0029,Camera_0030,Camera_0031,Camera_0032,Camera_0033,Camera_0034,Camera_0035,Camera_0036,Camera_0037,Camera_0038,Camera_0039,Camera_0040,Camera_0041,x_position,y_position,z_position,unit_distance_from_origin,unit_id
5945,0,191160,34935,0,4522,86284,0,0,0,82740,0,63318,9300,0,6601,0,20124,0,0,0,44220,0,44763,0,9180,0,0,0,16511,0,0,0,0,0,0,0,0,0,133604,0,0,-1.6266212868276853,-7.84218227455338,0.8867450015158909,8,23
3910,0,222056,28728,0,0,56304,0,0,0,76172,0,62264,4796,0,2822,0,20748,0,0,0,37800,0,0,0,6240,0,0,80388,13490,0,0,0,0,0,0,0,105492,0,126440,0,0,-0.7513355536061255,-8.984618806954856,0.8845042263687048,9,23
5096,0,207320,10164,1320,0,0,0,0,0,7865,0,50050,6890,0,13797,0,18094,0,0,0,25155,0,0,0,7520,0,0,96012,11392,0,0,0,0,0,0,0,63269,0,128180,0,0,-0.07124179868692693,-10.030425233629842,0.8825472997625639,10,23
0,0,50244,111240,6272,0,33048,0,0,0,87360,0,16125,6812,0,594,0,53790,0,0,0,0,0,144710,0,17017,0,0,0,13277,0,0,36400,4123,0,0,0,0,0,0,0,0,1.730441963452267,-4.67729213242602,0.8507456934443394,4,23
0,0,32436,57057,6987,0,19824,0,0,0,59850,0,18480,9164,0,2496,0,0,0,0,0,55352,0,66750,0,15040,0,0,0,9828,0,0,34086,0,0,0,0,0,0,0,0,0,1.3574947589229867,-3.721552631514741,0.8799769836860704,3,23
0,0,24160,0,6096,0,6783,0,0,0,46228,0,10656,9020,0,22357,0,0,0,0,0,80476,0,45870,0,16109,0,0,0,16380,0,0,20252,0,0,0,0,0,0,0,0,0,0.9850533700798971,-2.8187563712192745,0.8866907740496704,2,23
2440,0,28140,0,7400,0,17600,0,0,0,31613,0,16302,9396,0,32635,0,0,0,0,0,0,0,55183,0,24840,0,0,0,13662,0,0,5460,0,0,0,0,0,0,0,0,0,1.0271636164390452,-1.6826386091450698,0.8885571120452658,1,23
9130,0,22272,0,8109,0,17388,0,0,0,32770,0,17512,11408,0,34832,0,0,0,0,0,0,0,9090,0,33633,0,0,0,28381,0,0,43014,0,0,0,0,0,0,0,0,0,0.9103421123076654,-0.41261563018884245,0.8714533251023613,0,23
8280,0,9000,0,8920,73187,6468,42120,0,81162,3750,22673,7102,0,14755,0,107387,0,0,0,0,0,0,0,41529,0,50142,0,0,0,0,0,0,0,14720,0,0,0,0,0,0,0,2.285442573280206,10.772140285730995,0.8916387609585651,11,23
0,0,7614,0,26510,94535,3102,48230,0,23843,154,17550,6400,0,5760,0,110852,0,0,0,0,0,0,0,1932,0,30394,0,0,0,0,0,0,0,14472,0,0,0,0,0,0,0,2.4030969432440648,11.774536761326988,0.8844516662215618,12,23
0,0,4795,0,21750,108288,3854,38280,0,73359,42,22528,5544,0,11232,0,69350,0,0,0,0,0,0,0,0,0,21935,0,0,0,0,0,0,0,5325,0,0,0,485,0,0,0,2.472043914583768,12.782425185406552,0.8900864776046228,13,23
0,0,2540,0,27192,155904,4800,36936,20367,68432,440,19276,6250,0,13333,0,78542,0,0,0,0,0,0,0,0,0,26287,0,0,0,0,0,0,0,10340,0,0,0,8750,0,203218,0,2.4230936300412917,13.802279580837467,0.893079184802946,14,23
0,0,0,0,25935,196533,5060,28615,32964,191084,156,17600,5280,0,13020,0,49569,0,0,0,0,0,0,0,0,0,22230,0,0,0,0,0,0,0,11700,0,0,0,9891,0,124146,0,2.416618715542155,14.839447930708612,0.8925477662714265,15,23
0,0,0,0,0,202400,4294,26790,20303,278070,0,17958,1326,0,13104,0,0,0,0,0,0,0,0,0,0,0,19488,0,0,0,0,0,0,0,11375,0,0,0,9828,0,89308,0,2.4892396118532387,15.829840501036688,0.8935587537373049,16,23
0,0,0,0,0,0,3399,22770,28782,310105,1748,15323,0,0,11424,0,0,0,0,0,0,0,0,0,0,0,15403,0,0,0,0,0,0,0,9499,0,0,0,6912,0,77433,0,2.171950052935024,16.893812054684105,0.8898791691589295,17,23
0,140,0,15642,0,5590,77441,0,0,0,36750,0,55753,0,0,7832,0,0,0,0,0,30832,101074,16512,0,9450,0,84036,0,31191,0,0,0,0,0,3762,0,0,0,0,0,253737,-4.966074394973678,-5.987782518171191,0.8962024179254904,7,20
3198,0,0,22568,0,6288,68480,0,0,0,58680,0,59947,0,0,12104,0,0,0,0,0,48144,70477,28194,0,12351,0,123000,0,38360,0,0,0,0,0,2752,0,0,0,0,0,241410,-4.628142741559067,-5.245492123180206,0.8755296698716464,6,20
1989,0,0,0,0,6950,50820,0,0,0,39370,0,43520,12716,0,12348,0,0,0,0,0,60417,126,17358,0,14040,0,120540,0,28400,0,0,0,0,0,0,0,0,0,0,0,0,-4.014206683642317,-4.419696653492371,0.890228118580481,5,20
11529,0,0,0,0,7830,37403,0,0,0,32012,0,31714,16512,0,11742,0,0,0,0,0,63245,0,13780,0,13120,0,92510,0,35164,0,0,0,0,0,0,0,0,0,0,0,0,-3.535969776018618,-3.5250220220243307,0.8880025403475713,4,20
11590,0,0,0,0,8874,30179,0,0,0,25555,0,20160,12480,0,14210,0,0,0,127193,0,88440,0,29945,0,16872,0,0,0,33280,0,0,756,0,0,0,0,0,21733,0,0,0,-3.2523702569093906,-2.318360952326305,0.8926876030454878,3,20
11368,0,0,0,10836,0,25440,0,0,0,27000,0,24700,19019,0,19764,0,0,0,157982,0,0,0,34846,0,22695,0,0,0,51340,0,0,151940,0,0,1554,0,0,43308,0,0,0,-2.8249465098718343,-0.9866137731908751,0.8847789530613852,2,20
10746,0,0,0,9804,0,13770,0,0,0,20400,0,20010,17040,0,25854,0,0,0,0,0,0,0,26790,0,27540,0,0,0,42334,0,0,60032,0,0,0,0,0,0,0,0,0,-1.9653426997987697,0.26557832080426813,0.897432161216841,1,20
43218,16796,0,0,0,11776,0,0,0,0,8800,0,0,56536,12090,0,0,0,0,41021,0,0,0,0,0,0,0,0,0,0,0,6902,0,0,0,40320,0,0,19950,0,0,0,-6.190549555845944,5.112423616400058,0.891029537338822,8,20
55680,13248,0,0,0,3608,0,0,0,0,8525,0,0,0,10788,0,0,0,0,33402,0,0,16965,5643,0,0,0,0,0,0,0,18675,0,0,0,23331,0,0,17370,0,0,0,-7.218978763012346,5.468339164856066,0.8875700946908127,9,20
80940,17248,0,0,0,10974,0,0,0,0,7644,1700,0,26530,10032,0,0,0,0,26460,0,0,9699,0,0,0,0,0,0,0,51272,16560,0,0,16093,38076,0,0,18832,0,0,0,-7.267773613495352,6.872499681662762,0.8901996716335782,10,20
100170,14260,0,0,0,600,0,0,0,0,6392,13896,0,34662,9676,0,0,0,0,22022,0,0,6630,10004,0,0,0,0,0,0,52852,17447,0,0,14553,10557,0,0,16796,0,0,0,-7.512193279736055,8.109047425942514,0.8863763710418125,11,20
120888,19018,0,0,0,13869,0,0,0,0,4386,12558,0,48618,9204,0,0,0,0,16200,0,0,476,10880,0,0,0,0,0,0,37680,20461,0,0,12456,960,0,0,12537,0,0,0,-7.617083472866528,9.312184981059076,0.8927998521501181,12,20
137668,15308,0,0,312,14235,0,0,0,0,4158,14525,0,8201,9750,0,0,0,54600,13482,0,0,0,1224,0,0,0,0,0,0,29795,21680,0,0,13440,0,0,0,11904,0,0,0,-7.614419349784638,10.539329260624072,0.8819787651923219,13,20
0,231210,0,0,39432,86359,4428,24380,40103,0,5376,12480,0,0,8050,0,0,0,66896,0,0,0,0,0,0,0,19812,0,0,0,0,0,0,0,8477,0,0,0,9676,0,270270,0,0.10522797436747036,14.041087774852329,0.8930900025305619,14,20
0,241150,0,0,39984,139634,4920,22794,40610,0,4953,17098,0,0,13321,0,0,0,5130,0,0,0,0,0,0,0,24200,0,0,0,0,3132,0,0,8979,0,0,0,9760,0,183896,0,0.41823727619674,15.037652405711427,0.8845214768449504,15,20
0,243756,0,0,0,60116,1020,19588,30800,0,1590,10584,0,0,5846,0,0,0,27512,0,0,0,0,0,0,0,17143,0,0,0,0,87780,0,0,7480,0,0,0,6258,0,187960,0,-0.14648523671361321,16.056348190909247,0.8938305374413954,16,20
0,0,462,0,0,339028,3710,28994,11985,89262,0,19964,1400,0,14661,0,17604,0,0,0,0,0,0,0,0,0,18190,0,0,0,0,0,0,0,11424,0,0,0,7729,0,64533,0,3.317270420029155,16.69808248847206,0.8954152901728193,17,20
0,0,3404,0,0,0,2112,0,6845,0,0,0,2432,0,0,0,16608,0,0,0,0,0,0,0,0,0,18160,0,0,0,0,0,0,0,3318,0,0,0,0,0,32445,0,6.951813263596806,16.649589394048682,0.8802264277943044,18,20
0,0,3922,0,0,0,2813,0,462,0,0,0,3200,0,0,0,10452,0,0,0,0,0,0,0,0,0,17334,0,0,0,0,0,0,0,1584,0,0,0,0,0,0,0,7.1070611707030835,17.63118028985826,0.8958360720725802,19,20
11968,0,14350,0,9360,0,12096,0,0,0,29792,0,10725,12648,28002,39444,0,0,0,0,0,0,0,31212,0,39151,0,0,0,30210,0,0,37908,0,0,0,0,0,0,0,0,0,0.9758087609208417,0.1787437067964358,0.8776206172942609,0,20
30495,12416,0,0,0,2475,0,0,0,0,11210,0,0,11790,4290,6075,0,0,0,59925,0,0,5518,12060,0,0,0,0,0,85144,0,0,197788,0,0,15510,0,0,56573,0,0,0,-6.068054418090496,2.137262855120664,0.9017394751090415,6,36
21052,14746,0,0,0,8892,0,0,0,0,10044,0,0,19110,17094,0,0,0,0,36250,0,0,0,11480,0,0,0,0,0,61389,0,0,131901,0,0,20088,0,0,52716,0,0,0,-5.27039295663133,2.8491266986492843,0.8893481284569731,5,36
14616,23250,0,0,20336,13601,0,0,0,0,8427,13664,0,49140,19065,0,0,0,0,10506,0,0,0,19044,0,0,0,0,0,0,65736,0,0,0,30996,63384,0,0,28322,0,0,0,-4.057561426557811,5.724590640452433,0.878802755308925,7,36
44622,30680,0,0,26900,17400,39,0,0,0,5425,30870,0,57150,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48477,0,0,0,24045,93537,0,0,21912,0,0,0,-3.4088940843733937,7.272339486484732,0.8900457976776579,8,36
48789,42375,0,0,24816,21672,4116,0,0,0,7301,27140,0,70992,15908,0,0,0,64082,0,0,0,0,0,0,0,0,0,0,0,76160,0,0,0,16401,135419,0,0,16926,0,0,0,-2.8000694565188553,8.570498171163507,0.8851984120033194,9,36
56472,58546,0,0,22944,22989,9145,26611,0,0,6624,27840,0,96702,17190,0,0,0,57477,0,0,0,0,0,0,0,0,0,0,0,69920,0,0,0,16560,209034,0,0,8588,0,0,0,-2.065991831523718,9.786828328628431,0.8883556080733115,10,36
61320,83424,0,0,32816,29790,8496,39730,0,0,5421,14112,0,66256,12025,0,0,0,57645,0,0,0,0,0,0,0,0,0,0,0,54766,0,0,0,12870,0,0,0,13968,0,0,0,-1.4549109028687468,10.932389800480749,0.8912392952852883,11,36
78894,56823,0,0,24990,40963,0,25443,0,0,4716,11716,0,38213,10816,0,0,0,71645,0,0,0,0,0,0,0,0,0,0,0,47658,81445,0,0,12060,0,0,0,16104,0,0,0,-3.054663247692467,11.612030222966691,0.8725497409012064,12,36
156744,47125,0,0,27144,30240,0,16320,0,0,5292,10360,0,39270,7900,0,0,0,38830,0,0,0,0,0,0,0,0,0,0,0,28032,54720,0,0,8568,0,0,0,8722,0,0,0,-4.879177366090175,12.057290550968482,0.8901494805858192,13,36
21931,8789,0,0,0,6880,13250,0,0,0,14003,0,0,26986,0,2112,0,0,0,107604,0,0,0,8131,0,0,0,0,0,86686,0,0,128472,0,0,30580,0,0,82995,0,0,0,-4.874438745164898,1.0357489183228132,0.8880792821188379,4,36
0,0,6708,0,23959,192096,5060,34917,5037,114632,0,17068,4080,0,13804,0,63441,0,0,0,0,0,0,0,0,0,21294,0,0,0,0,0,0,0,10976,0,0,0,0,0,117390,0,3.249121418153635,13.660851891044516,0.8858377416236181,14,36
0,0,6750,0,4576,263174,4294,37740,22500,181504,0,23092,2112,0,16524,0,48576,0,0,0,0,0,0,0,0,0,24910,0,0,0,0,0,0,0,14235,0,0,0,0,0,123816,0,3.86006430801633,14.519069249322706,0.8830311579085901,15,36
0,0,5593,0,0,341030,3290,39500,7784,245952,0,23661,3885,0,3475,0,40293,0,0,0,0,0,0,0,0,0,18240,0,0,0,0,0,0,0,12194,0,0,0,0,0,61912,0,4.138726096747799,15.459341698424288,0.8893393413222839,16,36
10241,4290,0,0,15862,9272,10865,0,0,0,14430,0,11286,23842,19272,0,0,0,0,0,0,0,0,22908,45450,0,0,0,0,92752,0,0,76293,0,0,56434,0,0,49896,0,0,0,-2.3187709656916753,3.2232659300233903,0.8888911382927559,3,36
4185,0,0,0,13632,16426,12852,0,0,0,15984,0,22356,20485,32780,28060,0,0,0,0,0,0,0,4000,0,46368,0,0,0,70632,0,0,84412,0,0,49010,0,0,65360,0,0,0,-1.8268529515677048,2.3624249746310726,0.8820585737266382,2,36
0,0,0,0,11830,9024,13080,0,0,0,16576,0,16200,18063,35952,17679,0,0,0,0,0,0,0,3666,0,32968,0,0,0,46624,0,0,33896,0,0,0,0,0,0,0,0,0,-1.5132118772123424,1.3019709468203577,0.8953390149809498,1,36
0,0,32256,0,8364,9720,12084,0,0,0,18147,0,15762,13872,0,26220,0,0,0,0,0,0,0,26918,0,27548,0,0,0,39975,0,0,56994,0,0,0,0,0,0,0,0,0,-0.9618605682228235,-0.260668802050159,0.890908030320763,0,36
0,0,0,0,0,0,0,6888,0,0,3360,2409,0,0,2080,0,0,0,8772,10004,0,0,168,0,0,0,0,0,0,0,10725,25116,0,0,4620,0,0,0,6525,0,0,0,-9.529381362828396,16.631018703255705,0.9528178962090976,19,15
0,0,0,0,0,0,0,9016,0,0,2584,2448,0,0,2175,0,0,0,8890,9882,0,0,0,0,0,0,0,0,0,0,12804,43452,0,0,5796,0,0,0,6255,0,0,0,-9.477519381169543,16.463069017957324,0.9131209434709007,18,15
0,0,0,0,33397,0,0,4136,0,0,3815,2880,0,0,4256,0,0,0,11560,10148,0,0,56,0,0,0,0,0,0,0,13728,26928,0,0,6116,0,0,0,7448,0,0,0,-9.170220036010484,15.446146237054396,0.9458333597436024,17,15
0,38586,0,0,74550,0,0,3960,352620,0,4068,4880,0,0,4958,0,0,0,18375,11814,0,0,432,0,0,0,0,0,0,0,15096,34691,0,0,6235,0,0,0,8480,0,0,0,-8.746186468770837,14.514707377886857,0.9429944658347509,16,15
384,51128,0,0,64130,9430,0,11904,307945,0,4484,6909,0,0,1325,0,0,0,22848,13248,0,0,0,0,0,0,0,0,0,0,9044,36000,0,0,7084,0,0,0,8840,0,0,0,-8.415724876432819,13.601614764528328,0.937332029879089,15,15
323268,11764,0,0,55016,15142,0,12524,0,0,4636,8904,0,0,630,0,0,0,26226,9372,0,0,0,0,0,0,0,0,0,0,18275,11700,0,0,5310,0,0,0,9612,0,0,0,-8.05865117164796,12.617110807983625,0.9463421496060889,14,15
216342,39861,0,0,57624,27816,0,16247,0,0,4788,8352,0,0,2394,0,0,0,34008,15825,0,0,0,0,0,0,0,0,0,0,22400,34810,0,0,4410,0,0,0,10020,0,0,0,-7.65676307754368,11.691570273233594,0.9325501158949123,13,15
135540,31351,0,0,25498,21436,0,0,0,0,5320,11968,0,22560,2916,0,0,0,24402,17404,0,0,0,0,0,0,0,0,0,0,26062,30846,0,0,8234,0,0,0,12864,0,0,0,-7.374873800654861,10.65171557912861,0.9384891780365336,12,15
92463,27500,0,0,0,19314,0,0,0,0,5220,12544,0,88740,1804,0,0,0,7616,18326,0,0,0,11591,0,0,0,0,0,0,42000,29746,0,0,11529,240,0,0,14835,0,0,0,-7.332880561920554,9.429245534344457,0.9328663689359757,11,15
101541,16830,0,0,0,10816,0,0,0,0,2904,16640,0,85481,4071,0,0,0,0,13502,0,0,2220,8496,0,0,0,0,0,0,51483,19418,0,0,14819,38900,0,0,18012,0,0,0,-7.2668718892119575,8.204093384750628,0.9485757549488483,10,15
81656,18480,0,0,0,14850,0,0,0,0,2924,24973,0,43650,12960,0,0,0,0,13090,0,0,7680,0,0,0,0,0,0,0,83224,21588,0,0,13420,37368,0,0,21648,0,0,0,-7.178685159399739,6.954635685141685,0.9336545958752254,9,15
60711,4312,0,0,0,9216,0,0,0,0,8262,0,0,15920,16,0,0,0,0,20210,0,0,13260,208,0,0,0,0,0,0,0,17608,0,0,0,35700,0,0,26772,0,0,0,-7.028970499114249,5.57608090249209,0.9433242091773195,8,15
36036,15336,0,0,0,10024,0,0,0,0,10266,0,0,0,20160,0,0,0,0,45408,0,0,19140,14288,0,0,0,0,0,3294,0,11092,0,0,0,17168,0,0,34917,0,0,0,-6.944530326393301,3.970914337303742,0.9404356969681658,7,15
0,8428,0,0,0,2304,0,0,0,0,19620,0,0,0,0,3600,0,0,0,110887,0,0,27063,11277,0,0,0,0,0,36375,0,0,0,0,0,13623,0,0,129860,0,0,0,-6.952264243316449,-0.47578616152472364,0.9242539671608938,6,15
2596,5995,0,0,0,7850,0,0,0,0,11660,0,0,0,0,4416,0,0,0,50050,0,0,32712,6424,0,0,0,0,0,72615,0,0,87616,0,0,1700,0,0,95654,0,0,0,-5.9909234149181465,-0.06762078320524267,0.9356365292949249,5,15
2808,10285,0,0,0,7498,37023,0,0,0,17556,0,1020,29904,0,11139,0,0,0,129748,0,0,180,7980,0,17353,0,0,0,83166,0,0,222642,0,0,32526,0,0,152000,0,0,0,-4.96288504752958,0.05517293948825852,0.934760013450159,4,15
