Camera_0000,Camera_0001,Camera_0002,Camera_0003,Camera_0004,Camera_0005,Camera_0006,Camera_0007,Camera_0008,Camera_0009,Camera_0010,Camera_0011,Camera_0012,Camera_0013,Camera_0014,Camera_0015,Camera_0016,Camera_0017,Camera_0018,Camera_0019,Camera_0020,Camera_0021,Camera_0022,Camera_0023,Camera_0024,Camera_0025,Camera_0026,Camera_0027,Camera_0028,Camera_0029,Camera_0030,Camera_0031,Camera_0032,Camera_0033,Camera_0034,Camera_0035,Camera_0036,Camera_0037,Camera_0038,Camera_0039,Camera_0040,Camera_0041,x_position,y_position,z_position,unit_distance_from_origin,unit_id
3186,0,0,0,0,4331,1305,29866,1927,0,0,0,0,0,0,0,0,0,0,0,2418,0,0,2332,2560,0,0,0,0,392,0,0,0,0,0,0,0,0,0,0,0,2992,-3.9487136371766525,3.071007820689852,0.31677149647125735,5,29
3479,0,0,0,0,858,0,7085,4182,0,0,510,0,0,0,0,0,0,0,0,999,24,0,2320,950,1710,0,0,0,2924,0,0,0,0,0,0,0,0,0,0,0,3666,-3.7106119820300933,4.731547676056778,0.31478569327293393,6,29
0,0,0,0,0,6300,0,8360,6624,0,0,0,0,0,0,0,0,0,0,0,651,1037,0,4875,0,658,0,0,0,1062,0,0,0,3162,0,0,0,3219,0,0,0,2100,-4.468556487746324,5.391736187889579,0.31478789567594456,7,29
0,0,0,0,0,7708,2240,6460,7360,0,0,0,0,0,0,0,0,52,0,0,1089,3,0,6192,0,0,0,0,0,235,0,0,0,1224,0,0,0,2001,0,0,0,1127,-5.222347521066521,6.0617111748934125,0.31478327028422365,8,29
0,0,0,0,0,9646,1624,4980,60,0,0,0,0,0,0,0,0,1518,0,0,0,0,0,7566,0,0,0,0,0,0,0,0,0,21,0,0,0,144,0,0,0,126,-5.9889790990296365,6.727909491386214,0.3147829727793471,9,29
0,0,0,0,0,7676,1363,3750,0,0,0,0,0,0,0,0,0,0,0,0,231,0,0,9944,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.745469853880969,7.395121613334402,0.314784300219382,10,29
0,0,0,0,0,14415,60,6900,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,12580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.640646973890913,7.914505832426691,0.3147603251906775,11,29
5312,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,55,2107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.9967344771989746,-0.13719473218108086,0.31478345861588786,3,29
0,0,0,0,0,21209,0,1104,8536,0,26772,0,0,0,0,0,0,6696,0,0,0,4964,0,6177,825,5070,0,0,2730,4810,0,0,0,3240,0,0,0,2052,0,0,4692,5427,-2.9968316830234882,11.621568975970991,0.3147838664790628,12,29
0,0,1386,0,5251,0,0,0,13013,0,21472,0,0,0,0,0,0,27216,0,0,0,7104,0,12905,0,6319,0,0,3569,6248,0,0,0,8320,0,0,2850,7600,0,0,1881,6734,-2.270240536963507,12.801512041286902,0.3147837720185021,13,29
0,0,1364,0,7225,0,1148,0,9360,0,0,0,0,0,0,0,0,0,0,0,884,6386,0,5520,110,2813,0,0,5100,364,0,0,0,9545,0,0,8260,8532,0,0,0,6180,0.3665307135090512,13.9986584651677,0.31479237262335974,14,29
0,0,3036,0,3654,0,240,0,5412,0,0,0,0,0,0,0,1023,0,0,0,0,17596,0,0,1421,18135,0,0,5796,17024,0,0,0,24012,0,0,7412,22733,0,0,902,22512,3.2129988220838923,14.656523981342591,0.3147833317323839,15,29
5005,0,0,0,0,5,26158,0,1648,40300,0,0,0,4968,0,0,36645,0,0,0,25284,0,0,504,27280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7208367823669897,-4.110320973857636,0.1342827974119316,5,30
2190,0,0,0,0,8,35980,0,532,25844,0,0,0,2581,0,0,29680,0,0,0,18040,0,0,684,744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.11361890277277,-4.377048714042866,0.12889139425844529,6,30
5610,0,0,0,0,0,59032,0,0,16215,0,0,0,4774,0,0,46617,0,0,0,29440,0,0,132,28773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.404988498342143,-5.442149696656517,0.12890264807923207,7,30
6444,0,0,2430,0,0,64236,0,195,12730,0,0,0,5312,24,0,61632,0,0,0,50568,0,0,816,51700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.724059961203329,-6.470037579264057,0.12889119489287454,8,30
6216,0,0,96672,0,0,3429,0,578,8769,0,0,0,5280,19425,0,82824,0,0,0,85417,0,0,720,89420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.007557967590426,-7.480567539305623,0.1288911639959099,9,30
4658,0,0,119355,0,0,0,0,848,7420,0,0,0,6188,121155,0,36465,0,0,0,91310,0,0,810,8694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3051209362682705,-8.487204990755092,0.12889106017269183,10,30
0,5504,0,14700,0,602,0,0,1545,9225,0,0,0,10385,0,4640,0,0,0,4410,0,0,0,1079,0,0,0,16017,0,0,0,21284,0,0,0,19008,0,0,0,25308,0,0,2.0298931872939194,-10.813590944781376,0.1288915748770499,11,30
7104,0,0,0,0,1368,30856,0,987,31820,0,0,0,6358,0,0,58890,0,0,0,17160,0,0,195,16554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9840178401424917,-4.577589739729879,0.12889171633539415,4,30
5698,0,0,0,0,1475,22755,0,1472,29885,0,0,0,5134,0,0,45593,0,0,0,13176,0,0,1092,13962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6581337264993625,-3.6235566660563037,0.1288917312950396,3,30
4810,0,0,0,0,1728,16422,0,1403,5643,0,0,0,4386,0,0,29904,0,0,0,10206,0,0,1265,10362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.325374595801263,-2.6799843193958814,0.12889166856074624,2,30
4455,0,0,0,0,500,13416,0,1853,0,0,0,0,4608,0,0,10388,0,0,0,9570,0,0,882,11210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.079336507398029,-1.6732264208544574,0.12889175898825028,1,30
21,0,4500,0,0,0,858,0,10860,0,0,0,0,0,0,0,0,0,0,0,0,18880,0,12096,0,21450,0,0,24030,20444,0,0,0,23760,0,0,21660,26080,0,0,12935,16669,0.950840253657723,11.97700833808836,0.12889182362155815,12,30
0,0,3630,0,11692,0,1122,0,8050,0,0,0,0,0,0,0,0,0,0,0,1380,34440,0,8906,0,30629,0,0,13277,29639,0,0,0,40602,0,0,11799,27830,0,0,9234,31290,0.7225992142330997,12.982345468314318,0.12893614872835651,13,30
0,0,7050,0,92414,0,2432,15721,44326,0,24388,0,0,0,0,0,0,55625,0,0,2,11819,0,0,0,11872,0,0,4429,12042,0,0,0,14101,0,0,0,12540,0,0,7224,13920,-5.3725108932627395,16.66479734032879,0.9017394267147942,17,32
0,0,6426,0,179676,0,770,42,201192,0,18830,0,0,0,0,0,0,59520,0,0,0,16146,0,184670,1287,16432,0,0,700,16560,0,0,0,18426,0,0,0,17334,0,0,7896,19006,-6.249877756873531,15.801167898097702,0.8925993762395521,16,32
0,0,0,0,167552,13266,5734,12663,0,0,26100,0,0,0,0,0,0,18225,0,0,3030,2241,0,177086,2800,6909,0,0,0,6762,0,0,0,2528,0,0,0,2325,0,0,540,7650,-8.704419092242535,13.421600558415083,0.8839446007917218,15,32
0,0,0,0,0,58378,7134,14140,0,0,31823,0,0,0,0,0,0,26852,0,0,2940,6500,0,173932,3045,5368,0,0,0,5185,0,0,0,8450,0,0,0,8500,0,0,0,4408,-8.149613194605621,12.540394729188932,0.8809111815804727,14,32
0,0,0,0,0,84854,6837,15470,97940,0,48708,0,0,0,0,0,0,8479,0,0,560,11594,0,99600,2016,7656,0,0,0,7482,0,0,0,13068,0,0,0,12288,0,0,0,5720,-7.327245433942522,11.918172468544554,0.897889850235913,13,32
0,0,0,0,0,76526,4646,24900,25164,0,63648,0,0,0,0,0,0,47000,0,0,2835,13696,0,21700,4560,13455,0,0,0,13184,0,0,0,15572,0,0,0,14586,0,0,15480,14620,-4.687090770604513,12.12408422084411,0.8936135226622355,12,32
0,0,0,0,0,94240,3080,23828,59496,0,90768,0,0,0,0,0,0,43561,0,0,3842,15504,0,56304,4524,17028,0,0,0,16942,0,0,0,18040,0,0,0,16401,0,0,777,17922,-5.0829925719433895,10.857215859322896,0.8809031633260247,11,32
0,0,0,0,0,57824,4440,23848,55728,0,113925,0,0,0,0,0,0,4074,0,0,864,2835,0,40248,4095,4550,0,0,0,6396,0,0,0,16150,0,0,0,1794,0,0,0,7701,-6.089466526178082,9.142134194017673,0.8797813115947974,10,32
0,0,0,0,0,47784,8792,27930,14476,0,0,0,0,0,0,0,0,25970,0,0,5334,6302,0,38918,4551,2709,0,0,0,2394,0,0,0,11000,0,0,0,9650,0,0,0,1444,-6.178490217715961,7.846619311101399,0.892698774718724,9,32
0,0,0,0,0,34944,9936,35520,0,0,0,0,0,0,0,0,0,21870,0,0,2358,2088,0,31746,5670,5376,0,0,0,7525,0,0,0,9950,0,0,0,7831,0,0,0,5696,-6.084311218031058,6.603127800519985,0.8917443852861879,8,32
0,0,0,0,0,29120,5530,22473,0,0,0,48620,0,0,0,0,0,52,0,0,6020,0,0,23358,2585,0,0,0,0,0,0,0,0,1156,0,0,0,1656,0,0,0,7200,-5.946162806768818,5.32933880175229,0.8841621220349225,7,32
0,0,0,0,0,16786,0,62342,0,0,0,24565,0,0,0,0,0,0,0,0,5966,0,0,12760,6105,6324,0,0,0,5760,0,0,0,0,0,0,0,0,0,0,0,7110,-6.670275310991414,2.077369811082839,0.8924251527525939,6,32
0,0,0,0,0,12180,0,59163,0,0,0,36068,0,0,0,0,0,0,0,0,8313,0,0,13662,9180,4669,0,0,0,5152,0,0,0,0,0,0,0,0,0,0,0,5586,-5.70394030542095,1.771504627391856,0.895127270204739,5,32
0,0,0,0,0,10846,0,0,0,0,0,26765,0,0,0,0,0,0,0,0,774,0,0,11712,5856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660,-4.931309211630914,0.8148461011018091,0.8876285052375175,4,32
20736,13578,0,0,0,10304,0,0,0,0,0,44758,0,0,0,0,0,0,0,0,8418,0,0,6099,3667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.9934365790632285,0.11557193614560005,0.8875056435554395,3,32
0,0,0,0,0,14688,0,0,0,0,0,18426,0,0,0,0,0,0,0,0,3724,0,0,3610,9027,2668,0,0,0,4329,0,0,0,0,0,0,0,0,0,0,0,4949,-6.5836767957460385,0.847792122561513,0.9008772345638647,6,2
0,0,0,0,0,12928,0,0,0,0,0,35100,0,0,0,0,0,0,0,0,7056,0,0,14544,5808,64,0,0,0,1170,0,0,0,0,0,0,0,0,0,0,0,9577,-5.847858045630375,1.2207262033711714,0.8979356723665575,5,2
6360,0,0,0,0,12470,11610,79821,8960,0,0,61828,0,0,0,0,0,0,0,0,6396,0,0,11424,1484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6716,-4.232642916758117,2.6547250649841985,0.8981669571631414,4,2
0,0,0,0,0,21335,0,61446,0,0,0,65182,0,0,0,0,0,0,0,0,6321,3683,0,21510,7191,816,0,0,0,8109,0,0,0,15280,0,0,0,14880,0,0,0,9648,-5.760643738303158,4.011351077378865,0.8834639295892543,7,2
0,0,0,0,0,26334,8413,26048,0,0,0,0,0,0,0,0,0,0,0,0,4309,8,0,20090,6192,0,0,0,0,312,0,0,0,1292,0,0,0,11972,0,0,0,432,-5.775569893767674,5.536887137737057,0.8970816088091357,8,2
0,73780,0,0,0,8313,0,0,0,0,0,18879,0,0,0,90052,0,0,0,96693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.211388569870433,-3.7150089428762976,0.8975911815258657,9,2
16324,0,0,0,0,13300,17334,91968,17513,0,0,37814,0,0,0,0,0,0,0,0,6800,0,0,14282,1218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.9447478460034437,2.7001969105571524,0.8903212876293393,3,2
20381,0,0,0,0,10659,11562,31270,5016,0,0,27824,0,22692,0,0,0,0,0,0,6588,0,0,2736,10476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.8659573251287833,0.8383778661093232,0.8791324998779464,2,2
3473,0,18011,0,0,62700,4653,0,27089,0,104980,0,0,0,0,0,0,0,0,0,1380,16566,0,25235,400,16215,0,0,0,15844,0,0,0,19783,0,0,0,16705,0,0,29150,16520,-1.8880598761381924,9.853774423426877,0.8931332885605177,10,2
2318,0,4982,0,0,9912,4292,0,23634,0,111456,0,0,0,0,0,0,53676,0,0,3780,10098,0,20952,42,12690,0,0,2574,12349,0,0,0,12261,0,0,0,11210,0,0,4225,12852,-1.8076693447162657,10.8703603727899,0.8712296448264667,11,2
0,0,425,0,0,0,2889,0,40238,0,101637,0,0,0,0,0,0,142528,0,0,3486,35862,0,40051,0,32472,0,0,22950,24255,0,0,0,42864,0,0,0,38038,0,0,15438,13696,-1.9713145933716238,11.856437225834341,0.8700145751944338,12,2
0,0,924,0,14260,0,3,0,30100,0,92640,0,0,0,0,0,0,127281,0,0,1014,17550,0,30438,110,19635,0,0,12936,19404,0,0,0,18031,0,0,17716,18768,0,0,10292,21546,-1.7167115721087431,12.89114049465389,0.8923948710378686,13,2
0,0,8164,0,33390,0,7,0,66946,0,69601,0,0,0,0,0,0,182160,0,0,2000,24795,0,69936,4,30192,0,0,20416,30464,0,0,0,31086,0,0,10120,28310,0,0,13593,33930,-1.6131785443703595,13.907960650021607,0.883304639872661,14,2
12261,0,0,0,0,7314,22500,0,180,10585,0,0,59580,13724,0,0,35112,0,0,0,17854,0,0,4964,18792,0,0,0,0,0,0,0,0,0,236181,0,0,0,365079,0,0,0,1.9258903296842647,0.4264046363278887,0.8866048559409487,1,2
0,0,11041,0,23331,0,4720,0,28210,0,0,0,0,0,0,0,0,0,0,0,1353,38190,0,0,4165,35236,0,0,24904,34671,0,0,0,49788,0,0,28322,43329,0,0,17316,41400,1.3207748138654958,14.236301456042806,0.9017394374820036,14,7
518,0,10758,0,35952,0,5192,0,36960,0,0,0,0,0,0,0,0,157080,0,0,3332,45738,0,16632,2714,42681,0,0,33000,41968,0,0,0,58078,0,0,32307,50556,0,0,22344,48972,0.7551355019694199,13.966520497744341,0.8875734335311734,13,7
0,0,12160,0,0,0,2000,0,44840,0,74002,0,0,0,0,0,0,87242,0,0,250,18400,0,42705,2590,18642,0,0,17556,17301,0,0,0,21252,0,0,0,3700,0,0,9500,20750,-2.975747003152758,12.604328029408325,0.8878416289786912,12,7
0,0,11256,0,0,16727,2752,0,43750,0,89712,0,0,0,0,0,0,47500,0,0,8,13980,0,41540,2738,4212,0,0,20315,3792,0,0,0,15000,0,0,0,15420,0,0,3200,3050,-2.587445252701322,11.694653123139101,0.8907308012276474,11,7
0,0,11169,0,0,52582,3836,0,30789,0,104125,0,0,0,0,0,0,93884,0,0,1800,25553,0,29003,2220,23836,0,0,0,23300,0,0,0,29484,0,0,0,25443,0,0,4402,25092,-2.0596360881844262,10.800184774750065,0.878481414790258,10,7
0,0,7830,0,92720,0,4130,3264,105844,0,39480,0,0,0,0,0,0,42432,0,0,0,12483,0,93628,0,11502,0,0,6435,11178,0,0,0,12455,0,0,0,11350,0,0,24,12939,-4.876313623861989,14.22061370442097,0.8874836115562061,15,7
0,0,10902,0,191860,0,3420,6698,153846,0,27800,0,0,0,0,0,0,51198,0,0,20,15170,0,131274,154,15022,0,0,16766,14948,0,0,0,17380,0,0,0,16247,0,0,1326,17200,-5.854053678602469,14.893697885291513,0.8894571301235601,16,7
0,0,0,0,0,39766,3894,29100,0,0,0,0,0,0,0,0,0,23672,0,0,3840,6116,0,33063,780,2520,0,0,0,2184,0,0,0,9996,0,0,0,9690,0,0,0,7476,-6.344906546565198,7.695761580649602,0.8870779380503109,9,7
0,0,0,0,0,15255,1564,34870,0,0,0,0,0,0,0,0,0,16320,0,0,5502,1881,0,27648,1978,2145,0,0,0,7920,0,0,0,7600,0,0,0,8148,0,0,0,9000,-5.9562485151477915,6.69002597236198,0.89295749266023,8,7
0,0,0,0,0,14602,3502,39627,0,0,0,0,0,0,0,0,0,14,0,0,1734,15,0,24510,4514,32,0,0,0,112,0,0,0,903,0,0,0,1196,0,0,0,6160,-5.661966759596709,5.620284875491201,0.8987609840454525,7,7
12,0,13200,0,11741,0,4320,0,0,0,0,0,8700,40,0,0,2000,0,0,0,7076,34655,0,0,5640,71064,0,0,46001,89178,0,0,7957,7923,0,0,26775,115566,0,0,25942,164580,6.113889784420284,15.865089003023993,0.8804352452289229,17,7
6095,0,0,0,0,6321,55350,0,6000,96384,0,0,4382,5777,0,0,73021,0,0,0,25748,0,0,1247,30121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0194932447206653,-3.850085792771602,0.9542870396018408,3,50
7776,0,0,0,0,6512,56304,0,6150,98697,0,0,2844,13552,0,0,79315,0,0,0,23268,0,0,5180,31490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0211618054236578,-3.8810905898518255,0.945448812041203,4,50
30366,0,0,0,0,4760,76773,0,7072,75862,0,0,0,29274,0,0,136465,0,33048,0,42480,0,0,5588,49024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.76361587405788,-4.6789418282669395,0.9320279224712422,5,50
15906,0,0,0,0,5670,72864,0,5762,47864,0,0,0,14632,0,0,89920,0,19760,0,52932,0,0,4826,60207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.609742663940267,-5.441552901986569,0.9509550887640046,6,50
19280,0,0,0,0,3770,117040,0,5980,45440,0,0,0,17316,0,0,132114,0,0,0,67192,0,0,4880,75330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.31503932877947,-6.217032043628016,0.9371521126359994,7,50
23086,0,0,157094,0,1475,107915,0,3876,29568,0,0,0,18160,0,0,136800,0,0,0,96448,0,0,4060,111078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.098510573845555,-6.899734606126309,0.9447636232636683,8,50
49446,25536,0,26448,0,5612,0,0,477,0,0,0,0,39663,0,33512,0,0,0,34153,0,0,0,5781,0,0,0,35424,0,0,0,10773,0,0,0,94050,0,0,0,142524,0,0,-0.4798017192557822,-9.054275022976366,0.9428325991032693,9,50
13545,28652,0,27318,0,5220,0,0,0,0,0,0,0,55300,0,31625,0,0,0,32512,0,0,0,6545,0,0,0,93684,0,0,0,126910,0,0,0,112728,0,0,0,158067,0,0,-0.8497901150989406,-9.965803398348342,0.93123698218551,10,50
0,22656,0,21964,0,5290,0,0,0,0,0,0,0,76500,0,24684,0,0,0,25132,0,0,0,6372,0,0,0,79788,0,0,0,108498,0,0,0,96831,0,0,0,137616,0,0,-1.5824630249022391,-10.919819311919326,0.9304956051256568,11,50
8874,0,0,0,0,5544,37278,0,4832,85695,0,0,0,3763,0,0,21600,0,0,0,11904,0,0,5112,19734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7829061454427815,-2.3305623921887832,0.9402851526918994,2,50
0,0,76,0,0,73584,2783,22400,46704,0,70418,0,0,0,0,0,0,40660,0,0,3600,12150,0,35814,3528,11664,0,0,0,11610,0,0,0,14219,0,0,0,13282,0,0,2576,12711,-4.7871314428937595,11.021126299010223,0.9352196168904361,12,50
0,0,260,0,0,100225,1353,18318,35814,0,59474,0,0,0,0,0,0,71344,0,0,1904,26432,0,30353,1974,24521,0,0,0,24192,0,0,0,30366,0,0,0,28426,0,0,17820,26676,-4.78230043566657,12.092874654466405,0.933058457888531,13,50
0,0,8639,0,63984,74740,713,2925,58504,0,26375,0,0,0,0,0,0,35862,0,0,368,13224,0,42837,0,10622,0,0,17457,10125,0,0,0,15189,0,0,0,14160,0,0,1170,11850,-4.766911239063044,13.178455625624393,0.9464028918432095,14,50
0,0,9300,0,163116,0,888,5320,128800,0,35845,0,0,0,0,0,0,79856,0,0,740,20648,0,113400,289,22442,0,0,23226,22572,0,0,0,21414,0,0,0,19440,0,0,3648,25305,-4.8946729629588015,14.183351791635493,0.9329648403058932,15,50
0,0,10332,0,189372,0,3600,12152,195177,0,28612,0,0,0,0,0,0,54405,0,0,2438,16796,0,175198,3024,15768,0,0,3828,15696,0,0,0,19352,0,0,0,18012,0,0,700,17787,-5.851763431872158,14.909348555609231,0.9291451390579398,16,50
2619,0,42149,0,0,0,8550,0,1215,0,0,0,17780,4031,0,0,11712,0,0,0,6844,0,0,1247,10679,0,0,0,0,0,6930,0,0,0,67799,0,293210,0,76105,0,118404,0,4.498278009587581,5.455234640251442,0.8635448606950717,7,42
75,0,42456,0,0,0,8400,0,2116,0,0,0,18750,26,0,0,11656,0,0,0,5661,0,0,2288,10912,0,0,0,0,0,4368,0,0,0,68085,0,268470,0,76946,0,163574,0,4.450194373228186,5.396442521858777,0.8433208330130881,6,42
4794,0,42745,0,0,7104,8592,0,4998,0,0,0,23664,5655,0,0,10706,0,0,0,2730,0,0,2289,8325,0,0,0,0,0,0,0,0,0,85344,0,0,0,112560,0,0,0,3.967607990780202,4.491993909577264,0.8597143205669546,5,42
1054,0,105101,0,0,2448,13020,0,2508,0,0,0,29294,4176,0,0,644,0,0,0,13764,0,0,7896,16269,0,0,0,0,0,0,0,0,0,21942,0,0,0,171833,0,0,0,3.2896822861092367,3.761279786259543,0.8416211925178505,4,42
6946,0,64666,0,0,7380,10920,0,3150,0,0,0,22022,7956,0,0,18486,0,0,0,8694,0,0,2500,8977,0,0,0,0,0,0,0,0,0,0,0,0,0,128282,0,0,0,2.4936215453212185,3.0742552895171418,0.859898647274342,3,42
11410,0,7544,0,0,1722,15028,0,2720,0,0,0,36455,12358,0,0,23920,0,0,0,10614,0,0,2304,13293,0,0,0,0,0,0,0,0,0,160274,0,0,0,185428,0,0,0,2.472786206286159,1.6960152689752626,0.8475662145890084,2,42
14938,0,0,49610,0,1846,95580,0,4400,19110,0,0,0,12395,3210,0,70290,0,0,0,87604,0,0,3432,91520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.751505045359771,-6.454149819676758,0.8556121200467715,8,42
17208,0,0,87675,0,3103,81991,0,3996,27720,0,0,0,13500,0,0,156546,0,0,0,147950,0,0,3900,186636,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,3.683207560543096,-8.212193976404691,0.8514580502801437,9,42
0,0,0,0,0,1496,17204,0,3699,21888,0,0,140,0,0,0,4182,0,0,0,10080,0,0,570,3591,0,0,0,0,0,0,0,0,0,196636,0,0,0,0,0,0,0,1.9401994266616676,-0.1571687775851469,0.8528411886309186,1,42
5264,0,0,0,0,8160,17739,0,3333,0,0,0,27798,5211,0,0,0,0,0,0,14840,0,0,6380,15624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9603609141251841,0.20264707820702732,0.8581522331354563,0,42
80327,11092,0,23000,0,1464,0,0,0,0,0,0,0,70686,0,11856,0,0,0,12201,0,0,0,4284,0,0,0,86976,0,0,0,136770,0,0,0,130660,0,0,0,117121,0,0,-3.688928898657082,-9.315250791799144,0.8616982934120188,10,42
2415,0,8007,0,0,3225,56,0,28712,0,84854,0,0,0,0,0,0,1305,0,0,2838,11711,0,26884,2054,11501,0,0,4686,11067,0,0,0,11137,0,0,0,4292,0,0,3024,10293,-1.685753659084975,10.8952552190596,0.8496430402739217,11,42
0,0,400,0,0,0,3,0,27318,0,89579,0,0,0,0,0,0,101568,0,0,702,15860,0,26230,240,15561,0,0,19855,15252,0,0,0,17920,0,0,4488,14784,0,0,12702,15015,-1.6168549713344809,11.923581870334758,0.8606327727760021,12,42
0,0,1591,0,26270,0,0,0,45828,0,74221,0,0,0,0,0,0,143754,0,0,780,34979,0,42462,0,22680,0,0,4050,25338,0,0,0,41905,0,0,7905,38364,0,0,3250,15688,-1.7167431058846288,12.905314850450711,0.847056480713808,13,42
0,0,6468,0,35682,0,0,0,42108,0,51952,0,0,0,0,0,0,117997,0,0,675,18023,0,44875,221,10718,0,0,15470,12189,0,0,0,18648,0,0,4416,12864,0,0,8228,18559,-1.7875817846889428,13.891145441740859,0.8559543201065214,14,42
12320,0,0,0,0,4060,81844,0,2360,29516,0,0,0,10011,0,0,68886,0,0,0,44625,0,0,3080,54145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.521831499879295,-6.229322559053518,0.8635448216582553,7,1
