Camera_0000,Camera_0001,Camera_0002,Camera_0003,Camera_0004,Camera_0005,Camera_0006,Camera_0007,Camera_0008,Camera_0009,Camera_0010,Camera_0011,Camera_0012,Camera_0013,Camera_0014,Camera_0015,Camera_0016,Camera_0017,Camera_0018,Camera_0019,Camera_0020,Camera_0021,Camera_0022,Camera_0023,Camera_0024,Camera_0025,Camera_0026,Camera_0027,Camera_0028,Camera_0029,Camera_0030,Camera_0031,Camera_0032,Camera_0033,Camera_0034,Camera_0035,Camera_0036,Camera_0037,Camera_0038,Camera_0039,x_position,y_position,z_position,unit_distance_from_origin,unit_id
0,0,21965,48924,299,0,5600,26586,0,1271,0,0,0,0,4067,0,0,0,0,2226,0,0,0,8100,0,0,0,600,0,0,17940,0,0,0,0,0,0,0,3392,0,5.266203768262789,-8.508686161577383,0.31478160746998995,10,8
7812,6666,0,242,46,3350,0,0,0,0,0,858,1428,0,0,0,0,2301,0,0,8904,8208,0,0,0,0,0,0,0,125,0,0,814,2320,0,0,0,0,0,0,-6.763522073388863,8.676221485413992,0.314786350422893,11,8
3956,6900,0,0,0,672,0,0,0,0,0,1116,238,0,0,0,0,4300,0,0,7392,3564,0,0,0,0,0,0,0,2340,0,0,1927,120,0,0,0,0,0,0,-7.085387921408719,9.685523541680862,0.3147845727172881,12,8
29304,5445,0,588,5880,4200,0,0,0,0,0,0,851,0,0,0,13600,608,0,0,6248,5850,0,0,0,0,0,0,0,1312,0,0,912,1836,0,0,0,0,0,0,-7.405937363295007,10.694794755883947,0.31478233323619487,13,8
3825,2009,0,837,10985,0,0,0,0,0,0,648,100,0,0,0,6655,1664,0,0,3696,5063,0,0,25350,0,0,0,0,640,0,0,1260,1645,0,0,0,0,0,0,-7.715861601345804,11.684101774029878,0.31479330872320677,14,8
0,0,0,0,8056,0,0,0,0,0,0,1280,0,648,0,0,0,2460,0,0,3456,0,0,0,28014,0,0,0,0,70,0,0,200,1650,0,0,0,0,0,0,-8.164935993217501,12.594021156127821,0.3147858122441074,15,8
64998,8960,0,1242,144,5688,0,0,0,0,0,1659,2142,0,0,0,0,4921,0,0,18216,13668,0,0,0,0,0,0,0,2291,0,0,2380,3248,0,0,0,0,0,0,-6.917325019836426,9.466551303863525,0.12894803285598755,11,33
73023,11502,0,576,25800,7449,0,0,0,0,0,272,3,0,0,0,4272,7030,0,0,13090,14235,0,0,0,0,0,0,0,3996,0,0,2666,3600,0,0,0,0,0,0,-6.748485718450846,9.92955358950756,0.12895229322630847,12,33
70831,14326,0,1190,31317,8118,0,0,0,0,0,306,1032,0,0,0,33824,110,0,0,8507,8880,0,0,3255,0,0,0,0,3300,0,0,2520,2813,0,0,0,0,0,0,-7.047048789908858,10.925730156174053,0.1289028504307574,13,33
3780,9984,0,848,56658,8888,0,0,0,0,0,330,1127,27,0,0,39617,5082,0,0,9240,7668,0,0,86970,0,0,0,0,2072,0,0,1008,2619,0,0,0,0,0,0,-7.369148147850714,11.921105728825925,0.12889282524209947,14,33
0,15789,0,1105,82944,2108,0,0,0,0,0,1155,1092,3960,0,0,20720,4200,0,0,7956,7896,0,0,86715,0,0,0,0,2233,0,0,1200,2450,0,0,0,0,0,0,-7.673039112827242,12.892698500833852,0.12889256507444852,15,33
0,15120,0,0,45648,986,0,0,0,0,0,1060,551,756,0,0,8320,2200,0,0,6435,6165,0,0,40386,0,0,0,0,2002,0,0,1541,900,0,0,0,0,0,0,-7.981779197753478,13.88007004610252,0.1288927492776244,16,33
0,3080,0,0,0,0,0,0,0,0,0,756,144,2272,0,0,1075,126,0,0,5054,3627,0,0,13728,0,0,0,0,1875,0,0,1323,416,0,0,0,0,0,0,-8.284936481427216,14.851398330464813,0.12889283034373317,17,33
0,0,0,0,0,0,0,0,0,0,0,1512,630,2256,0,0,0,25,0,0,0,2460,0,0,2376,0,0,0,0,608,0,0,920,0,0,0,0,0,0,0,-8.693838758642153,15.7626713113983,0.12890352078270859,18,33
44975,3589,0,368,0,6264,0,0,0,0,0,1932,2070,0,0,0,0,3007,0,0,19158,4532,0,0,0,0,0,0,0,4712,0,0,4046,3645,0,0,0,0,0,0,-7.087859932685652,8.405084188314488,0.12889279666503886,10,33
37000,7760,0,884,0,3104,0,0,0,0,0,2460,2368,0,0,0,0,0,0,0,26432,20867,0,0,0,0,0,0,0,2925,0,0,3219,4375,0,0,0,0,0,0,-6.854348369786435,7.278734689798878,0.12889298927871082,9,33
24921,7644,0,255,0,4992,0,0,0,0,0,812,2765,0,0,0,0,0,0,0,37107,15466,0,0,0,0,0,0,0,4582,0,0,5291,2001,0,37275,0,0,0,0,-6.610702661053196,6.103211189299035,0.12889290024306935,8,33
17290,6498,0,1704,0,4440,0,0,0,0,0,2176,3081,0,0,0,0,0,0,0,62426,36750,0,0,0,0,0,0,0,9275,0,0,8208,6450,0,44298,0,0,0,0,-6.350142272932912,4.846056263106821,0.12889255451997023,7,33
12089,4752,0,2444,0,3948,0,0,0,0,0,1938,4324,0,0,0,0,0,5830,0,85995,14964,0,0,0,0,0,0,0,8494,0,0,10400,9504,0,24140,0,0,0,0,-6.065941695929784,3.47527583081348,0.12889251980153063,6,33
7502,2378,0,3556,0,2652,0,0,0,0,930,0,5830,0,0,0,0,0,15774,0,0,0,0,0,0,0,0,0,0,9112,0,0,13680,36,0,13365,0,0,0,0,-5.719203163121932,1.8029269292098036,0.1288926528021555,5,33
3724,0,0,0,0,0,5760,15744,0,0,0,163655,0,0,37927,16644,0,0,0,7400,0,0,0,0,0,0,0,0,0,0,0,17004,0,0,0,6348,0,49617,0,35200,-1.2836907615483406,-10.98349663181514,0.9008771133457913,11,2
4848,0,0,0,0,0,101736,22944,0,0,0,149776,0,0,47628,18122,0,0,0,7395,0,0,0,0,0,0,0,0,0,0,0,12198,0,0,0,5248,0,71048,0,27057,-1.4401437867243487,-10.90008541309679,0.8771583653919559,10,2
0,0,0,0,0,1176,184960,20381,0,0,124396,176175,301440,0,75768,21436,0,0,0,3500,0,0,0,0,0,165624,0,0,0,0,0,9000,0,0,0,4650,0,44763,0,69713,-3.448353865754598,-9.384767107160513,0.8962832113487451,9,2
0,384,0,0,0,5246,0,18532,0,0,107365,38121,78900,0,120628,23828,0,0,150453,11946,0,0,0,0,0,0,0,0,0,0,0,32076,0,0,0,10545,0,33480,0,144632,-5.873908350158558,-6.777018977036306,0.8969362430227079,8,2
0,5586,0,4094,0,726,0,0,0,0,0,25298,39195,0,0,0,0,0,113928,17238,0,0,0,0,0,0,0,0,0,0,0,93425,0,0,0,14322,0,0,0,0,-7.226749437938182,-3.418028857922561,0.8909686308423943,7,2
120060,24174,0,0,64780,14640,0,0,0,0,0,1296,0,0,0,0,68256,8208,0,0,14040,32314,0,0,0,0,0,0,0,12261,0,0,9570,8586,0,0,0,0,0,0,-5.9018064428404315,10.491407910549354,0.8905979025080342,12,2
198070,39083,0,392,92208,28272,0,0,0,0,0,1440,0,0,0,0,43824,8685,0,0,9000,29975,0,0,152076,0,0,0,0,9222,0,0,7900,8316,0,0,0,0,0,0,-6.14944405584631,11.470435323237979,0.8720674939535229,13,2
221354,29610,0,1872,107316,18469,0,0,0,0,0,3780,0,5828,0,0,36852,3276,0,0,20468,24087,0,0,155232,0,0,0,0,8200,0,0,6027,4900,0,0,0,0,0,0,-6.665232220092946,12.326529001429918,0.8915890101062587,14,2
310688,10050,0,0,182595,16590,0,0,0,0,0,7260,6900,12864,0,0,31360,3264,0,0,22800,19256,0,0,92814,0,0,0,0,2703,0,0,1886,6204,0,0,0,0,0,0,-7.7262091418213,12.892210378290315,0.8954625383405528,15,2
0,42588,0,2300,183750,784,0,0,286874,0,0,5289,27,11368,0,0,46717,7968,0,0,16863,14656,0,0,44110,0,0,0,0,4114,0,0,3870,5000,0,0,0,0,0,0,-7.3413396253465635,14.247202175132202,0.8944717887377465,16,2
0,0,0,0,0,323,2,0,17253,0,693,0,0,60844,0,0,13505,37395,4752,0,7810,0,35816,0,0,0,0,0,0,0,0,0,12636,14000,0,0,37490,0,0,0,5.010012345165364,16.247275157194395,0.8896182827299981,17,2
21312,21000,0,7038,11259,13804,0,0,0,0,10808,0,0,0,0,0,0,0,16848,0,51084,78387,0,0,0,0,0,0,0,19276,0,0,12834,13668,88976,0,0,0,0,0,-3.9990927071504423,5.691217558581428,0.8890745675639664,6,2
23392,31488,0,7452,19380,18423,0,0,0,0,11160,0,0,0,0,0,0,0,21216,0,55380,127308,0,0,0,0,0,0,0,19032,0,0,13041,13668,81788,0,0,0,0,0,-3.045677570527584,5.129104185891038,0.8846337317477264,5,2
14973,0,0,10752,3472,23959,13968,0,0,0,6270,0,0,0,0,0,0,0,12060,120960,0,315892,0,0,0,0,76505,0,101108,41120,0,0,45960,38627,44505,25988,0,0,0,0,0.7253855463512622,4.917573139327395,0.8883030756983317,4,2
12805,0,0,14852,10320,0,15405,0,0,26973,9794,0,0,0,10602,0,0,0,7783,90951,0,0,0,0,0,0,83650,0,24087,135723,0,0,72800,35748,31008,32520,0,0,0,0,1.8072578917389066,3.5679745604826785,0.8885634648804626,3,2
11460,0,0,13601,7560,10260,16443,0,0,300,10150,0,0,0,14356,0,0,0,12852,62785,0,0,0,0,0,0,0,0,0,45036,0,124080,0,0,0,14986,0,0,0,0,1.2980032699091368,2.6587241452034682,0.8849717061167713,2,2
15228,0,0,23421,13360,15975,17222,0,0,0,10980,0,0,0,12213,0,0,0,12360,62000,0,0,0,0,0,0,0,0,0,45036,0,127605,0,0,0,15180,0,0,0,0,0.5491450054127468,1.9133290092382973,0.8753229794119718,1,2
0,0,0,20984,8288,13425,16116,0,0,0,13764,0,0,0,18960,0,0,0,18825,24447,0,0,0,0,0,0,0,0,0,18387,0,0,9947,12480,0,163322,0,0,0,0,-0.31089369162550096,-0.9096019384374425,0.8909466981820077,0,2
0,0,66289,56144,1476,0,27946,75504,0,3807,17324,0,0,0,11990,74698,0,0,0,14129,0,0,0,0,0,0,0,16274,0,0,108216,0,0,0,0,6837,0,0,46690,0,3.2812289752341712,-5.925909162154113,0.8903780996180757,6,40
0,0,54280,27730,228,0,27540,67450,0,0,19327,0,0,0,10269,45903,0,0,21508,11312,0,0,0,0,0,0,0,12720,0,0,146410,0,0,0,0,8580,0,0,82698,0,2.2858458563617887,-5.504744752521731,0.8966586744536045,5,40
366,0,98769,41968,468,0,48654,47360,0,0,19355,0,0,0,23766,84804,0,0,39198,11236,0,0,0,0,0,0,0,1122,0,0,0,0,0,0,0,5733,0,0,134907,0,1.4633470820652619,-4.754541915631123,0.8800210899213283,4,40
0,0,1751,28858,1840,0,26145,0,0,0,13908,0,0,0,13566,60840,0,0,24930,14175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10856,0,0,167640,0,0.9849017419244035,-3.837942258978302,0.8911737312903085,3,40
7824,0,0,21330,6762,6806,27455,0,0,0,15250,0,0,0,17850,56048,0,0,25844,15535,0,0,0,0,0,0,0,0,0,714,0,0,0,0,0,12537,0,0,39216,0,-0.26926617548755427,-2.9643309159353857,0.8907082815706815,2,40
3978,0,0,21080,0,5412,0,0,0,0,61701,60643,111606,0,78435,42196,0,0,87261,15600,0,0,0,0,0,0,0,0,0,0,0,44352,0,0,0,9996,0,0,0,0,-4.400320228441373,-5.458976754597639,0.8884476805360464,7,40
4484,0,0,0,0,6223,54670,21250,0,0,46652,101600,135044,0,46368,9408,0,0,61040,7392,0,0,0,0,0,0,0,0,0,0,0,41418,0,0,0,9666,0,0,0,0,-3.638366590552465,-7.12894043211692,0.8860000791539164,8,40
2555,0,166830,0,2774,0,95976,29234,0,0,32550,0,0,0,26691,17325,0,0,0,7614,0,0,0,0,0,0,0,13572,0,0,155904,0,0,0,0,7056,0,178500,0,0,0.7189548222745401,-8.99229877335749,0.8960247247622419,9,40
4095,0,179578,0,3996,0,30170,38830,0,0,0,0,0,0,21080,32262,0,0,0,8848,0,0,0,0,0,0,0,13612,0,0,109752,0,0,0,0,6298,0,0,33804,0,2.611452095936123,-9.671361013984509,0.892848209248541,10,40
3450,0,111284,0,2301,0,0,40170,0,6,0,0,0,0,16354,23616,0,0,0,3666,0,0,0,0,0,0,0,10251,0,0,70742,0,0,0,0,5292,0,0,27169,0,4.262824269947686,-10.180108119408786,0.8922901149244353,11,40
0,0,0,0,3232,0,0,57915,0,2166,0,0,0,0,15192,0,0,0,0,5208,0,0,0,60,0,0,0,6132,0,0,54003,0,0,0,0,5002,0,0,23275,0,5.499188337697575,-10.69758814349484,0.8965770778952447,12,40
1428,0,0,15732,5044,14948,8568,0,0,0,6206,0,0,0,0,0,0,0,18105,53865,0,0,0,0,0,0,0,0,0,0,0,28809,0,0,0,300,0,74549,0,0,-0.27951756517544935,1.9743697725109424,0.8726827242455784,1,40
10830,0,0,14388,1612,13896,20066,0,0,0,7788,0,0,0,7980,0,0,0,13398,41055,0,0,0,0,0,0,0,0,0,0,0,13056,0,0,0,11644,0,104208,0,0,-0.40168641523482806,0.9083580375681848,0.8976146422887723,0,40
186648,26970,0,4838,83559,19465,0,0,0,0,0,9724,5612,0,0,0,96096,16128,0,0,30800,22962,0,0,0,0,0,0,0,8320,0,0,4851,5560,0,0,0,0,0,0,-7.151898325905501,10.87367441617723,0.8842273039269756,13,40
190762,43605,0,4480,140418,25573,0,0,0,0,0,9660,0,782,0,0,77592,14678,0,0,24336,19926,0,0,106444,0,0,0,0,8680,0,0,6860,3395,0,0,0,0,0,0,-6.804786431762791,12.240417290483915,0.876000886331173,14,40
146304,12768,0,3960,180348,10540,0,0,20150,0,0,6732,2553,13065,0,0,55130,4356,0,0,21390,19740,0,0,86360,0,0,0,0,5217,0,0,5330,2183,0,0,0,0,0,0,-7.387104487346026,13.061344931172645,0.8867917858848969,15,40
0,47360,0,1862,124080,5180,0,0,225330,0,0,4650,3450,11407,0,0,0,8374,0,0,18614,17415,0,0,62350,0,0,0,0,1980,0,0,2109,4182,0,0,0,0,0,0,-8.312717387018317,13.684248487106482,0.88576073289999,16,40
0,30268,0,2652,15428,0,0,0,300690,0,0,6832,6096,1056,0,0,0,5822,0,0,18748,14008,0,0,40112,0,0,0,0,2924,0,0,2242,4032,0,0,0,0,0,0,-8.933772442779457,14.476444784029798,0.8806920662515855,17,40
0,0,0,2772,258750,0,0,0,0,0,0,2928,2115,10140,0,0,0,399,0,0,19176,12168,0,0,33333,0,0,0,0,5502,0,0,4025,4572,0,0,0,0,0,0,-8.906634767446922,15.69014670675804,0.8826971312962552,18,40
0,0,0,2436,202500,0,0,0,0,0,0,2738,792,6560,0,0,0,5617,0,0,12395,5665,0,0,21920,0,0,0,20196,0,0,0,0,0,16598,0,104130,0,0,0,-8.38616874109052,17.067780017649273,0.8787921477902045,19,40
7308,0,0,21336,7850,0,19680,0,0,0,11484,0,0,0,15120,0,0,0,12702,38396,0,0,0,0,0,0,75717,0,0,148992,0,0,89930,23836,0,16870,0,0,106053,0,1.4876776530923215,0.2695995015256626,0.9017391352631137,1,7
13328,0,0,16264,10962,17556,15209,0,0,0,10017,0,0,0,2805,0,0,0,9984,17264,0,0,0,0,0,0,101890,0,0,86994,0,0,51338,46305,0,28943,0,0,0,0,0.1885319776585419,2.0413894575401237,0.8925749806003864,2,7
3782,0,0,12804,10340,16353,7960,0,0,0,11834,0,0,0,0,0,0,0,10800,64500,0,0,0,0,0,0,96237,0,0,26448,0,0,35520,32591,0,41762,0,0,0,0,-1.0923369252143669,2.8141746292309557,0.8892526997658479,3,7
0,14364,0,7930,4144,9588,0,0,0,0,14490,0,0,0,0,0,0,0,15168,62475,90216,0,0,0,0,0,0,0,0,39960,0,0,31185,28404,0,10403,0,0,0,0,-2.7707507820349093,2.906973233805651,0.8856416223474639,4,7
11046,27280,0,7708,238,17019,0,0,0,0,24380,5082,0,0,0,0,0,0,14640,522,137549,0,0,0,0,0,0,0,0,31200,0,0,25840,21931,0,28512,0,0,0,0,-3.729168560663471,3.3710014150890366,0.8789138027157151,5,7
29820,16575,0,6355,4840,10065,0,0,0,0,11394,17430,0,0,0,0,0,0,1221,0,66367,84162,0,0,0,0,0,0,0,17688,0,0,16348,9490,0,66992,0,0,0,0,-4.484972729873762,3.9866949949183113,0.8847245694051935,6,7
35030,18528,0,6040,17052,12663,0,0,0,0,0,17487,0,0,0,0,0,0,24592,0,86518,85272,0,0,0,0,0,0,0,18648,0,0,13786,17724,0,86688,0,0,0,0,-5.068803415480289,4.88569861625237,0.882580202235431,7,7
35760,19588,0,5148,18216,12663,0,0,0,0,0,13690,0,0,0,0,0,0,4464,0,56580,49476,0,0,0,0,0,0,0,13224,0,0,13926,11773,0,132712,0,0,0,0,-5.445535713669422,5.895345247593468,0.896197024235164,8,7
23660,24990,0,3116,16583,10800,0,0,0,0,0,4761,0,0,0,0,15875,0,0,0,46494,42636,0,0,0,0,0,0,0,15400,0,0,13332,12342,0,179200,0,0,0,0,-5.688148601130848,6.988075420038285,0.8864117838295442,9,7
22724,15480,0,6026,15908,13520,0,0,0,0,0,12375,0,0,0,0,83050,4928,0,0,41168,34216,0,0,0,0,0,0,0,14200,0,0,10614,7353,0,199994,0,0,0,0,-5.886160221038665,8.133542403901174,0.8808355477418672,10,7
102054,45750,0,3968,35700,24934,0,0,0,0,0,0,0,0,0,0,64827,28350,8700,0,16192,65156,0,0,9030,0,0,0,0,17400,0,0,8932,15480,0,0,0,0,0,0,-3.7023696367309498,10.371592999459239,0.8804768971657495,11,7
0,0,0,80,16800,147132,4110,0,0,70238,6832,0,0,99425,0,0,21760,41540,3471,0,4620,0,82960,0,0,0,0,0,48320,0,0,0,14413,28768,33872,0,0,0,0,0,3.367911961716473,11.519822683412116,0.8816073909583793,12,7
174317,36960,0,0,30415,22866,0,0,0,0,0,9800,11016,0,0,0,90335,14208,0,0,37538,25555,0,0,0,0,0,0,0,6909,0,0,5628,5895,0,0,0,0,0,0,-7.296143028956216,10.781583548476675,0.8776214632275696,13,7
200640,23124,0,0,0,16576,0,0,0,0,0,7176,8120,0,0,0,0,0,0,0,23852,16685,0,0,21912,0,0,0,0,6255,0,0,5334,5456,0,0,0,0,0,0,-7.977348714343741,11.559083997929266,0.8892334028478217,14,7
233260,29639,0,424,0,22969,0,0,0,0,0,3680,6576,1080,0,0,0,13360,0,0,26162,20430,0,0,134144,0,0,0,0,6300,0,0,5330,5292,0,0,0,0,0,0,-8.29642982722465,12.501195198992693,0.8693506059521496,15,7
64728,24624,0,1500,0,8580,0,0,149520,0,0,2046,6072,13419,0,0,0,9016,0,0,22944,10272,0,0,65331,0,0,0,0,6300,0,0,5330,5040,0,0,0,0,0,0,-8.754158655019808,13.432359107538094,0.8924521700273544,16,7
0,33588,0,1554,0,0,0,0,59607,0,0,2574,5969,12075,0,0,0,6120,0,0,2775,12654,0,0,58500,0,0,0,0,2806,0,0,5418,5166,0,0,0,0,0,0,-9.351812067311428,14.208798313221138,0.8907948225119071,17,7
0,0,0,28670,10653,9666,31979,0,0,0,17696,0,0,0,22227,0,0,0,21252,18292,0,0,0,0,0,0,46280,0,0,86086,0,0,57953,0,0,14396,0,0,223440,0,-0.42959871733909605,-0.8996191761174481,0.8775015656419782,0,7
0,0,0,3296,106002,0,0,0,80340,0,0,0,0,8695,0,0,13175,4590,0,0,4674,19320,0,0,53888,0,0,0,0,7105,0,0,4572,4644,0,0,0,0,0,0,-5.969775332365471,16.025320404875732,0.8635447713431772,17,41
0,0,0,2626,149079,0,0,0,120015,0,0,0,0,11765,0,0,13137,6468,0,0,6156,14874,0,0,52910,0,0,0,0,5781,0,0,5000,5040,0,0,0,0,0,0,-6.240885390555377,15.799601842871795,0.854280084723241,16,41
0,36108,0,2828,0,128,0,0,152592,0,0,4356,1575,11277,0,0,0,9333,0,0,18063,15326,0,0,49352,0,0,0,0,5699,0,0,4224,4329,0,0,0,0,0,0,-8.40381198682347,13.612888565791764,0.8468890605741564,15,41
205580,7473,0,3392,0,12096,0,0,0,0,0,3960,3360,0,0,0,0,6232,0,0,17925,11766,0,0,42160,0,0,0,0,7003,0,0,5617,3840,0,0,0,0,0,0,-8.11273167282311,12.565001165092252,0.8581459843637731,14,41
198114,4469,0,3780,1175,18260,0,0,0,0,0,5934,4032,0,0,0,16376,8208,0,0,5994,13216,0,0,85405,0,0,0,0,7905,0,0,6578,5617,0,0,0,0,0,0,-7.760734810186129,11.618442335362023,0.8534027531267441,13,41
143010,19044,0,1474,15390,13080,0,0,0,0,0,1666,5130,0,0,0,76985,11163,0,0,23318,11565,0,0,0,0,0,0,0,7380,0,0,6450,4320,0,0,0,0,0,0,-7.072773807967124,10.858927859006215,0.8567566727712119,12,41
95200,23463,0,0,51352,15477,0,0,0,0,0,0,0,0,0,0,46830,13328,0,0,14421,26117,0,0,0,0,0,0,0,9450,0,0,7379,6336,0,0,0,0,0,0,-5.720274982264819,10.543032771687564,0.8468558090189049,11,41
61248,30996,0,1846,37851,19436,0,0,0,0,0,0,0,0,0,0,68716,13975,0,0,18469,29070,0,0,0,0,0,0,0,11210,0,0,8500,7290,0,0,0,0,0,0,-5.231178807358746,9.665971957022824,0.8586556565832666,10,41
53406,14522,0,0,28213,12045,0,0,0,0,0,0,0,0,0,0,54612,15504,0,0,23452,37343,0,0,0,0,0,0,0,12800,0,0,9968,8892,0,0,0,0,0,0,-4.892548113928541,8.70324248428846,0.8575631172760723,9,41
39872,18176,0,1848,20944,12915,0,0,0,0,0,0,0,0,0,0,46260,1242,3914,0,30039,48375,0,0,0,0,0,0,0,8225,0,0,5148,9666,0,130364,0,0,0,0,-4.716924311333322,7.6500304545639075,0.8574773462425469,8,41
30876,15686,0,0,20358,10250,0,0,0,0,0,0,0,0,0,0,28545,0,14271,0,34900,35174,0,0,0,0,0,0,0,14850,0,0,11368,6048,34848,131238,0,0,0,0,-4.382508981189062,6.678600585317547,0.8607010398156376,7,41
8769,18486,0,180,8928,418,0,0,0,0,8556,0,0,0,0,0,0,0,14003,0,46222,59817,0,0,0,0,0,0,0,7923,0,0,13260,10400,37440,79212,0,0,0,0,-4.101583711637197,5.625669965842052,0.8548199721228116,6,41
0,16008,0,3510,8710,4,0,0,0,0,8832,0,0,0,0,0,0,0,8700,0,54080,75338,0,0,0,0,0,0,0,13776,0,0,17700,14388,62150,62634,0,0,0,0,-3.740357037662953,4.636879550826809,0.8604878149650972,5,41
0,16650,0,7380,15184,10248,0,0,0,0,4876,0,0,0,0,0,0,0,3486,285,78375,93219,0,0,0,0,0,0,0,18343,0,0,20514,19035,0,41471,0,0,0,0,-3.2886922187471725,3.728747419489963,0.8574057328370372,4,41
0,7100,0,6327,11400,1271,0,0,0,0,55,0,0,0,0,0,0,0,1980,53213,74646,0,0,0,0,0,0,0,0,23751,0,0,11424,15060,0,35404,0,0,0,0,-2.775071045510437,2.853854767407597,0.864433802495455,3,41
0,0,0,5792,10120,9360,0,0,0,0,3066,0,0,0,0,0,0,0,0,36630,0,0,0,0,0,0,0,0,0,22356,0,0,21726,20498,0,28120,0,0,0,0,-2.2251540662473523,1.9832629540015319,0.865198263061302,2,41
9690,0,0,4632,1652,12537,12027,0,0,0,7728,0,0,0,0,0,0,0,7995,42560,0,0,0,0,0,0,55100,0,0,44574,0,0,31705,29440,0,21384,0,0,0,0,-0.06890759539891061,1.9482391501726697,0.8549068897021584,1,41
8360,0,0,12600,7614,11040,20335,0,0,0,11343,0,0,0,8800,0,0,0,14049,27700,0,0,0,0,0,0,91256,0,0,76959,0,0,53467,49,0,19173,0,0,0,0,-0.4000683587939956,0.8976545853087132,0.8617869547171931,0,41
12978,13774,0,5250,10140,8036,0,0,0,0,17009,22500,0,0,0,0,0,0,22865,38744,0,0,0,0,0,0,0,0,0,28054,0,0,29388,0,0,23226,0,0,0,0,-3.836557340920206,1.1042651892076645,0.8547040196671674,3,29
12505,14475,0,5363,9750,8802,0,0,0,0,15080,21663,0,0,0,0,0,0,23496,39746,0,0,0,0,0,0,0,0,0,27716,0,0,29072,0,0,22050,0,0,0,0,-3.8500694173972914,1.128734756658523,0.8501619221316901,4,29
20485,11966,0,651,184,7661,0,0,0,0,17787,19436,0,0,0,0,0,0,11712,0,110298,0,0,0,0,0,0,0,0,23760,0,0,23970,16632,0,35530,0,0,0,0,-4.6068332343922975,1.9983773920116619,0.853984894706457,5,29
24210,11682,0,6314,0,7682,0,0,0,0,175,14832,0,0,0,0,0,0,22185,0,80780,0,0,0,0,0,0,0,0,18147,0,0,17679,12744,0,44109,0,0,0,0,-5.09381057114328,3.1797857868515393,0.8554003353387998,6,29
25317,8569,0,5184,3300,3864,0,0,0,0,0,11970,0,0,0,0,0,0,16520,0,60288,45154,0,0,0,0,0,0,0,14280,0,0,14049,10494,0,54064,0,0,0,0,-5.333248479613779,4.587657969702089,0.8521634271754692,7,29
