Camera_0000,Camera_0001,Camera_0002,Camera_0003,Camera_0004,Camera_0005,Camera_0006,Camera_0007,Camera_0008,Camera_0009,Camera_0010,Camera_0011,x_position,y_position,z_position,unit_distance_from_origin,unit_id
0,0,0,15080,0,0,0,0,0,0,0,0,-18.083946,-9.08967,0.954287,20,263
0,0,0,21924,0,0,0,0,0,0,0,0,-18.065222,-10.753575,0.944846,21,263
0,46592,0,26878,0,0,0,0,0,0,0,0,-18.072775,-12.565958,0.943204,22,263
0,68256,0,42968,0,0,0,0,0,0,0,0,-18.488474,-13.704192,0.925289,23,263
0,0,0,26128,0,0,0,0,0,0,0,0,-21.568045,-10.543016,0.944416,24,263
0,9350,2349,0,33285,0,0,0,0,0,0,0,-7.648979,-18.430775,0.942136,19,263
0,8379,2241,0,34980,0,0,0,0,0,0,0,-7.667849,-17.334601,0.930884,18,263
0,14596,1840,0,61790,0,0,0,0,0,0,0,-7.867876,-16.180211,0.932314,17,263
0,18315,2312,0,79540,0,0,0,0,0,0,0,-8.325213,-14.802253,0.929474,16,263
0,16856,1200,0,88852,0,0,0,0,0,0,0,-8.751118,-13.364952,0.939475,15,263
0,17018,0,0,0,0,0,0,0,0,0,0,-14.553058,-20.334754,0.935991,25,263
0,16562,2976,0,70290,0,0,0,0,0,0,0,-6.426194,-13.545701,0.924205,14,263
0,5152,3536,0,45024,0,0,0,0,0,0,0,-6.763356,-12.230928,0.949515,13,263
0,12596,2343,0,0,0,0,0,0,0,0,0,-7.029024,-10.899316,0.944879,12,263
0,14706,3604,0,0,0,0,0,0,0,0,0,-5.463519,-10.660603,0.933375,11,263
0,0,1421,0,0,0,0,0,0,0,0,0,-6.263363,-8.950431,0.94554,10,263
58950,0,5456,7752,0,0,0,0,0,0,0,0,-7.01102,-7.122581,0.921552,9,263
47250,0,5934,7448,0,0,0,0,0,0,0,0,-6.593089,-6.080513,0.93462,8,263
29700,0,4788,5964,0,0,0,0,0,0,0,0,-6.288294,-4.876855,0.942955,7,263
21760,0,0,7410,0,0,0,0,0,0,0,0,-6.403329,-2.805266,0.937616,6,263
20832,0,0,4588,0,0,0,0,22050,0,0,0,-5.77705,-1.490779,0.930829,5,263
15984,0,7791,4440,0,0,0,0,34884,0,0,0,-4.802549,-1.210271,0.934524,4,263
16906,0,5735,4838,0,0,0,0,42939,0,0,0,-3.907289,-0.619328,0.942144,3,263
16281,0,6401,4633,0,0,0,0,32760,0,0,0,-2.977097,0.133205,0.942187,2,263
0,0,6844,3605,0,0,0,0,20160,6500,0,0,0.799816,1.814904,0.94462,1,263
0,0,4838,3468,0,0,0,0,23852,5504,0,0,0.701458,0.710937,0.949731,0,263
0,0,0,6708,0,0,0,0,0,0,0,0,-17.779143,-3.763164,0.864446,18,256
12540,0,0,3744,0,0,0,0,0,0,0,0,-17.883961,-2.0223,0.84941,17,256
0,0,0,6480,0,0,0,0,0,0,0,0,-18.906138,-1.982471,0.854123,19,256
0,0,0,10098,0,0,0,0,0,0,0,0,-19.737407,-3.257782,0.844091,20,256
0,0,0,5472,0,0,0,0,0,0,0,0,-20.894904,-2.144236,0.857146,21,256
0,0,0,5904,0,0,0,0,0,0,0,0,-21.994584,-0.671914,0.858684,22,256
12920,0,0,5546,0,0,0,0,0,0,0,0,-16.915356,1.600643,0.845491,16,256
21948,0,0,10488,0,0,0,0,0,0,0,0,-15.71549,-2.952856,0.835327,15,256
13440,0,0,4636,0,0,0,0,0,0,0,0,-14.988849,-0.101713,0.848275,14,256
0,20976,1508,0,0,0,0,0,0,0,0,0,-15.918386,-16.634808,0.846777,23,256
0,28028,920,0,0,0,0,0,0,0,0,0,-16.371861,-17.599634,0.856508,24,256
0,37960,924,0,0,0,0,0,0,0,0,0,-16.932403,-18.40915,0.85064,25,256
0,21560,0,0,0,0,0,0,0,0,0,0,-17.587301,-19.174393,0.8616,26,256
0,38437,486,0,0,0,0,0,0,0,0,0,-18.166201,-19.981856,0.85695,27,256
40470,0,4365,13040,0,0,0,0,0,0,0,0,-11.853279,-7.441209,0.853005,13,256
0,33725,0,0,0,0,0,0,0,0,0,0,-19.000371,-20.233885,0.864446,27,341
0,87720,0,57096,0,0,0,0,0,0,0,0,-21.701291,-16.044007,0.855045,26,341
0,50464,0,63112,0,0,0,0,0,0,0,0,-20.83043,-15.506507,0.851344,25,341
0,40066,0,63664,0,0,0,0,0,0,0,0,-19.554422,-15.557886,0.846473,24,341
0,31993,0,0,0,0,0,0,0,0,0,0,-18.096768,-15.744459,0.853167,23,341
0,34100,0,540,0,0,0,0,0,0,0,0,-17.283516,-15.167657,0.849073,22,341
0,34986,0,22357,0,0,0,0,0,0,0,0,-17.293753,-13.597619,0.855755,21,341
0,72285,0,0,0,0,0,0,0,0,0,0,-20.165994,-19.428029,0.839538,28,341
0,700,0,0,0,0,0,0,0,0,0,0,-20.938401,-20.229623,0.850919,29,341
0,13120,1053,0,31230,0,0,0,0,0,0,0,-11.798916,-17.357092,0.855195,20,341
0,11856,1638,0,30704,0,0,0,0,0,0,0,-7.948298,-18.348001,0.843302,19,341
0,14018,2268,0,48422,0,0,0,0,0,0,0,-8.409463,-17.024071,0.843724,18,341
0,14960,0,0,58366,0,0,0,0,0,0,0,-8.793639,-15.705601,0.842961,17,341
0,9720,1484,0,55860,0,0,0,0,0,0,0,-8.981629,-14.401,0.845894,16,341
0,0,2720,14364,0,0,0,0,0,0,0,0,-11.985481,-10.572776,0.846118,15,341
26790,0,0,6909,0,0,0,0,0,0,0,0,-14.199111,-4.810454,0.8531,14,341
33798,0,0,5781,0,0,0,0,0,0,0,0,-13.452686,-3.853971,0.836593,13,341
14994,0,0,5400,0,0,0,0,0,0,0,0,-12.620794,-3.103465,0.861224,12,341
10070,0,0,4408,0,0,0,0,0,0,0,0,-11.980788,0.606899,0.838589,11,341
6424,0,0,2940,0,0,0,0,0,0,0,12656,-9.914853,4.762999,0.856628,10,341
1273,0,0,0,0,1482,0,14248,0,0,0,0,-22.34254,29.450708,0.864446,36,94
1056,0,0,741,0,1144,0,20436,0,0,0,0,-22.305645,28.199498,0.86208,35,94
915,0,0,728,0,0,0,34438,0,0,0,0,-22.196341,27.032195,0.847375,34,94
0,0,0,1080,0,0,0,19968,0,0,0,0,-22.137172,25.795838,0.847782,33,94
0,0,0,1716,0,0,0,26400,0,0,0,0,-22.08361,24.515868,0.829818,32,94
935,0,0,704,0,3451,0,51747,0,0,0,0,-18.710091,25.912604,0.855242,31,94
1334,0,0,0,0,4797,0,21675,0,0,0,0,-18.301454,25.006467,0.858148,30,94
1184,0,0,0,0,0,0,61400,0,0,0,0,-15.276853,25.818647,0.835087,29,94
1380,0,0,0,0,0,0,0,0,0,0,0,-14.383823,25.144083,0.856743,28,94
1425,0,0,0,0,2295,0,0,0,0,0,2196,-13.657222,24.443291,0.858828,27,94
756,0,0,0,0,0,15900,0,1320,12998,15145,0,-0.750312,26.9628,0.859182,26,94
960,0,0,0,0,0,21825,0,1660,49210,12810,0,-1.22389,25.940497,0.860069,25,94
600,0,0,555,0,0,34578,0,2236,49664,0,0,-2.253843,24.893505,0.853585,24,94
496,0,0,570,0,0,46098,0,2340,53724,5184,0,-2.66534,23.78828,0.858395,23,94
630,0,0,0,0,0,72696,0,2852,77112,15665,0,-3.019815,22.795916,0.834325,22,94
100,0,0,0,0,0,65741,0,2813,28050,0,0,-3.362775,21.721244,0.850935,21,94
400,0,0,0,0,0,67782,0,3131,51188,0,0,-3.676378,20.646575,0.849326,20,94
462,0,0,374,0,0,6003,0,3535,42656,0,0,-3.925465,19.545778,0.857941,19,94
0,0,0,342,0,0,0,0,3706,0,0,0,-4.10444,18.541488,0.844995,18,94
1134,0,0,0,0,0,25578,0,2100,48552,11664,0,-1.232512,26.12539,0.864446,26,3
1218,0,0,0,0,0,23048,0,0,73179,12627,0,-0.416058,25.972694,0.847634,25,3
1725,0,0,0,0,0,0,0,0,55215,24900,0,0.965721,24.979627,0.845267,24,3
544,0,0,473,0,0,21672,0,820,40474,32242,1596,1.458853,23.890475,0.854866,23,3
527,0,0,0,0,0,38625,0,0,19500,43179,0,1.940433,22.884424,0.857678,22,3
950,0,0,490,0,0,68688,0,2755,48811,56862,0,-1.889183,21.891387,0.852202,21,3
1128,0,0,273,0,0,66785,0,2813,41040,0,0,-2.210455,20.842093,0.856777,20,3
1025,0,0,578,0,0,28495,0,3030,42746,0,0,-2.599291,19.8224,0.833188,19,3
1000,0,0,0,0,0,0,0,3333,28106,0,2905,-2.768699,18.787262,0.859646,18,3
1955,0,0,0,0,0,0,0,3780,27170,0,0,-2.693505,17.746682,0.850088,17,3
2268,0,0,0,0,0,0,0,3078,22724,0,1092,-2.434699,16.818086,0.848485,16,3
2484,0,0,0,0,0,0,0,3255,23030,0,5738,-2.766807,15.734949,0.847214,15,3
1134,0,0,0,0,0,34615,0,0,0,15142,0,-5.481542,26.461203,0.847111,27,3
0,0,0,0,0,0,0,0,0,0,0,6150,-10.676343,25.890257,0.851607,28,3
1470,0,0,708,0,0,0,0,0,0,0,5842,-11.674522,26.553232,0.852829,29,3
1330,0,0,0,0,0,0,0,0,0,0,4712,-11.663418,27.64381,0.855685,30,3
1254,0,0,0,0,0,0,0,0,0,0,4095,-11.635996,28.794921,0.856175,31,3
960,0,0,0,0,0,0,0,0,0,0,3808,-11.183542,30.003955,0.860787,32,3
6705,0,0,2376,0,0,0,0,0,0,0,2700,-10.142504,4.271495,0.855925,11,280
8134,0,0,3348,0,0,0,0,0,0,0,0,-11.815492,2.267467,0.8519,12,280
7696,0,0,4176,0,0,0,0,0,0,0,0,-12.98612,0.884197,0.85891,13,280
10498,0,0,3016,0,0,0,0,0,0,0,0,-13.950079,1.290527,0.854988,14,280
9464,0,0,2260,0,0,0,0,0,0,0,0,-14.804759,2.55433,0.859891,15,280
8109,0,0,2970,0,0,0,0,0,0,0,0,-15.577678,3.721566,0.86151,16,280
0,0,0,3024,0,0,0,0,0,0,0,0,-16.420354,4.462593,0.853851,17,280
0,0,0,3828,0,0,0,0,0,0,0,0,-17.778662,2.891687,0.853358,18,280
12888,0,0,4250,0,0,0,0,0,0,0,0,-18.965792,1.457236,0.850094,19,280
0,0,0,6615,0,0,0,0,0,0,0,0,-19.932814,-1.770494,0.860299,20,280
0,0,0,6776,0,0,0,0,0,0,0,0,-20.77478,-3.236322,0.843326,21,280
0,0,0,5896,0,0,0,0,0,0,0,0,-21.97773,1.12167,0.860071,22,280
0,0,0,7003,0,0,0,0,0,0,0,0,-22.992708,-0.823778,0.86145,23,280
0,0,0,8350,0,0,0,0,0,0,0,0,-23.854288,-2.760011,0.8595,24,280
4563,0,0,2200,0,15210,0,0,0,0,0,0,-22.526949,10.942153,0.853652,25,280
3210,0,0,2436,0,0,0,0,0,0,0,0,-22.356484,13.303029,0.848672,26,280
1196,0,0,1008,0,7191,0,0,0,0,0,0,-17.937702,20.27403,0.85878,27,280
1334,0,0,1035,0,6864,0,0,0,0,0,0,-18.198068,21.285883,0.84518,28,280
528,0,0,0,0,6072,0,0,0,0,0,0,-18.380707,22.505729,0.854626,29,280
1440,0,0,1008,0,5120,0,51948,0,0,0,0,-18.534901,23.622972,0.860818,30,280
784,0,0,1088,0,4960,0,58876,0,0,0,0,-18.705897,24.766522,0.843669,31,280
1296,0,0,0,0,4060,0,47376,0,0,0,0,-19.263123,25.601263,0.860563,32,280
2240,0,0,0,0,4840,0,27405,0,0,0,0,-20.336463,26.010323,0.842059,33,280
0,0,0,910,0,0,0,24528,0,0,0,0,-21.068721,26.694668,0.865315,34,280
1512,0,0,1664,0,2730,0,22260,0,0,0,0,-22.080304,27.161693,0.851971,35,280
0,0,0,1600,0,1260,0,18375,0,0,0,0,-23.288708,27.497567,0.852798,36,280
0,0,0,1159,0,1728,0,13640,0,0,0,0,-24.381128,27.862667,0.859229,37,280
741,0,0,0,0,0,6846,0,931,0,13568,0,1.203323,28.954994,0.864446,28,2
728,0,0,0,0,0,6683,0,893,0,13419,0,1.209958,28.974832,0.865059,29,2
1072,0,0,297,0,0,4648,0,0,0,9996,1440,1.51007,27.952458,0.85732,27,2
888,0,0,0,0,0,11390,0,1600,0,19920,0,1.862526,26.932015,0.842653,26,2
897,0,0,0,0,0,21576,0,1674,4025,23664,0,2.021046,25.913192,0.857932,25,2
612,0,0,0,0,0,23436,0,1380,47625,29294,2240,1.92416,24.899857,0.845584,24,2
0,0,0,0,0,0,42336,0,2403,61579,11590,0,-1.983935,23.892414,0.846211,23,2
0,0,0,0,0,0,48279,0,2550,38454,29410,0,-0.923867,22.974619,0.850348,22,2
1292,0,0,208,0,0,0,0,1700,8184,57105,540,2.087765,21.894893,0.841402,21,2
2000,0,0,0,0,0,0,0,2639,11968,56430,0,1.955363,20.841805,0.849428,20,2
2075,0,0,0,0,0,0,0,2436,0,59220,1073,1.717765,19.91607,0.848634,19,2
2132,0,0,0,0,0,0,0,840,5671,45312,1221,1.34596,18.937305,0.858404,18,2
1482,0,0,0,0,0,0,0,420,0,1660,3990,1.059714,17.958614,0.840171,17,2
540,0,0,0,0,0,0,0,4329,1260,0,1800,-3.917718,16.517752,0.855701,16,2
1817,0,0,0,0,0,0,0,4920,2314,0,234,-3.665139,15.553085,0.852209,15,2
0,0,0,6950,0,0,0,0,0,0,0,0,-21.19162,-0.944477,0.912676,21,275
0,0,0,6888,0,0,0,0,0,0,0,0,-21.970646,-1.720055,0.917077,22,275
0,0,0,9804,0,0,0,0,0,0,0,0,-22.883752,-2.411753,0.910108,23,275
0,0,0,9384,0,0,0,0,0,0,0,0,-23.796199,-3.389923,0.91562,24,275
0,0,0,16236,0,0,0,0,0,0,0,0,-24.690681,-4.181589,0.909047,25,275
0,0,0,5499,0,0,0,0,0,0,0,0,-20.894885,-1.816616,0.916922,20,275
0,0,0,6321,0,0,0,0,0,0,0,0,-19.976548,-0.797848,0.912155,19,275
5063,0,0,6768,0,0,0,0,0,0,0,0,-18.994163,-0.046843,0.896901,18,275
11252,0,0,4556,0,0,0,0,0,0,0,0,-17.984769,0.666767,0.908361,17,275
14552,0,0,5421,0,0,0,0,0,0,0,0,-16.992187,-0.248949,0.911623,16,275
19401,0,0,7315,0,0,0,0,0,0,0,0,-15.965537,-0.962767,0.895909,15,275
19339,0,0,4230,0,0,0,0,0,0,0,0,-14.902498,-1.631723,0.910145,14,275
4860,0,0,2716,0,0,0,0,0,0,0,34986,-11.576134,7.857309,0.909084,13,275
4572,0,0,2880,0,0,0,0,0,0,0,37180,-10.376517,7.802191,0.920509,12,275
5805,0,0,2883,0,0,0,0,0,0,0,44831,-8.817202,8.127837,0.910135,11,275
6380,0,0,2940,0,0,0,0,0,0,0,45036,-8.82194,6.559151,0.913516,10,275
8321,0,0,3502,0,0,0,0,0,0,0,20448,-8.789329,4.725854,0.906032,9,275
12896,0,0,5124,0,0,0,0,0,0,0,0,-8.994815,-0.052567,0.915639,8,275
8772,0,0,2916,0,0,0,0,0,0,0,0,-7.444367,2.9082,0.909112,7,275
1738,0,0,0,0,0,0,0,3978,0,0,0,-8.876308,24.465331,0.919538,26,275
0,0,0,0,0,0,0,0,3136,0,0,0,-9.498531,25.296371,0.901892,27,275
0,0,0,0,0,0,0,0,0,0,0,7205,-10.701166,25.89878,0.902937,28,275
1950,0,0,0,0,0,0,0,0,0,0,6656,-11.223335,26.748136,0.902893,29,275
0,0,0,0,0,0,0,0,0,0,0,4625,-10.492715,28.141092,0.910946,30,275
1349,0,0,0,0,0,0,0,0,0,0,6027,-11.485663,28.808347,0.909513,31,275
1404,0,0,0,0,4914,0,33759,0,0,0,0,-19.287883,25.577569,0.914216,32,275
1248,0,0,0,0,4182,0,32736,0,0,0,0,-20.055517,26.227133,0.910799,33,275
976,0,0,952,0,2442,0,32344,0,0,0,0,-20.902247,26.847057,0.918723,34,275
0,3552,1827,0,12887,0,0,0,0,0,0,0,-4.392062,-16.53976,0.913928,17,253
0,5110,1560,0,18531,0,0,0,0,0,0,0,-4.409545,-16.417751,0.904891,16,253
0,10488,2821,0,33677,0,0,0,0,0,0,0,-5.041304,-15.166227,0.908788,15,253
0,6240,2688,0,24016,0,0,0,0,0,0,0,-5.447906,-13.974993,0.918613,14,253
0,10065,3168,0,30345,0,0,0,0,0,0,0,-5.869449,-12.704408,0.913476,13,253
0,5053,2024,0,27144,0,0,0,0,0,0,0,-6.817393,-16.661154,0.919547,18,253
0,0,2184,0,28416,0,0,0,0,0,0,0,-6.934293,-17.718684,0.913223,19,253
0,0,2100,0,27048,0,0,0,0,0,0,0,-6.990134,-18.801968,0.911415,20,253
0,10164,1975,0,31320,0,0,0,0,0,0,0,-6.926853,-19.859237,0.904207,21,253
0,2044,1975,0,18147,0,0,0,0,0,0,0,-6.887239,-20.925882,0.91674,22,253
0,6992,2200,0,31290,0,0,0,0,0,0,0,-4.089991,-12.33261,0.908097,12,253
0,4125,2448,0,16872,0,0,0,0,0,0,0,0.365732,-11.951987,0.909465,11,253
0,4620,2730,0,882,0,0,0,0,0,0,0,-0.335955,-10.976397,0.911277,10,253
0,4896,3410,0,0,0,0,0,0,0,0,0,-2.174543,-9.699215,0.917483,9,253
0,0,4181,0,0,0,0,0,0,0,0,0,-1.721617,-8.782849,0.911248,8,253
0,0,4130,0,0,0,0,0,0,0,0,0,-1.404752,-7.875593,0.89361,7,253
0,0,3990,0,0,0,0,0,0,0,0,0,-0.897939,-6.938195,0.913824,6,253
1672,0,0,0,0,0,0,0,0,0,0,6432,-11.53246,27.016584,0.923051,29,348
1554,0,0,130,0,0,0,0,0,0,0,6345,-12.657293,27.232671,0.914628,30,348
765,0,0,0,0,0,0,15851,0,0,0,0,-13.962726,27.686073,0.912745,31,348
1224,0,0,945,0,0,0,72912,0,0,0,0,-15.325645,28.147122,0.912998,32,348
0,0,0,882,0,0,0,74214,0,0,0,0,-16.431004,28.634223,0.914043,33,348
2079,0,0,0,0,464,0,0,0,0,0,6716,-13.395119,25.707444,0.912358,28,348
0,0,0,572,0,0,0,0,1440,0,0,0,-9.933724,26.166136,0.917206,27,348
1728,0,0,0,0,0,37375,0,1780,0,12696,0,-4.141996,26.668265,0.90077,26,348
0,0,0,0,0,0,0,0,1953,13416,0,0,-4.217803,25.637223,0.906306,25,348
1872,0,0,0,0,0,0,0,3605,0,0,1584,-8.077654,23.619738,0.915358,24,348
2706,0,0,0,0,0,0,0,4680,0,0,0,-7.59034,22.755445,0.899892,23,348
1785,0,0,0,0,0,0,0,2904,0,0,0,-6.961623,21.920996,0.920058,22,348
0,0,0,169,0,0,93936,0,3885,64368,0,0,-3.933049,21.628983,0.913975,21,348
0,0,0,165,0,0,67295,0,4104,63840,0,0,-4.122749,20.546104,0.91413,20,348
572,0,0,0,0,0,0,0,4407,37400,0,0,-4.09638,19.558845,0.904383,19,348
460,0,0,555,0,0,0,0,4524,18576,0,0,-3.963104,18.531683,0.915704,18,348
16133,0,7097,4165,0,0,0,0,42240,0,0,0,-4.094808,-1.455952,0.923051,4,199
12480,0,4128,3360,0,0,0,0,34561,0,0,0,-4.990215,0.501387,0.917159,5,199
10800,0,0,3348,0,0,0,0,26481,0,0,0,-5.741487,1.90055,0.915499,6,199
13386,0,5643,3795,0,0,0,0,0,0,0,0,-6.991719,0.399502,0.914625,7,199
0,0,2808,0,0,0,0,0,0,0,0,0,-3.704803,-7.100913,0.901228,8,199
0,0,4563,0,0,0,0,0,0,0,0,0,-4.344572,-7.94855,0.916693,9,199
0,0,3740,0,0,0,0,0,0,0,0,0,-4.536963,-8.923355,0.898764,10,199
0,7889,3597,0,0,0,0,0,0,0,0,0,-4.450064,-10.137752,0.916978,11,199
0,7392,2472,0,16112,0,0,0,0,0,0,0,-3.957547,-11.356761,0.911836,12,199
