Camera_0000,Camera_0001,Camera_0002,Camera_0003,Camera_0004,Camera_0005,Camera_0006,Camera_0007,Camera_0008,Camera_0009,x_position,y_position,z_position,unit_distance_from_origin,unit_id
0,0,0,9516,0,0,0,0,0,0,-10.033152,-8.193016,0.888265,12,364
0,0,0,12972,0,0,0,0,0,0,-8.430163,-8.513038,0.886836,11,364
0,0,0,10148,0,0,0,0,0,0,-8.354234,-7.121927,0.88787,10,364
0,0,0,9699,0,0,0,0,0,0,-8.040336,-5.938448,0.891217,9,364
0,0,0,7150,0,0,0,0,0,0,-7.450818,-5.033287,0.887253,8,364
0,0,0,6720,0,0,0,0,0,0,-7.066646,-3.718469,0.891609,7,364
0,0,0,5016,0,0,0,0,0,0,-6.966808,-0.047339,0.876875,6,364
0,0,0,0,34782,0,0,5720,0,1653,1.922146,27.829073,0.901668,27,7
0,0,0,0,90730,0,0,6204,0,1323,0.699262,26.988913,0.888886,26,7
0,0,0,0,108504,0,0,0,0,1080,-0.613775,25.978678,0.890867,25,7
2400,0,0,675,55544,0,0,0,0,3330,-2.152857,24.878302,0.883987,24,7
0,0,0,885,37168,0,0,1505,0,988,-3.54699,27.787711,0.893979,28,7
0,0,0,0,53938,0,0,1760,0,1512,-3.918281,28.751166,0.879073,29,7
0,0,0,0,17475,0,0,0,0,0,-7.878191,22.60848,0.892129,23,7
0,0,0,840,10912,0,0,0,70800,0,-13.020457,27.070179,0.892229,30,7
0,0,0,1368,0,0,0,0,0,2576,-14.083871,18.160844,0.8876,22,7
0,0,0,1360,0,0,0,0,28294,2484,-18.70968,24.751834,0.889628,31,7
0,0,0,1518,4536,0,0,0,35819,2403,-19.33603,25.532128,0.880413,32,7
0,0,0,0,4181,0,0,0,24108,960,-20.139799,26.143022,0.888653,33,7
0,0,0,1344,0,0,0,0,0,3914,-12.20682,18.257074,0.881146,21,7
0,0,0,2072,0,0,0,0,0,5593,-11.883617,17.304988,0.8788,20,7
0,0,0,2132,0,0,0,0,0,6500,-13.223523,14.990977,0.887785,19,7
0,0,0,2728,0,0,0,0,0,7748,-14.271283,12.51368,0.890747,18,7
0,0,0,2288,0,0,0,0,0,8211,-14.21234,10.98503,0.895771,17,7
0,0,0,2820,0,0,0,0,0,9234,-13.849393,9.846949,0.873058,16,7
28400,0,0,0,0,0,0,10011,0,1917,-4.139388,19.006295,0.900877,19,8
22599,0,0,0,0,0,0,9408,0,1944,-4.215767,19.574255,0.879624,20,8
41656,0,0,748,21360,0,0,8905,0,3440,-4.288573,20.578511,0.881642,21,8
49640,0,0,882,23250,0,0,8379,0,2112,-4.356627,21.614052,0.889846,22,8
58672,0,0,832,17892,0,0,6375,0,2080,-4.279121,22.624154,0.894921,23,8
44880,0,0,918,39650,0,0,0,0,0,-3.986015,23.67847,0.884819,24,8
7623,0,0,1113,49228,0,0,0,0,1975,-2.643799,24.90668,0.890927,25,8
0,0,0,912,40480,0,0,0,0,2210,-3.569473,25.769828,0.882968,26,8
0,0,0,0,22881,0,0,4880,0,0,-6.842937,26.121312,0.875151,27,8
0,0,0,0,20640,0,0,6783,0,0,-7.27965,27.078105,0.882061,28,8
0,0,0,0,17475,0,0,3840,0,0,-8.751439,27.671084,0.883848,29,8
0,0,0,336,14620,0,0,0,0,2106,-9.956808,28.308429,0.892143,30,8
0,0,0,1292,1170,0,0,0,0,0,-7.700226,17.363846,0.883763,18,8
0,0,0,1748,0,0,0,0,0,4368,-7.493956,16.316382,0.890953,17,8
0,0,0,1950,0,0,0,0,0,3772,-7.578004,15.202169,0.88019,16,8
0,0,0,2160,0,0,0,0,0,7208,-7.61519,14.054523,0.878912,15,8
0,0,0,0,2888,0,0,0,0,0,-14.34111,21.681471,0.901739,25,311
0,0,0,0,2888,0,0,0,0,0,-14.329776,21.695065,0.901876,26,311
0,0,0,0,0,0,0,0,245,0,-14.131546,23.033834,0.884985,27,311
0,0,0,0,5160,0,0,0,68112,0,-13.967059,24.279574,0.889161,28,311
0,0,0,1200,8281,0,0,0,60134,1242,-13.281405,25.786806,0.882005,29,311
0,0,0,280,8586,0,0,0,86904,0,-14.754486,26.12586,0.893647,30,311
0,0,0,1452,5754,0,0,0,42108,2759,-17.714904,25.443544,0.88158,31,311
0,0,0,987,4902,0,0,0,29072,2492,-18.794507,25.930134,0.896061,32,311
0,0,0,1430,4864,0,0,0,24400,2523,-19.160804,26.932901,0.887959,33,311
0,0,0,1386,5676,0,0,0,32616,2324,-19.241466,28.055454,0.891231,34,311
0,0,0,1364,8908,0,0,0,50904,2187,-19.208796,29.260873,0.881677,35,311
0,0,0,0,4000,0,0,0,18292,0,-20.791788,29.39332,0.894783,36,311
0,0,0,1152,29970,0,0,2838,0,0,-3.971788,26.659473,0.940629,26,218
0,0,0,1024,59169,0,0,2009,0,1452,-3.694095,25.704642,0.935267,25,218
26522,0,0,1180,64008,0,0,0,0,896,-3.371367,24.744955,0.93746,24,218
52668,0,0,935,35247,0,0,0,0,2156,-3.153332,23.724564,0.948956,23,218
62832,0,0,195,48006,0,0,0,0,2576,-2.812977,22.796424,0.937224,22,218
49392,0,0,0,56374,0,0,0,0,3080,-2.506645,21.852729,0.93575,21,218
47553,0,0,210,0,0,0,0,0,2604,-3.342046,20.727638,0.939,20,218
36520,0,0,0,0,0,0,0,0,0,-3.303203,19.723172,0.927003,19,218
27839,0,0,0,0,0,0,6468,0,1116,-3.294358,18.701049,0.947375,18,218
24843,0,0,0,0,0,0,8064,0,0,-3.354448,17.63303,0.947119,17,218
0,0,0,0,80180,0,0,6251,0,1696,1.21982,26.976105,0.929234,27,218
0,0,0,0,95472,0,0,5670,0,0,0.592173,28.003393,0.940142,28,218
0,0,0,112,1656,0,0,4736,0,1173,0.877893,29.005157,0.931468,29,218
0,0,0,1200,0,0,0,17082,0,0,0.994632,16.953792,0.930496,16,218
0,0,0,1540,0,0,0,21497,0,0,1.114474,15.945939,0.94999,15,218
0,0,0,14819,0,0,0,0,0,0,-19.87412,-6.211835,0.942158,20,358
0,0,0,16448,0,0,0,0,0,0,-17.117181,-10.31705,0.950189,19,358
1452,0,48363,52114,0,0,0,0,0,0,-12.768674,-15.910699,0.940629,20,355
1472,0,47867,7199,0,0,0,0,0,0,-12.840561,-16.64389,0.936395,21,355
1220,35772,0,0,0,0,0,0,0,0,-13.110893,-17.700117,0.933259,22,355
1100,11368,0,0,0,0,0,0,0,0,-13.458227,-18.673106,0.94381,23,355
0,19789,0,0,0,0,0,0,0,0,-13.825101,-19.63652,0.942775,24,355
1098,0,29520,45719,0,0,0,0,0,0,-13.400894,-14.74739,0.945071,19,355
1540,0,40479,34128,0,0,0,0,0,0,-12.722884,-14.08295,0.927675,18,355
1292,0,37418,29536,0,0,0,0,0,0,-12.210128,-13.167108,0.946322,17,355
0,39490,0,23375,0,0,31500,0,0,0,-17.350631,-18.036944,0.944636,25,355
0,28980,0,0,0,0,22881,0,0,0,-17.3105,-19.433437,0.948544,26,355
0,21534,0,0,0,0,17550,0,0,0,-17.291138,-20.761083,0.943203,27,355
0,18693,0,0,0,0,18228,0,0,0,-17.445529,-21.90443,0.93874,28,355
2002,0,52976,21648,0,0,0,0,0,0,-12.682325,-11.304479,0.948129,16,355
1863,0,62560,16590,0,0,0,0,0,0,-11.785005,-10.751667,0.942977,15,355
861,0,52114,15801,0,0,0,0,0,0,-10.289594,-10.893505,0.946556,14,355
1005,0,0,10812,0,0,0,0,0,0,-11.04498,-8.547135,0.933745,13,355
0,0,0,13002,0,0,0,0,0,0,-10.239611,-7.999074,0.932976,12,355
437,0,0,10620,0,0,0,0,0,0,-9.481615,-7.353587,0.936099,11,355
0,0,0,9078,0,0,0,0,0,0,-8.539271,-6.892409,0.940131,10,355
0,0,0,9570,0,0,0,0,0,0,-7.951291,-6.06301,0.939246,9,355
0,0,0,5320,0,0,0,0,0,0,-7.580928,-4.845582,0.926604,8,355
0,0,0,8250,0,0,0,0,0,0,-7.152303,-3.487806,0.941238,7,355
0,0,0,5796,0,0,0,0,0,0,-6.72297,-1.947046,0.924368,6,355
3219,0,0,4680,0,0,0,0,0,0,-5.934777,-0.348017,0.944798,5,355
5772,0,0,5969,0,0,0,0,0,0,-4.993628,-0.147378,0.927513,4,355
4068,0,0,6375,0,0,0,0,0,0,-3.994568,-0.204551,0.945443,3,355
2825,0,0,4032,0,0,0,0,0,0,-2.98531,-0.276756,0.941926,2,355
4212,0,0,5124,0,0,0,0,0,0,-1.98905,0.096079,0.943007,1,355
0,0,0,2268,0,0,0,0,0,1512,-21.336735,18.177539,0.953173,28,35
0,0,0,1675,0,0,0,0,6195,900,-21.654146,19.316389,0.943843,29,35
0,0,0,2212,0,0,0,0,22050,1472,-21.696549,20.760962,0.944125,30,35
0,0,0,1971,0,0,0,0,19350,1107,-21.645183,22.210106,0.932207,31,35
0,0,0,1633,0,0,0,0,17862,1272,-21.646787,23.573889,0.941791,32,35
0,0,0,1416,0,0,0,0,0,0,-21.641825,24.915543,0.939413,33,35
0,0,0,1824,0,0,0,0,54880,3424,-17.563689,21.80563,0.929609,27,35
0,0,0,0,13860,0,0,3400,0,780,-8.074799,25.753467,0.936998,26,35
0,0,0,945,33810,0,0,0,0,1340,-4.501851,25.604428,0.930383,25,35
17064,0,0,708,41536,0,0,3300,0,1960,-3.85874,24.671862,0.936342,24,35
58140,0,0,912,37742,0,0,1632,0,2424,-4.120617,23.628822,0.943904,23,35
55296,0,0,780,0,0,0,0,0,0,-3.942501,22.644158,0.934253,22,35
49911,0,0,600,22540,0,0,0,0,1936,-3.408532,21.723905,0.945116,21,35
0,0,0,0,0,0,0,10696,0,0,1.260965,20.944781,0.937186,20,35
33100,0,0,0,0,0,0,0,0,980,-2.319676,19.859667,0.932726,19,35
27249,0,0,0,0,0,0,0,0,930,-3.017865,18.716061,0.930479,18,35
27560,0,0,0,0,0,0,4717,0,0,-3.26798,17.694223,0.935533,17,35
22360,0,0,0,0,0,0,0,0,0,-2.227086,16.844748,0.930787,16,35
0,0,0,1925,0,0,0,19712,0,0,2.042076,15.823939,0.945952,15,35
0,0,0,1488,0,0,0,26978,0,0,1.708558,14.901719,0.930169,14,35
0,0,0,1680,0,0,0,30401,0,0,1.409019,13.902097,0.948716,13,35
3876,0,0,2250,0,0,0,0,0,13932,-7.570373,10.56168,0.922985,12,35
2555,0,0,2850,0,0,0,0,0,8330,-7.479092,9.344761,0.946191,11,35
2993,0,0,3822,0,0,0,0,0,0,-7.081925,8.386715,0.940043,10,35
0,0,0,2475,0,0,0,0,0,0,-6.096109,7.878157,0.941174,9,35
0,0,0,2910,0,0,0,0,0,0,-5.350325,7.189632,0.926597,8,35
0,0,0,660,83945,0,0,0,0,2236,-1.928299,29.550225,0.954287,29,21
0,0,0,1020,66034,0,0,0,0,1892,-2.029242,28.900703,0.936066,28,21
0,0,0,1098,68182,0,0,0,0,0,-2.25902,27.8661,0.94424,27,21
0,0,0,1071,59917,0,0,0,0,1932,-2.700434,26.827238,0.942993,26,21
0,0,0,960,67710,0,0,0,0,2162,-3.342693,25.780522,0.915636,25,21
23850,0,0,870,27876,0,0,1118,0,0,-3.636331,24.705761,0.924267,24,21
51852,0,0,1026,49700,0,0,1224,0,594,-3.74509,23.698734,0.925415,23,21
63688,0,0,1007,22270,0,0,2352,0,2204,-3.856124,22.631078,0.948501,22,21
53040,0,0,1020,29154,0,0,3500,0,0,-3.898167,21.649013,0.944279,21,21
41296,0,0,705,24990,0,0,7232,0,2870,-4.006799,20.599144,0.935554,20,21
31160,0,0,0,0,0,0,0,0,1088,-2.408228,19.841929,0.91942,19,21
27839,0,0,0,0,0,0,0,0,0,-2.541631,18.756544,0.935921,18,21
22932,0,0,0,0,0,0,0,0,0,-2.380801,17.776865,0.946279,17,21
0,0,0,1886,0,0,0,0,0,5440,-7.046615,15.432828,0.942995,16,21
0,0,0,1932,0,0,0,0,0,5904,-6.825672,14.465676,0.923962,15,21
3040,0,0,1440,0,0,0,0,0,8160,-8.975079,12.008403,0.917984,14,21
0,0,0,1400,0,0,0,0,0,9480,-9.24952,10.494769,0.943799,13,21
1872,0,0,2418,0,0,0,0,0,11937,-7.685335,10.446379,0.935066,12,21
3916,0,0,2914,0,0,0,0,0,7965,-7.273225,9.538034,0.933233,11,21
0,0,0,3366,0,0,0,0,0,747,-8.197014,7.321838,0.946527,10,21
0,0,28635,15476,0,0,0,0,0,0,-9.204377,-9.828986,0.939274,13,359
0,0,41202,19364,0,0,0,0,0,0,-8.653936,-9.69197,0.918689,12,359
0,0,34770,13720,0,0,0,0,0,0,-7.773549,-9.13574,0.943028,11,359
1701,0,25470,12920,0,0,0,0,0,0,-7.197423,-8.279357,0.945595,10,359
2436,0,25298,13050,0,0,0,0,0,0,-6.599442,-7.489416,0.92376,9,359
2046,0,24096,10431,0,0,0,0,0,0,-5.348825,-7.199263,0.94073,8,359
2604,0,23940,10248,0,0,0,0,0,0,-4.45398,-6.644639,0.920609,7,359
2970,0,0,6280,0,0,0,0,0,0,-4.347893,-5.475034,0.95061,6,359
3090,0,0,8265,0,0,0,0,0,0,-4.242888,-4.241314,0.940589,5,359
3531,0,0,4136,0,0,0,0,0,0,-4.292593,-2.562117,0.95171,4,359
0,0,0,5831,0,0,0,0,0,31707,-13.463532,3.935542,0.935256,14,359
390,0,0,3510,0,0,0,0,0,18675,-14.177441,5.020961,0.948073,15,359
0,0,0,3290,0,0,0,0,0,16428,-14.781841,6.133494,0.935092,16,359
0,0,0,4556,0,0,0,0,0,27224,-16.879506,2.041344,0.937246,17,359
0,0,0,37584,0,0,68850,0,0,0,-20.754837,-13.25972,0.864446,24,1
0,21008,0,46900,0,0,51876,0,0,0,-20.039688,-14.969263,0.861947,25,1
608,0,0,45756,0,0,36729,0,0,0,-18.656914,-15.060714,0.857152,23,1
0,0,0,32754,0,0,0,0,0,0,-18.580071,-13.515754,0.860358,22,1
0,28952,0,0,0,0,15996,0,0,0,-18.199231,-18.645959,0.854319,26,1
320,52140,0,0,0,0,30831,0,0,0,-18.941448,-19.279521,0.847103,27,1
0,23253,0,0,0,0,13281,0,0,0,-19.644707,-19.986181,0.859105,28,1
0,164640,0,0,0,0,42630,0,0,0,-24.608594,-15.351352,0.861995,29,1
0,0,0,0,0,0,50806,0,0,0,-25.308458,-16.115464,0.846839,30,1
0,86730,0,0,0,0,21631,0,0,0,-22.937981,-20.866145,0.848563,31,1
0,0,0,0,0,0,11336,0,0,0,-23.723933,-21.4759,0.852802,32,1
1000,12960,0,0,0,0,0,0,0,0,-11.777275,-18.570949,0.851771,21,1
0,0,0,8493,0,0,0,0,0,0,-23.883075,-1.096937,0.85531,23,352
0,0,0,12740,0,0,0,0,0,0,-22.349408,-5.430467,0.855392,22,352
0,0,0,5590,0,0,0,0,0,0,-23.902111,2.233282,0.861255,24,352
0,0,0,5084,0,0,0,0,0,0,-24.694636,3.900145,0.859584,25,352
0,0,0,4448,0,0,0,0,0,0,-21.985232,-0.369066,0.842884,21,352
0,0,0,7252,0,0,0,0,0,4305,-20.918668,-1.791846,0.861211,20,352
0,0,0,8036,0,0,0,0,0,0,-19.596892,-3.970547,0.863329,19,352
0,0,0,17780,0,0,0,0,0,0,-14.6203,-12.10003,0.854261,18,352
0,0,5369,16590,0,0,0,0,0,0,-13.952561,-11.321406,0.845931,17,352
0,0,0,13662,0,0,0,0,0,0,-13.841615,-9.853416,0.846492,16,352
2528,0,0,11072,0,0,0,0,0,0,-14.437286,-6.838147,0.852985,15,352
2923,0,0,13667,0,0,0,0,0,0,-12.964189,-7.506905,0.851428,14,352
1072,0,0,9570,0,0,0,0,0,0,-11.36573,-8.165309,0.858997,13,352
0,0,0,5640,0,0,0,0,0,0,-12.705067,-2.656285,0.852961,12,352
0,0,0,4515,0,0,0,0,0,0,-11.947325,-0.880485,0.851495,11,352
2726,0,0,4200,0,0,0,0,0,0,-10.976357,0.5549,0.853731,10,352
850,0,0,3885,0,0,0,0,0,0,-9.738973,2.117756,0.847479,9,352
0,0,0,3456,0,0,0,0,0,0,-8.483503,2.982935,0.856881,8,352
0,0,0,2673,0,0,0,0,0,0,-6.621132,4.481822,0.837206,7,352
0,0,0,2392,0,0,0,0,0,0,-6.169055,3.241415,0.858716,6,352
4173,0,0,3597,0,0,0,0,0,0,-5.904352,1.043194,0.852352,5,352
2834,0,0,3300,0,0,0,0,0,0,-4.807935,1.224634,0.854182,4,352
2834,0,0,3959,0,0,0,0,0,0,-3.674677,1.503666,0.858571,3,352
1827,0,6520,0,0,15054,0,0,0,0,-0.050107,-6.78391,0.854972,6,207
1700,0,9420,0,0,17800,0,0,0,0,-0.11264,-5.998787,0.83162,5,207
1800,0,12397,0,0,14475,0,0,0,0,-0.125741,-4.991531,0.856378,4,207
2046,0,0,1274,0,13419,0,0,0,0,-0.245495,-3.946648,0.862055,3,207
0,0,0,6954,0,5439,0,0,0,0,-0.184046,-2.993098,0.843397,2,207
2726,0,0,3159,0,0,0,0,0,0,-0.213452,-1.9555,0.85801,1,207
1239,0,0,2640,0,0,0,0,0,0,0.375979,-0.900066,0.854452,0,207
0,0,0,3145,0,0,0,0,0,0,1.311505,6.881944,0.849477,7,207
0,0,0,2465,0,0,0,4662,0,0,0.851111,7.969495,0.854544,8,207
0,0,0,1870,0,0,0,0,0,0,-6.287322,6.48319,0.861686,9,207
0,0,0,2160,0,0,0,0,0,0,-6.995905,7.146087,0.836766,10,207
2117,0,0,2376,0,0,0,0,0,0,-7.053753,8.453889,0.840123,11,207
3293,0,0,2262,0,0,0,0,0,7470,-7.208869,9.648431,0.854063,12,207
0,0,0,1909,0,0,0,0,0,7497,-7.400696,10.70627,0.861439,13,207
0,0,0,2025,0,0,0,0,0,8004,-7.625028,11.749113,0.834395,14,207
0,0,0,1638,0,0,0,0,0,5712,-7.364601,13.072661,0.852452,15,207
0,0,0,1848,0,0,0,0,0,6072,-7.549254,14.128486,0.850906,16,207
0,0,0,1280,0,0,0,0,0,4750,-7.716011,15.168966,0.855245,17,207
0,0,0,1008,0,0,0,0,0,3808,-7.66783,16.331622,0.853384,18,207
0,0,0,434,6210,0,0,0,0,2997,-7.634537,17.465003,0.851977,19,207
9727,0,0,1242,19809,0,0,0,0,2635,-7.480992,18.570532,0.84482,20,207
11704,0,0,1292,11050,0,0,3192,0,2210,-7.334576,19.70465,0.859986,21,207
10268,0,0,918,13166,0,0,2752,0,0,-7.283442,20.785001,0.857392,22,207
7112,0,0,528,17100,0,0,0,0,0,-7.34472,21.803176,0.837893,23,207
0,0,0,0,12190,0,0,0,0,0,-7.367106,22.86848,0.862583,24,207
0,0,0,0,17020,0,0,3072,0,0,-7.304223,23.932025,0.847162,25,207
0,0,0,0,8823,0,0,6028,0,0,-7.223794,24.979533,0.847845,26,207
0,0,0,0,18323,0,0,5715,0,0,-6.522435,26.224139,0.852255,27,207
2548,0,0,2726,0,0,0,0,0,9396,-14.361494,8.584474,0.856181,16,29
2000,0,0,1944,0,0,0,0,0,9646,-15.165954,7.697268,0.859244,17,29
0,0,0,3286,0,0,0,0,0,13440,-17.093113,5.642475,0.851355,18,29
0,0,0,9514,0,0,0,0,0,21185,-18.967072,-1.209031,0.850087,19,29
0,0,0,8030,0,0,0,0,0,17430,-19.944424,-1.865198,0.852546,20,29
0,0,0,8525,0,0,0,0,0,0,-20.867797,-2.405796,0.859873,21,29
0,0,0,16401,0,0,0,0,0,0,-19.963201,-9.328848,0.852602,22,29
0,0,0,25338,0,0,0,0,0,0,-20.579751,-10.288156,0.840486,23,29
0,0,0,26880,0,0,0,0,0,0,-21.239723,-11.185081,0.847802,24,29
0,0,0,26605,0,0,67482,0,0,0,-21.762692,-12.370963,0.846582,25,29
0,0,0,0,0,0,53841,0,0,0,-22.316863,-13.379535,0.859725,26,29
